"",BBK01.SUD259,BBK01.SUD259_FLAGS
"","New business (volumes) of German banks / Housing loans to households with collateral and/or guarantees, initial rate fixation of over 1 and up to 5 years",
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-03 10:27:06,
2010-06,1026,
2010-07,1429,
2010-08,1267,
2010-09,1265,
2010-10,1389,
2010-11,1280,
2010-12,1401,
2011-01,1477,
2011-02,1366,
2011-03,1439,
2011-04,1323,
2011-05,1342,
2011-06,1055,
2011-07,1280,
2011-08,1236,
2011-09,1116,
2011-10,1208,
2011-11,1194,
2011-12,1267,
2012-01,1241,
2012-02,1011,
2012-03,1220,
2012-04,1181,
2012-05,1060,
2012-06,1011,
2012-07,1218,
2012-08,1080,
2012-09,965,
2012-10,1132,
2012-11,1055,
2012-12,888,
2013-01,1153,
2013-02,919,
2013-03,1012,
2013-04,1181,
2013-05,998,
2013-06,1039,
2013-07,1392,
2013-08,1045,
2013-09,1045,
2013-10,1268,
2013-11,969,
2013-12,1066,
2014-01,1271,
2014-02,1011,
2014-03,1152,
2014-04,1336,
2014-05,1110,
2014-06,1017,
2014-07,1371,
2014-08,992,
2014-09,1014,
2014-10,1107,
2014-11,1310,
2014-12,1059,Provisional value
"","General: Estimated. The volume of new business is extrapolated to form the underlying total using the Horvitz-Thompson estimator. Secured loans for home purchase, including building and home improvements; including loans granted by building and loan associations and interim credits as well as transmitted loans granted by the reporting agents in their own name and for their own account. For the purpose of MFI interest rate statistics, a loan is considered to be secured if collateral (inter alia financial collateral, real estate collateral, debt securities) in at least the same value as the loan amount has been posted, pledged or assigned. p = Provisional",
