"",BBAI3.Q.DE.N.V.LE.F4.S1251.A1.S.1.N.E.Z,BBAI3.Q.DE.N.V.LE.F4.S1251.A1.S.1.N.E.Z_FLAGS
"",Assets / Insurance corporations (ICs) / Loans / World / Total economy including non-residents (all sectors) / Outstanding amounts at the end of the period (stocks),
unit,Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-01-08 10:27:35,
2005-10,221253,
2006-01,223796,
2006-04,224796,
2006-07,225790,
2006-10,224694,
2007-01,225644,
2007-04,226761,
2007-07,228608,
2007-10,226355,
2008-01,222883,
2008-04,224069,
2008-07,223432,
2008-10,221715,
2009-01,228548,
2009-04,232948,
2009-07,234223,
2009-10,236440,
2010-01,240599,
2010-04,241900,
2010-07,242673,
2010-10,243186,
2011-01,244514,
2011-04,245555,
2011-07,246762,
2011-10,246042,
2012-01,249383,
2012-04,249336,
2012-07,250602,
2012-10,251687,
2013-01,253523,
2013-04,253810,
2013-07,256780,
2013-10,257927,
2014-01,259079,
2014-04,260888,
2014-07,261131,
