"",BBK01.EU8205,BBK01.EU8205_FLAGS
1971-03,841.776,
1971-04,845.518,
1971-05,846.966,
1971-06,846.966,
1971-07,846.966,
1971-08,846.966,
1971-09,846.966,
1971-10,850.450,
1971-11,850.450,
1971-12,850.450,
1972-01,1167.827,
1972-02,1187.505,
1972-03,1187.505,
1972-04,1187.505,
1972-05,1189.580,
1972-06,1189.580,
1972-07,1517.480,
1972-08,1517.480,
1972-09,1517.480,
1972-10,1517.480,
1972-11,1517.480,
1972-12,1438.041,
1973-01,1438.041,
1973-02,1438.041,
1973-03,1438.041,
1973-04,1438.041,
1973-05,1326.209,
1973-06,1321.544,
1973-07,1321.544,
1973-08,1321.544,
1973-09,1321.544,
1973-10,1321.544,
1973-11,2397.072,
1973-12,2284.207,
1974-01,2284.207,
1974-02,2311.767,
1974-03,2311.767,
1974-04,2380.940,
1974-05,2484.819,
1974-06,2572.500,
1974-07,2572.499,
1974-08,2557.326,
1974-09,2483.352,
1974-10,2381.514,
1974-11,2370.170,
1974-12,2171.750,
1975-01,2171.750,
1975-02,2171.750,
1975-03,2171.750,
1975-04,2171.750,
1975-05,2211.563,
1975-06,2188.352,
1975-07,2188.352,
1975-08,2188.352,
1975-09,2188.352,
1975-10,2188.352,
1975-11,2188.352,
1975-12,2277.274,
1976-01,2277.274,
1976-02,2277.274,
1976-03,2277.274,
1976-04,2495.467,
1976-05,2549.109,
1976-06,2549.109,
1976-07,2549.109,
1976-08,2549.109,
1976-09,2775.293,
1976-10,2747.083,
1976-11,2728.924,
1976-12,2452.137,
1977-01,2365.665,
1977-02,2344.735,
1977-03,2315.345,
1977-04,2305.941,
1977-05,2328.059,
1977-06,2280.098,
1977-07,2271.252,
1977-08,1944.884,
1977-09,1715.651,
1977-10,1690.669,
1977-11,1676.406,
1977-12,1538.126,
1978-01,1375.967,
1978-02,1341.960,
1978-03,1267.047,
1978-04,1062.565,
1978-05,1069.076,
1978-06,1018.757,
1978-07,982.443,
1978-08,952.040,
1978-09,964.224,
1978-10,1023.197,
1978-11,1829.234,
1978-12,1678.958,
1979-01,1962.876,
1979-02,1971.870,
1979-03,1969.191,
1979-04,1967.170,
1979-05,2104.208,
1979-06,2091.892,
1979-07,2070.843,
1979-08,1943.613,
1979-09,1943.309,
1979-10,1942.784,
1979-11,1928.556,
1979-12,1838.236,
1980-01,2103.243,
1980-02,2087.923,
1980-03,2083.029,
1980-04,2063.501,
1980-05,2155.906,
1980-06,2160.536,
1980-07,2156.104,
1980-08,2152.114,
1980-09,2149.700,
1980-10,2124.770,
1980-11,2071.705,
1980-12,1846.951,
1981-01,2088.557,
1981-02,2024.819,
1981-03,2073.414,
1981-04,2056.201,
1981-05,2175.913,
1981-06,2175.913,
1981-07,2118.010,
1981-08,2026.151,
1981-09,2024.116,
1981-10,1999.616,
1981-11,1831.088,
1981-12,1855.210,
1982-01,2010.948,
1982-02,2033.607,
1982-03,2032.266,
1982-04,1911.994,
1982-05,2014.243,
1982-06,2090.411,
1982-07,2081.224,
1982-08,2074.532,
1982-09,2193.055,
1982-10,2239.224,
1982-11,2217.692,
1982-12,2495.859,
1983-01,2490.390,
1983-02,2568.354,
1983-03,2567.767,
1983-04,2535.946,
1983-05,2576.355,
1983-06,2646.420,
1983-07,2573.611,
1983-08,2743.401,
1983-09,2728.778,
1983-10,2733.657,
1983-11,3518.126,
1983-12,2246.664,
1984-01,1951.316,
1984-02,1997.161,
1984-03,2102.748,
1984-04,2114.266,
1984-05,2141.474,
1984-06,2192.238,
1984-07,1926.428,
1984-08,2051.286,
1984-09,2053.546,
1984-10,2009.000,
1984-11,2030.527,
1984-12,2192.483,
1985-01,2189.328,
1985-02,2202.946,
1985-03,2195.846,
1985-04,2210.519,
1985-05,2237.715,
1985-06,2246.924,
1985-07,2226.234,
1985-08,2168.766,
1985-09,2167.502,
1985-10,2161.089,
1985-11,2219.559,
1985-12,1946.291,
1986-01,2047.526,
1986-02,2129.041,
1986-03,2147.071,
1986-04,2092.643,
1986-05,2122.333,
1986-06,2109.828,
1986-07,2041.265,
1986-08,2187.116,
1986-09,2179.514,
1986-10,2190.544,
1986-11,2306.736,
1986-12,2004.176,
1987-01,1928.280,
1987-02,1963.784,
1987-03,2203.397,
1987-04,1831.974,
1987-05,1979.431,
1987-06,1900.631,
1987-07,1902.108,
1987-08,1720.846,
1987-09,1711.089,
1987-10,1690.735,
1987-11,1733.489,
1987-12,1587.850,
1988-01,1472.573,
1988-02,1666.236,
1988-03,1664.879,
1988-04,1561.852,
1988-05,1617.396,
1988-06,1615.418,
1988-07,1620.256,
1988-08,1655.098,
1988-09,1655.098,
1988-10,1682.307,
1988-11,1583.356,
1988-12,1690.724,
1989-01,1642.968,
1989-02,1689.263,
1989-03,1628.016,
1989-04,1626.293,
1989-05,1628.510,
1989-06,1628.510,
1989-07,1624.835,
1989-08,1645.341,
1989-09,1645.337,
1989-10,1645.337,
1989-11,1694.052,
1989-12,1565.985,
1990-01,1506.654,
1990-02,1517.239,
1990-03,1510.943,
1990-04,1510.900,
1990-05,1510.098,
1990-06,1506.985,
1990-07,1506.668,
1990-08,1515.512,
1990-09,1514.387,
1990-10,1507.514,
1990-11,1508.174,
1990-12,1435.810,
1991-01,1435.782,
1991-02,1462.992,
1991-03,1461.362,
1991-04,1449.935,
1991-05,1470.362,
1991-06,1448.398,
1991-07,1447.800,
1991-08,1466.660,
1991-09,1464.486,
1991-10,1457.827,
1991-11,1461.722,
1991-12,1485.706,
1992-01,1476.676,
1992-02,1504.253,
1992-03,1497.447,
1992-04,1497.447,
1992-05,1529.417,
1992-06,1529.417,
1992-07,1508.447,
1992-08,1479.076,
1992-09,1453.575,
1992-10,1527.862,
1992-11,1464.455,
1992-12,693.705,
1993-01,692.492,
1993-02,720.375,
1993-03,720.375,
1993-04,720.375,
1993-05,753.382,
1993-06,753.383,
1993-07,753.383,
1993-08,774.260,
1993-09,774.260,
1993-10,774.260,
1993-11,794.444,
1993-12,850.296,
1994-01,850.296,
1994-02,868.753,
1994-03,868.753,
1994-04,868.753,
1994-05,888.407,
1994-06,888.407,
1994-07,888.407,
1994-08,907.276,
1994-09,907.276,
1994-10,907.276,
1994-11,927.013,
1994-12,882.424,
1995-01,882.424,
1995-02,1481.480,
1995-03,1481.480,
1995-04,1481.480,
1995-05,1511.246,
1995-06,1511.246,
1995-07,1511.246,
1995-08,1543.445,
1995-09,1543.445,
1995-10,1543.445,
1995-11,1574.922,
1995-12,1466.702,
1996-01,1439.465,
1996-02,1484.113,
1996-03,1467.334,
1996-04,1440.097,
1996-05,1447.558,
1996-06,1446.360,
1996-07,1443.418,
1996-08,1458.453,
1996-09,1442.111,
1996-10,1441.337,
1996-11,1456.927,
1996-12,1513.139,
1997-01,1513.139,
1997-02,1509.061,
1997-03,1509.061,
1997-04,1509.061,
1997-05,1512.984,
1997-06,1512.984,
1997-07,1509.448,
1997-08,1530.277,
1997-09,1530.277,
1997-10,1509.893,
1997-11,1511.661,
1997-12,1639.683,
1998-01,1639.683,
1998-02,1690.291,
1998-03,1690.291,
1998-04,1684.908,
1998-05,1735.789,
1998-06,1769.340,
1998-07,1761.914,
1998-08,1788.416,
1998-09,1726.539,
1998-10,1642.447,
1998-11,1698.862,
1998-12,1596.312,
