"",BBK01.CEH820,BBK01.CEH820_FLAGS
"",Money market shares debtor: Domestic financial corporations                    creditor: All sectors,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:18:22,
1991-01,0.0,
1991-04,0.0,
1991-07,0.0,
1991-10,0.0,
1992-01,0.0,
1992-04,0.0,
1992-07,0.0,
1992-10,0.0,
1993-01,0.0,
1993-04,0.0,
1993-07,0.0,
1993-10,0.0,
1994-01,0.0,
1994-04,0.0,
1994-07,0.7,
1994-10,15.2,
1995-01,-2.9,
1995-04,0.8,
1995-07,0.5,
1995-10,5.2,
1996-01,0.4,
1996-04,-1.0,
1996-07,-1.4,
1996-10,-0.8,
1997-01,-1.1,
1997-04,-1.0,
1997-07,0.6,
1997-10,-1.0,
1998-01,1.9,
1998-04,0.1,
1998-07,0.7,
1998-10,0.2,
1999-01,2.1,
1999-04,2.0,
1999-07,1.7,
1999-10,-2.5,
2000-01,2.9,
2000-04,-2.2,
2000-07,-1.7,
2000-10,-1.2,
2001-01,3.4,
2001-04,1.4,
2001-07,3.6,
2001-10,4.5,
2002-01,2.7,
2002-04,-0.1,
2002-07,2.0,
2002-10,-0.2,
2003-01,3.5,
2003-04,-1.6,
2003-07,-0.7,
2003-10,-1.7,
2004-01,-1.0,
2004-04,0.1,
2004-07,2.4,
2004-10,-7.2,
2005-01,2.2,
2005-04,0.5,
2005-07,1.1,
2005-10,-4.1,
2006-01,-0.2,
2006-04,1.6,
2006-07,-1.7,
2006-10,0.4,
2007-01,0.7,
2007-04,2.5,
2007-07,-5.1,
2007-10,-1.7,
2008-01,-1.3,
2008-04,-3.5,
2008-07,-1.5,
2008-10,-5.9,
2009-01,-1.4,
2009-04,-1.3,
2009-07,-1.8,
2009-10,-1.0,
2010-01,0.1,
2010-04,-0.6,
2010-07,-0.3,
2010-10,-0.3,
2011-01,0.2,
2011-04,-0.7,
2011-07,0.4,
2011-10,0.0,
2012-01,-0.7,
2012-04,0.2,
2012-07,-0.3,
2012-10,2.3,
2013-01,-0.6,
2013-04,0.5,
2013-07,-0.4,
2013-10,-1.1,
2014-01,-0.1,
