"",BBK01.CEL602,BBK01.CEL602_FLAGS
"","Insurance, pension and standardised guarantees                            debtor: Total            creditor: Domestic financial sectors",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:47:49,
1999-01,1.8,
1999-04,0.9,
1999-07,1.0,
1999-10,3.0,
2000-01,2.2,
2000-04,0.8,
2000-07,0.9,
2000-10,-2.6,
2001-01,2.1,
2001-04,0.9,
2001-07,2.0,
2001-10,7.2,
2002-01,3.9,
2002-04,1.0,
2002-07,1.3,
2002-10,-2.8,
2003-01,1.3,
2003-04,1.3,
2003-07,0.9,
2003-10,-7.5,
2004-01,1.5,
2004-04,0.2,
2004-07,0.8,
2004-10,-2.3,
2005-01,1.9,
2005-04,0.5,
2005-07,1.6,
2005-10,-6.9,
2006-01,-0.4,
2006-04,-0.4,
2006-07,-0.3,
2006-10,-3.8,
2007-01,-0.7,
2007-04,-0.7,
2007-07,-0.8,
2007-10,-2.0,
2008-01,-1.1,
2008-04,-1.1,
2008-07,-1.0,
2008-10,-1.0,
2009-01,-2.0,
2009-04,-1.8,
2009-07,-1.7,
2009-10,-1.6,
2010-01,0.3,
2010-04,0.4,
2010-07,0.4,
2010-10,0.4,
2011-01,0.6,
2011-04,0.5,
2011-07,0.6,
2011-10,0.7,
2012-01,0.2,
2012-04,0.2,
2012-07,0.2,
2012-10,0.3,
2013-01,-1.4,
2013-04,0.4,
2013-07,0.7,
2013-10,0.8,
2014-01,2.0,
2014-04,0.0,
2014-07,-0.1,
