"",BBK01.SUD631,BBK01.SUD631_FLAGS
"",New business (volumes) of German banks / Housing loans to households with collateral and/or guarantees,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-03 10:27:08,
2010-06,6586,
2010-07,8542,
2010-08,7930,
2010-09,8500,
2010-10,9197,
2010-11,8496,
2010-12,8982,
2011-01,8664,
2011-02,7820,
2011-03,8740,
2011-04,8763,
2011-05,8592,
2011-06,7153,
2011-07,8563,
2011-08,8077,
2011-09,7509,
2011-10,8089,
2011-11,8174,
2011-12,8248,
2012-01,7647,
2012-02,6776,
2012-03,7577,
2012-04,7614,
2012-05,7262,
2012-06,7321,
2012-07,8668,
2012-08,8296,
2012-09,7092,
2012-10,8239,
2012-11,7508,
2012-12,6729,
2013-01,7856,
2013-02,6711,
2013-03,7343,
2013-04,8545,
2013-05,7361,
2013-06,8137,
2013-07,10324,
2013-08,7910,
2013-09,7391,
2013-10,8293,
2013-11,6718,
2013-12,6812,
2014-01,7816,
2014-02,7211,
2014-03,7808,
2014-04,8786,
2014-05,7592,
2014-06,7151,
2014-07,9007,
2014-08,7432,
2014-09,7574,
2014-10,8249,
2014-11,7782,
2014-12,8528,Provisional value
"","General: Estimated. The volume of new business is extrapolated to form the underlying total using the Horvitz-Thompson estimator. Secured loans for home purchase, including building and home improvements; including loans granted by building and loan associations and interim credits as well as transmitted loans granted by the reporting agents in their own name and for their own account. Excluding overdrafts. For the purpose of MFI interest rate statistics, a loan is considered to be secured if collateral (inter alia financial collateral, real estate collateral, debt securities) in at least the same value as the loan amount has been posted, pledged or assigned. p = Provisional",
