"",BBK01.WZ3450,BBK01.WZ3450_FLAGS
"","Yields, derived from the term structure of interest rates, on listed Federal securities with annual coupon payments / residual maturity of 1 year / moving averages",
unit,Prozent (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-02 10:11:02,
1983-01,8.28,
1983-02,7.94,
1983-03,7.62,
1983-04,7.33,
1983-05,7.11,
1983-06,6.86,
1983-07,6.64,
1983-08,6.50,
1983-09,6.40,
1983-10,6.33,
1983-11,6.29,
1983-12,6.31,
1984-01,6.38,
1984-02,6.41,
1984-03,6.48,
1984-04,6.54,
1984-05,6.58,
1984-06,6.60,
1984-07,6.62,
1984-08,6.59,
1984-09,6.53,
1984-10,6.49,
1984-11,6.42,
1984-12,6.32,
1985-01,6.26,
1985-02,6.30,
1985-03,6.31,
1985-04,6.31,
1985-05,6.24,
1985-06,6.15,
1985-07,6.03,
1985-08,5.89,
1985-09,5.76,
1985-10,5.68,
1985-11,5.60,
1985-12,5.54,
1986-01,5.44,
1986-02,5.26,
1986-03,5.10,
1986-04,4.95,
1986-05,4.85,
1986-06,4.77,
1986-07,4.72,
1986-08,4.70,
1986-09,4.70,
1986-10,4.65,
1986-11,4.63,
1986-12,4.62,
1987-01,4.56,
1987-02,4.53,
1987-03,4.50,
1987-04,4.45,
1987-05,4.38,
1987-06,4.31,
1987-07,4.26,
1987-08,4.25,
1987-09,4.24,
1987-10,4.21,
1987-11,4.15,
1987-12,4.07,
1988-01,4.04,
1988-02,3.99,
1988-03,3.95,
1988-04,3.94,
1988-05,3.96,
1988-06,4.03,
1988-07,4.14,
1988-08,4.25,
1988-09,4.32,
1988-10,4.39,
1988-11,4.49,
1988-12,4.64,
1989-01,4.85,
1989-02,5.13,
1989-03,5.39,
1989-04,5.63,
1989-05,5.89,
1989-06,6.09,
1989-07,6.19,
1989-08,6.29,
1989-09,6.46,
1989-10,6.69,
1989-11,6.92,
1989-12,7.09,
1990-01,7.25,
1990-02,7.41,
1990-03,7.57,
1990-04,7.74,
1990-05,7.86,
1990-06,7.99,
1990-07,8.14,
1990-08,8.29,
1990-09,8.41,
1990-10,8.48,
1990-11,8.56,
1990-12,8.68,
1991-01,8.75,
1991-02,8.74,
1991-03,8.75,
1991-04,8.76,
1991-05,8.76,
1991-06,8.79,
1991-07,8.84,
1991-08,8.85,
1991-09,8.85,
1991-10,8.89,
1991-11,8.90,
1991-12,8.90,
1992-01,8.89,
1992-02,8.89,
1992-03,8.91,
1992-04,8.92,
1992-05,8.94,
1992-06,8.96,
1992-07,8.98,
1992-08,9.03,
1992-09,8.99,
1992-10,8.88,
1992-11,8.75,
1992-12,8.63,
1993-01,8.51,
1993-02,8.34,
1993-03,8.14,
1993-04,7.96,
1993-05,7.76,
1993-06,7.55,
1993-07,7.30,
1993-08,7.01,
1993-09,6.81,
1993-10,6.64,
1993-11,6.46,
1993-12,6.27,
1994-01,6.09,
1994-02,5.99,
1994-03,5.90,
1994-04,5.78,
1994-05,5.67,
1994-06,5.56,
1994-07,5.47,
1994-08,5.42,
1994-09,5.40,
1994-10,5.40,
1994-11,5.43,
1994-12,5.48,
1995-01,5.52,
1995-02,5.53,
1995-03,5.49,
1995-04,5.45,
1995-05,5.39,
1995-06,5.36,
1995-07,5.31,
1995-08,5.22,
1995-09,5.08,
1995-10,4.95,
1995-11,4.79,
1995-12,4.60,
1996-01,4.40,
1996-02,4.21,
1996-03,4.07,
1996-04,3.93,
1996-05,3.84,
1996-06,3.74,
1996-07,3.65,
1996-08,3.57,
1996-09,3.50,
1996-10,3.44,
1996-11,3.39,
1996-12,3.36,
1997-01,3.35,
1997-02,3.34,
1997-03,3.34,
1997-04,3.34,
1997-05,3.33,
1997-06,3.29,
1997-07,3.28,
1997-08,3.30,
1997-09,3.34,
1997-10,3.39,
1997-11,3.45,
1997-12,3.51,
1998-01,3.55,
1998-02,3.58,
1998-03,3.62,
1998-04,3.67,
1998-05,3.70,
1998-06,3.75,
1998-07,3.78,
1998-08,3.77,
1998-09,3.76,
1998-10,3.70,
1998-11,3.64,
1998-12,3.58,
1999-01,3.51,
1999-02,3.45,
1999-03,3.38,
1999-04,3.27,
1999-05,3.17,
1999-06,3.10,
1999-07,3.04,
1999-08,3.01,
1999-09,2.99,
1999-10,3.01,
1999-11,3.04,
1999-12,3.10,
2000-01,3.19,
2000-02,3.28,
2000-03,3.39,
2000-04,3.55,
2000-05,3.73,
2000-06,3.89,
2000-07,4.06,
2000-08,4.23,
2000-09,4.39,
2000-10,4.52,
2000-11,4.63,
2000-12,4.69,
2001-01,4.73,
2001-02,4.77,
2001-03,4.77,
2001-04,4.79,
2001-05,4.76,
2001-06,4.71,
2001-07,4.64,
2001-08,4.54,
2001-09,4.40,
2001-10,4.23,
2001-11,4.09,
2001-12,3.98,
2002-01,3.91,
2002-02,3.83,
2002-03,3.80,
2002-04,3.72,
2002-05,3.68,
2002-06,3.63,
2002-07,3.57,
2002-08,3.52,
2002-09,3.48,
2002-10,3.47,
2002-11,3.45,
2002-12,3.39,
2003-01,3.30,
2003-02,3.20,
2003-03,3.07,
2003-04,2.96,
2003-05,2.81,
2003-06,2.67,
2003-07,2.55,
2003-08,2.47,
2003-09,2.39,
2003-10,2.34,
2003-11,2.29,
2003-12,2.26,
2004-01,2.23,
2004-02,2.21,
2004-03,2.18,
2004-04,2.16,
2004-05,2.18,
2004-06,2.21,
2004-07,2.23,
2004-08,2.22,
2004-09,2.24,
2004-10,2.23,
2004-11,2.22,
2004-12,2.22,
2005-01,2.22,
2005-02,2.24,
2005-03,2.27,
2005-04,2.26,
2005-05,2.25,
2005-06,2.22,
2005-07,2.20,
2005-08,2.19,
2005-09,2.19,
2005-10,2.20,
2005-11,2.23,
2005-12,2.27,
2006-01,2.32,
2006-02,2.36,
2006-03,2.43,
2006-04,2.52,
2006-05,2.61,
2006-06,2.73,
2006-07,2.83,
2006-08,2.94,
2006-09,3.05,
2006-10,3.16,
2006-11,3.25,
2006-12,3.34,
2007-01,3.44,
2007-02,3.53,
2007-03,3.61,
2007-04,3.69,
2007-05,3.79,
2007-06,3.87,
2007-07,3.95,
2007-08,4.00,
2007-09,4.05,
2007-10,4.08,
2007-11,4.10,
2007-12,4.12,
2008-01,4.09,
2008-02,4.06,
2008-03,4.03,
2008-04,4.01,
2008-05,4.01,
2008-06,4.03,
2008-07,4.04,
2008-08,4.05,
2008-09,3.98,
2008-10,3.84,
2008-11,3.67,
2008-12,3.47,
2009-01,3.27,
2009-02,3.07,
2009-03,2.83,
2009-04,2.59,
2009-05,2.30,
2009-06,1.99,
2009-07,1.68,
2009-08,1.38,
2009-09,1.17,
2009-10,1.05,
2009-11,0.95,
2009-12,0.88,
2010-01,0.83,
2010-02,0.79,
2010-03,0.76,
2010-04,0.71,
2010-05,0.66,
2010-06,0.61,
2010-07,0.60,
2010-08,0.57,
2010-09,0.56,
2010-10,0.56,
2010-11,0.55,
2010-12,0.53,
2011-01,0.56,
2011-02,0.61,
2011-03,0.68,
2011-04,0.76,
2011-05,0.85,
2011-06,0.95,
2011-07,0.99,
2011-08,1.01,
2011-09,0.99,
2011-10,0.96,
2011-11,0.91,
2011-12,0.86,
2012-01,0.78,
2012-02,0.70,
2012-03,0.60,
2012-04,0.48,
2012-05,0.37,
2012-06,0.25,
2012-07,0.15,
2012-08,0.09,
2012-09,0.06,
2012-10,0.02,
2012-11,0.01,
2012-12,0.01,
2013-01,0.02,
2013-02,0.00,
2013-03,-0.01,
2013-04,-0.01,
2013-05,-0.01,
2013-06,-0.01,
2013-07,0.00,
2013-08,0.01,
2013-09,0.02,
2013-10,0.03,
2013-11,0.04,
2013-12,0.05,
2014-01,0.05,
2014-02,0.05,
2014-03,0.07,
2014-04,0.08,
2014-05,0.08,
2014-06,0.08,
2014-07,0.07,
2014-08,0.06,
2014-09,0.05,
2014-10,0.04,
2014-11,0.03,
2014-12,0.02,
2015-01,0.00,
"","General: Moving averages from end-of-month levels; calculated from end-of-month levels of 12 months in the case of a residual maturity of one year; end-of-month levels of 24 months in the case of a residual maturity of two years, ... , end-of-months levels of 120 months in the case of a residual maturity of ten years; this includes the end-of-month-level of the reporting month and the end-of-month-levels of the preceding months.",
