"",BBK01.OUC249,BBK01.OUC249_FLAGS
"",Time deposits of resident households / for up and including 1 year / Big banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:19:56,
1999-01,20.784,
1999-02,20.284,
1999-03,19.670,
1999-04,18.583,
1999-05,18.524,
1999-06,17.804,
1999-07,17.930,
1999-08,18.214,
1999-09,14.017,
1999-10,14.099,
1999-11,14.509,
1999-12,15.274,
2000-01,14.764,
2000-02,14.578,
2000-03,14.767,
2000-04,14.879,
2000-05,15.886,
2000-06,15.715,
2000-07,16.084,
2000-08,16.474,
2000-09,16.384,
2000-10,16.719,
2000-11,16.836,
2000-12,17.250,
2001-01,17.552,
2001-02,17.079,
2001-03,17.582,
2001-04,17.646,
2001-05,18.190,
2001-06,18.007,
2001-07,18.367,
2001-08,18.932,
2001-09,18.751,
2001-10,18.580,
2001-11,19.098,
2001-12,19.129,
2002-01,18.629,
2002-02,18.377,
2002-03,18.441,
2002-04,18.113,
2002-05,17.846,
2002-06,17.606,
2002-07,17.875,
2002-08,18.014,
2002-09,17.815,
2002-10,17.930,
2002-11,17.336,
2002-12,17.668,
2003-01,17.564,
2003-02,16.563,
2003-03,15.655,
2003-04,15.051,
2003-05,14.854,
2003-06,13.880,
2003-07,13.456,
2003-08,13.133,
2003-09,12.585,
2003-10,12.360,
2003-11,11.898,
2003-12,11.536,
2004-01,11.477,
2004-02,11.307,
2004-03,10.957,
2004-04,10.464,
2004-05,10.459,
2004-06,10.357,
2004-07,10.232,
2004-08,10.303,
2004-09,10.320,
2004-10,10.453,
2004-11,10.355,
2004-12,14.186,
2005-01,13.446,
2005-02,13.060,
2005-03,13.108,
2005-04,13.069,
2005-05,13.127,
2005-06,12.943,
2005-07,12.664,
2005-08,12.593,
2005-09,12.595,
2005-10,12.671,
2005-11,12.643,
2005-12,13.153,
2006-01,13.147,
2006-02,13.028,
2006-03,13.681,
2006-04,13.852,
2006-05,14.205,
2006-06,14.772,
2006-07,15.259,
2006-08,16.019,
2006-09,16.395,
2006-10,16.754,
2006-11,17.220,
2006-12,18.442,
2007-01,18.941,
2007-02,18.803,
2007-03,19.699,
2007-04,19.812,
2007-05,20.529,
2007-06,21.343,
2007-07,22.344,
2007-08,24.746,
2007-09,26.493,
2007-10,27.787,
2007-11,28.363,
2007-12,31.728,
2008-01,32.752,
2008-02,32.248,
2008-03,33.361,
2008-04,34.682,
2008-05,35.499,
2008-06,35.574,
2008-07,38.148,
2008-08,40.763,
2008-09,41.445,
2008-10,43.985,
2008-11,41.871,
2008-12,40.058,
2009-01,34.886,
2009-02,31.600,
2009-03,29.127,
2009-04,28.203,
2009-05,27.489,
2009-06,26.404,
2009-07,25.896,
2009-08,22.585,
2009-09,21.216,
2009-10,19.538,
2009-11,18.055,
2009-12,16.793,
2010-01,13.741,
2010-02,12.389,
2010-03,11.424,
2010-04,11.459,
2010-05,10.599,
2010-06,10.761,
2010-07,9.732,
2010-08,9.347,
2010-09,9.103,
2010-10,8.741,
2010-11,8.623,
2010-12,7.580,
2011-01,7.870,
2011-02,8.824,
2011-03,9.051,
2011-04,9.453,
2011-05,9.786,
2011-06,10.230,
2011-07,10.446,
2011-08,9.329,
2011-09,8.551,
2011-10,8.613,
2011-11,8.878,
2011-12,8.908,
2012-01,8.858,
2012-02,8.678,
2012-03,8.569,
2012-04,8.449,
2012-05,8.933,
2012-06,8.730,
2012-07,8.370,
2012-08,8.144,
2012-09,7.848,
2012-10,7.388,
2012-11,6.739,
2012-12,6.175,
2013-01,5.716,
2013-02,5.391,
2013-03,5.089,
2013-04,5.191,
2013-05,5.268,
2013-06,5.250,
2013-07,5.344,
2013-08,5.290,
2013-09,5.273,
2013-10,5.156,
2013-11,5.154,
2013-12,5.111,
2014-01,5.301,
2014-02,5.406,
2014-03,5.458,
2014-04,5.381,
2014-05,5.368,
2014-06,5.551,
2014-07,5.904,
2014-08,5.866,
2014-09,5.821,
2014-10,6.011,
2014-11,5.959,
2014-12,7.714,Provisional value
