"",BBK01.WZ3089,BBK01.WZ3089_FLAGS
"","Yields, derived from the term structure of interest rates, on Pfandbriefe with annual coupon payments / residual maturity of 12.0 years / end of month",
unit,Prozent (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-02 10:10:57,
2000-01,6.08,
2000-02,5.95,
2000-03,5.89,
2000-04,6.05,
2000-05,5.96,
2000-06,5.99,
2000-07,6.00,
2000-08,6.05,
2000-09,6.03,
2000-10,5.97,
2000-11,5.77,
2000-12,5.62,
2001-01,5.56,
2001-02,5.51,
2001-03,5.58,
2001-04,5.71,
2001-05,5.71,
2001-06,5.69,
2001-07,5.54,
2001-08,5.52,
2001-09,5.32,
2001-10,5.13,
2001-11,5.31,
2001-12,5.41,
2002-01,5.43,
2002-02,5.59,
2002-03,5.63,
2002-04,5.62,
2002-05,5.51,
2002-06,5.40,
2002-07,5.20,
2002-08,5.02,
2002-09,4.95,
2002-10,5.08,
2002-11,4.92,
2002-12,4.76,
2003-01,4.58,
2003-02,4.59,
2003-03,4.74,
2003-04,4.46,
2003-05,4.24,
2003-06,4.45,
2003-07,4.65,
2003-08,4.66,
2003-09,4.67,
2003-10,4.80,
2003-11,4.77,
2003-12,4.67,
2004-01,4.72,
2004-02,4.55,
2004-03,4.50,
2004-04,4.68,
2004-05,4.73,
2004-06,4.61,
2004-07,4.70,
2004-08,4.55,
2004-09,4.49,
2004-10,4.39,
2004-11,4.28,
2004-12,4.15,
2005-01,4.00,
2005-02,4.10,
2005-03,4.07,
2005-04,3.86,
2005-05,3.80,
2005-06,3.64,
2005-07,3.67,
2005-08,3.59,
2005-09,3.55,
2005-10,3.79,
2005-11,3.83,
2005-12,3.78,
2006-01,3.85,
2006-02,3.88,
2006-03,4.12,
2006-04,4.32,
2006-05,4.27,
2006-06,4.40,
2006-07,4.30,
2006-08,4.26,
2006-09,4.14,
2006-10,4.14,
2006-11,4.09,
2006-12,4.13,
2007-01,4.42,
2007-02,4.28,
2007-03,4.38,
2007-04,4.52,
2007-05,4.69,
2007-06,4.88,
2007-07,4.80,
2007-08,4.68,
2007-09,4.76,
2007-10,4.65,
2007-11,4.68,
2007-12,4.85,
2008-01,4.61,
2008-02,4.62,
2008-03,4.63,
2008-04,4.79,
2008-05,4.94,
2008-06,5.08,
2008-07,5.04,
2008-08,4.85,
2008-09,4.86,
2008-10,4.66,
2008-11,4.39,
2008-12,4.28,
2009-01,4.43,
2009-02,4.34,
2009-03,4.36,
2009-04,4.40,
2009-05,4.61,
2009-06,4.46,
2009-07,4.36,
2009-08,4.19,
2009-09,4.17,
2009-10,4.19,
2009-11,4.11,
2009-12,4.19,
2010-01,4.12,
2010-02,3.97,
2010-03,3.93,
2010-04,3.84,
2010-05,3.67,
2010-06,3.64,
2010-07,3.68,
2010-08,3.13,
2010-09,3.33,
2010-10,3.56,
2010-11,3.77,
2010-12,3.95,
2011-01,4.04,
2011-02,4.08,
2011-03,4.21,
2011-04,4.20,
2011-05,4.00,
2011-06,4.07,
2011-07,3.90,
2011-08,3.69,
2011-09,3.50,
2011-10,3.66,
2011-11,3.73,
2011-12,3.44,
2012-01,3.36,
2012-02,3.29,
2012-03,3.35,
2012-04,3.27,
2012-05,2.70,
2012-06,3.02,
2012-07,2.78,
2012-08,2.65,
2012-09,2.52,
2012-10,2.75,
2012-11,2.69,
2012-12,2.41,
2013-01,2.58,
2013-02,2.64,
2013-03,2.61,
2013-04,2.30,
2013-05,2.47,
2013-06,2.67,
2013-07,2.55,
2013-08,2.80,
2013-09,2.74,
2013-10,2.67,
2013-11,2.66,
2013-12,2.79,
2014-01,2.56,
2014-02,2.43,
2014-03,2.39,
2014-04,2.31,
2014-05,2.08,
2014-06,1.91,
2014-07,1.81,
2014-08,1.51,
2014-09,1.58,
2014-10,1.44,
2014-11,1.25,
2014-12,1.14,
2015-01,1.00,
