"",BBK01.BU1128,BBK01.BU1128_FLAGS
1965-05,-,Nothing exists
1965-06,-,Nothing exists
1965-07,-,Nothing exists
1965-08,-,Nothing exists
1965-09,-,Nothing exists
1965-10,-,Nothing exists
1965-11,-,Nothing exists
1965-12,514.3,
1966-01,514.9,
1966-02,516.6,
1966-03,516.8,
1966-04,504.4,
1966-05,505.5,
1966-06,505.9,
1966-07,507.3,
1966-08,507.9,
1966-09,508.5,
1966-10,509.1,
1966-11,509.5,
1966-12,509.8,
1967-01,510.4,
1967-02,510.9,
1967-03,511.2,
1967-04,498.7,
1967-05,499.1,
1967-06,499.3,
1967-07,495.0,
1967-08,495.7,
1967-09,496.5,
1967-10,496.7,
1967-11,497.1,
1967-12,497.3,
1968-01,497.7,
1968-02,498.1,
1968-03,498.2,
1968-04,471.6,
1968-05,475.0,
1968-06,475.1,
1968-07,471.3,
1968-08,471.4,
1968-09,471.8,
1968-10,472.5,
1968-11,472.8,
1968-12,473.3,
1969-01,473.7,
1969-02,474.2,
1969-03,474.3,
1969-04,460.7,
1969-05,461.3,
1969-06,461.5,
1969-07,461.9,
1969-08,462.2,
1969-09,462.4,
1969-10,462.6,
1969-11,462.8,
1969-12,462.4,
1970-01,462.4,
1970-02,462.9,
1970-03,462.9,
1970-04,450.6,
1970-05,450.5,
1970-06,450.4,
1970-07,435.3,
1970-08,435.5,
1970-09,435.4,
1970-10,436.2,
1970-11,436.1,
1970-12,442.2,
1971-01,442.5,
1971-02,442.4,
1971-03,442.4,
1971-04,414.8,
1971-05,414.8,
1971-06,414.7,
1971-07,404.5,
1971-08,404.5,
1971-09,404.4,
1971-10,404.6,
1971-11,405.4,
1971-12,405.4,
1972-01,405.5,
1972-02,405.8,
1972-03,406.0,
1972-04,391.9,
1972-05,392.0,
1972-06,391.6,
1972-07,387.2,
1972-08,387.2,
1972-09,387.4,
1972-10,387.3,
1972-11,394.0,
1972-12,394.3,
1973-01,394.2,
1973-02,394.8,
1973-03,395.4,
1973-04,367.7,
1973-05,367.5,
1973-06,368.1,
1973-07,362.7,
1973-08,362.9,
1973-09,362.9,
1973-10,363.0,
1973-11,363.5,
1973-12,363.4,
1974-01,363.2,
1974-02,363.5,
1974-03,363.4,
1974-04,332.8,
1974-05,332.5,
1974-06,332.2,
1974-07,322.2,
1974-08,321.3,
1974-09,321.6,
1974-10,321.7,
1974-11,321.9,
1974-12,321.4,
1975-01,321.8,
1975-02,322.5,
1975-03,322.8,
1975-04,279.3,
1975-05,279.4,
1975-06,278.8,
1975-07,271.3,
1975-08,271.0,
1975-09,268.5,
1975-10,268.5,
1975-11,267.9,
1975-12,267.7,
1976-01,267.1,
1976-02,267.1,
1976-03,267.8,
1976-04,239.7,
1976-05,239.8,
1976-06,239.8,
1976-07,235.0,
1976-08,235.1,
1976-09,236.3,
1976-10,236.7,
1976-11,237.0,
1976-12,236.6,
1977-01,236.1,
1977-02,235.7,
1977-03,236.2,
1977-04,207.6,
1977-05,207.7,
1977-06,207.6,
1977-07,203.6,
1977-08,203.5,
1977-09,203.5,
1977-10,203.4,
1977-11,202.9,
1977-12,202.7,
1978-01,203.2,
1978-02,204.5,
1978-03,205.0,
1978-04,176.4,
1978-05,176.4,
1978-06,174.7,
1978-07,172.6,
1978-08,172.5,
1978-09,172.5,
1978-10,173.0,
1978-11,173.1,
1978-12,172.9,
1979-01,172.1,
1979-02,172.6,
1979-03,171.9,
1979-04,143.3,
1979-05,143.0,
1979-06,139.7,
1979-07,138.7,
1979-08,139.2,
1979-09,139.1,
1979-10,138.2,
1979-11,137.9,
1979-12,137.6,
1980-01,137.6,
1980-02,137.8,
1980-03,137.6,
1980-04,109.8,
1980-05,110.0,
1980-06,110.2,
1980-07,110.0,
1980-08,110.0,
1980-09,110.0,
1980-10,109.9,
1980-11,109.9,
1980-12,109.5,
1981-01,109.5,
1981-02,107.5,
1981-03,107.6,
1981-04,80.2,
1981-05,79.6,
1981-06,79.6,
1981-07,79.3,
1981-08,79.1,
1981-09,78.7,
1981-10,79.0,
1981-11,78.9,
1981-12,77.7,
1982-01,77.3,
1982-02,77.4,
1982-03,77.3,
1982-04,51.6,
1982-05,51.5,
1982-06,50.9,
1982-07,50.8,
1982-08,50.8,
1982-09,50.6,
1982-10,50.4,
1982-11,50.4,
1982-12,50.5,
1983-01,50.5,
1983-02,50.5,
1983-03,50.4,
1983-04,25.1,
1983-05,25.2,
1983-06,25.1,
1983-07,25.1,
1983-08,25.1,
1983-09,25.1,
1983-10,25.1,
1983-11,25.1,
1983-12,25.1,
1984-01,25.1,
1984-02,25.0,
1984-03,25.0,
1984-04,0.3,
1984-05,0.3,
1984-06,0.3,
1984-07,0.3,
1984-08,0.3,
1984-09,0.3,
1984-10,0.3,
1984-11,0.3,
1984-12,0.3,
1985-01,0.3,
1985-02,0.3,
1985-03,0.3,
1985-04,0.3,
1985-05,0.3,
1985-06,0.2,
1985-07,0.2,
1985-08,0.2,
1985-09,0.2,
1985-10,0.2,
1985-11,0.2,
1985-12,0.2,
1986-01,0.2,
1986-02,0.2,
1986-03,0.2,
1986-04,0.2,
1986-05,0.2,
1986-06,0.2,
1986-07,0.2,
1986-08,0.2,
1986-09,0.2,
1986-10,0.3,
1986-11,0.3,
1986-12,0.3,
1987-01,0.3,
1987-02,0.3,
1987-03,0.3,
1987-04,0.3,
1987-05,0.3,
1987-06,0.3,
1987-07,0.3,
1987-08,0.3,
1987-09,0.3,
1987-10,0.3,
1987-11,0.3,
1987-12,0.3,
1988-01,0.3,
1988-02,0.3,
1988-03,0.3,
1988-04,0.3,
1988-05,0.3,
1988-06,0.3,
1988-07,0.3,
1988-08,0.3,
1988-09,0.3,
1988-10,0.3,
1988-11,0.3,
1988-12,0.3,
1989-01,0.3,
1989-02,0.3,
1989-03,0.3,
1989-04,0.3,
1989-05,0.3,
1989-06,0.3,
1989-07,0.3,
1989-08,0.3,
1989-09,0.3,
1989-10,0.3,
1989-11,0.3,
1989-12,0.3,
1990-01,0.3,
1990-02,0.3,
1990-03,0.3,
1990-04,0.3,
1990-05,0.3,
1990-06,0.3,
1990-07,0.3,
1990-08,0.3,
1990-09,0.3,
1990-10,0.3,
1990-11,0.3,
1990-12,0.3,
1991-01,0.3,
1991-02,0.3,
1991-03,0.3,
1991-04,0.3,
1991-05,0.3,
1991-06,0.3,
1991-07,0.3,
1991-08,0.3,
1991-09,0.3,
1991-10,0.3,
1991-11,0.3,
1991-12,0.3,
1992-01,0.3,
1992-02,0.3,
1992-03,0.3,
1992-04,0.3,
1992-05,0.3,
1992-06,0.3,
1992-07,0.3,
1992-08,0.3,
1992-09,0.3,
1992-10,0.3,
1992-11,0.3,
1992-12,0.3,
1993-01,0.3,
1993-02,0.3,
1993-03,0.3,
1993-04,0.3,
1993-05,0.3,
1993-06,0.3,
1993-07,0.3,
1993-08,0.3,
1993-09,0.3,
1993-10,0.3,
1993-11,0.3,
1993-12,0.3,
1994-01,0.3,
1994-02,0.3,
1994-03,0.3,
1994-04,0.3,
1994-05,0.3,
1994-06,0.3,
1994-07,0.3,
1994-08,0.3,
1994-09,0.3,
1994-10,0.3,
1994-11,0.3,
1994-12,0.3,
1995-01,0.3,
1995-02,0.3,
1995-03,0.3,
1995-04,0.3,
1995-05,0.3,
1995-06,0.3,
1995-07,0.3,
1995-08,0.3,
1995-09,0.3,
1995-10,0.3,
1995-11,0.3,
1995-12,0.2,
1996-01,0.2,
1996-02,0.2,
1996-03,0.2,
1996-04,0.2,
1996-05,0.2,
1996-06,0.2,
1996-07,0.2,
1996-08,0.2,
1996-09,0.2,
1996-10,0.2,
1996-11,0.2,
1996-12,0.2,
1997-01,0.2,
1997-02,0.2,
1997-03,0.2,
1997-04,0.2,
1997-05,0.2,
1997-06,0.2,
1997-07,0.2,
1997-08,0.2,
1997-09,0.2,
1997-10,0.2,
1997-11,0.2,
1997-12,0.2,
1998-01,0.2,
1998-02,0.2,
1998-03,0.2,
1998-04,0.2,
1998-05,0.2,
1998-06,0.2,
1998-07,0.2,
1998-08,0.2,
1998-09,0.2,
1998-10,0.2,
1998-11,0.2,
1998-12,0.2,
1999-01,0.2,
1999-02,0.2,
1999-03,0.2,
1999-04,0.2,
1999-05,0.2,
1999-06,0.2,
1999-07,0.2,
1999-08,0.2,
1999-09,0.2,
1999-10,0.2,
1999-11,0.2,
1999-12,0.2,
2000-01,0.2,
2000-02,0.2,
2000-03,0.2,
2000-04,0.2,
2000-05,0.2,
2000-06,0.2,
2000-07,0.2,
2000-08,0.2,
2000-09,0.2,
2000-10,0.2,
2000-11,0.2,
2000-12,0.2,
2001-01,0.2,
2001-02,0.2,
2001-03,0.2,
2001-04,0.2,
2001-05,0.2,
2001-06,0.2,
2001-07,0.2,
2001-08,0.2,
2001-09,0.2,
2001-10,0.2,
2001-11,0.2,
2001-12,0.2,
2002-01,0.2,
2002-02,0.2,
2002-03,0.2,
2002-04,0.2,
2002-05,0.2,
2002-06,0.2,
2002-07,0.2,
2002-08,0.2,
2002-09,0.2,
2002-10,0.2,
2002-11,0.2,
2002-12,0.2,
2003-01,0.2,
2003-02,0.2,
2003-03,0.2,
2003-04,0.2,
2003-05,0.2,
2003-06,0.2,
2003-07,0.2,
2003-08,0.2,
2003-09,0.2,
2003-10,0.2,
2003-11,0.2,
2003-12,0.2,
2004-01,0.2,
2004-02,0.2,
2004-03,0.2,
2004-04,0.2,
2004-05,0.2,
2004-06,0.2,
2004-07,0.2,
2004-08,0.2,
2004-09,0.2,
2004-10,0.2,
2004-11,0.2,
2004-12,0.2,
2005-01,0.2,
2005-02,0.2,
2005-03,0.2,
2005-04,0.2,
2005-05,0.2,
2005-06,0.2,
2005-07,0.2,
2005-08,0.2,
2005-09,0.2,
2005-10,0.2,
2005-11,0.2,
2005-12,0.2,
2006-01,0.2,
2006-02,0.2,
2006-03,0.2,
2006-04,0.2,
2006-05,0.2,
2006-06,0.2,
2006-07,0.2,
2006-08,0.2,
2006-09,0.2,
2006-10,0.2,
2006-11,0.2,
2006-12,0.2,
2007-01,0.2,
2007-02,0.2,
2007-03,0.2,
2007-04,0.2,
2007-05,0.2,
2007-06,0.2,
2007-07,0.2,
2007-08,0.2,
2007-09,0.2,
2007-10,0.2,
2007-11,0.2,
2007-12,0.2,
2008-01,-,Nothing exists
2008-02,-,Nothing exists
2008-03,-,Nothing exists
2008-04,-,Nothing exists
2008-05,-,Nothing exists
2008-06,-,Nothing exists
2008-07,-,Nothing exists
2008-08,-,Nothing exists
2008-09,-,Nothing exists
2008-10,-,Nothing exists
2008-11,-,Nothing exists
2008-12,-,Nothing exists
2009-01,-,Nothing exists
2009-02,-,Nothing exists
2009-03,-,Nothing exists
2009-04,-,Nothing exists
2009-05,-,Nothing exists
2009-06,-,Nothing exists
2009-07,-,Nothing exists
2009-08,-,Nothing exists
2009-09,-,Nothing exists
2009-10,-,Nothing exists
2009-11,-,Nothing exists
2009-12,-,Nothing exists
2010-01,-,Nothing exists
2010-02,-,Nothing exists
2010-03,-,Nothing exists
2010-04,-,Nothing exists
2010-05,-,Nothing exists
2010-06,-,Nothing exists
2010-07,-,Nothing exists
2010-08,-,Nothing exists
2010-09,-,Nothing exists
2010-10,-,Nothing exists
2010-11,-,Nothing exists
2010-12,-,Nothing exists
2011-01,-,Nothing exists
2011-02,-,Nothing exists
2011-03,-,Nothing exists
2011-04,-,Nothing exists
2011-05,-,Nothing exists
2011-06,-,Nothing exists
2011-07,-,Nothing exists
2011-08,-,Nothing exists
2011-09,-,Nothing exists
2011-10,-,Nothing exists
2011-11,-,Nothing exists
2011-12,-,Nothing exists
2012-01,-,Nothing exists
2012-02,-,Nothing exists
2012-03,-,Nothing exists
2012-04,-,Nothing exists
2012-05,-,Nothing exists
2012-06,-,Nothing exists
2012-07,-,Nothing exists
2012-08,-,Nothing exists
2012-09,-,Nothing exists
2012-10,-,Nothing exists
2012-11,-,Nothing exists
2012-12,-,Nothing exists
2013-01,-,Nothing exists
2013-02,-,Nothing exists
2013-03,-,Nothing exists
2013-04,-,Nothing exists
2013-05,-,Nothing exists
2013-06,-,Nothing exists
2013-07,-,Nothing exists
2013-08,-,Nothing exists
2013-09,-,Nothing exists
2013-10,-,Nothing exists
2013-11,-,Nothing exists
2013-12,-,Nothing exists
2014-01,-,Nothing exists
2014-02,-,Nothing exists
2014-03,-,Nothing exists
2014-04,-,Nothing exists
2014-05,-,Nothing exists
2014-06,-,Nothing exists
2014-07,-,Nothing exists
2014-08,-,Nothing exists
2014-09,-,Nothing exists
2014-10,-,Nothing exists
2014-11,-,Nothing exists
