"",BBK01.OXA8H2,BBK01.OXA8H2_FLAGS
"",Long-term loans (including bills of exchange) to domestic households - Housing loans,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:15:00,
2002-12,875.743,
2003-01,871.363,
2003-02,872.969,
2003-03,879.611,
2003-04,879.864,
2003-05,881.831,
2003-06,881.368,
2003-07,882.881,
2003-08,884.725,
2003-09,886.027,
2003-10,889.470,
2003-11,891.496,
2003-12,893.265,
2004-01,892.998,
2004-02,891.970,
2004-03,888.312,
2004-04,889.336,
2004-05,890.465,
2004-06,894.084,
2004-07,896.483,
2004-08,898.582,
2004-09,902.347,
2004-10,902.946,
2004-11,904.155,
2004-12,905.219,
2005-01,903.640,
2005-02,903.363,
2005-03,903.301,
2005-04,904.974,
2005-05,905.931,
2005-06,907.369,
2005-07,910.089,
2005-08,912.043,
2005-09,914.039,
2005-10,915.843,
2005-11,918.445,
2005-12,920.337,
2006-01,927.798,
2006-02,928.496,
2006-03,928.840,
2006-04,929.514,
2006-05,929.579,
2006-06,930.609,
2006-07,932.024,
2006-08,933.945,
2006-09,935.689,
2006-10,936.437,
2006-11,937.484,
2006-12,937.122,
2007-01,934.728,
2007-02,934.213,
2007-03,933.713,
2007-04,932.527,
2007-05,931.740,
2007-06,932.379,
2007-07,931.730,
2007-08,932.453,
2007-09,933.129,
2007-10,932.344,
2007-11,932.823,
2007-12,931.489,
2008-01,929.592,
2008-02,929.126,
2008-03,927.767,
2008-04,927.410,
2008-05,927.778,
2008-06,927.628,
2008-07,928.480,
2008-08,929.132,
2008-09,929.121,
2008-10,928.936,
2008-11,929.173,
2008-12,926.588,
2009-01,924.076,
2009-02,923.332,
2009-03,919.768,
2009-04,920.701,
2009-05,921.029,
2009-06,920.702,
2009-07,921.612,
2009-08,924.344,
2009-09,925.310,
2009-10,926.957,
2009-11,927.911,
2009-12,927.476,
2010-01,925.297,
2010-02,924.322,
2010-03,924.486,
2010-04,925.052,
2010-05,925.315,
2010-06,925.973,
2010-07,927.769,
2010-08,928.851,
2010-09,930.020,
2010-10,931.546,
2010-11,933.096,
2010-12,932.875,
2011-01,931.245,
2011-02,931.673,
2011-03,931.607,
2011-04,931.929,
2011-05,933.406,
2011-06,934.576,
2011-07,936.117,
2011-08,937.378,
2011-09,939.093,
2011-10,940.298,
2011-11,942.342,
2011-12,942.685,
2012-01,941.443,
2012-02,941.519,
2012-03,942.408,
2012-04,941.447,
2012-05,943.005,
2012-06,945.162,
2012-07,946.816,
2012-08,949.780,
2012-09,952.451,
2012-10,955.709,
2012-11,959.649,
2012-12,960.620,
2013-01,959.980,
2013-02,960.978,
2013-03,962.377,
2013-04,963.323,
2013-05,965.387,
2013-06,967.688,
2013-07,970.588,
2013-08,974.260,
2013-09,976.033,
2013-10,978.565,
2013-11,981.474,
2013-12,980.863,
2014-01,979.309,
2014-02,981.424,
2014-03,982.183,
2014-04,983.927,
2014-05,986.750,
2014-06,988.490,
2014-07,991.793,
2014-08,996.267,
2014-09,998.830,
2014-10,1002.533,
2014-11,1005.910,
2014-12,1006.969,Provisional value
