"",BBK01.BQ2929,BBK01.BQ2929_FLAGS
"","Central, state and local government - budgetary accounts (Germany as a whole) - financial transactions (expenditure)",
unit,euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-16 16:35:09,
1999-01,3001,
1999-04,3103,
1999-07,3463,
1999-10,4836,
2000-01,3519,
2000-04,3216,
2000-07,3891,
2000-10,4393,
2001-01,3797,
2001-04,2578,
2001-07,3945,
2001-10,6067,
2002-01,2491,
2002-04,2427,
2002-07,2242,
2002-10,3376,
2003-01,2364,
2003-04,2503,
2003-07,1920,
2003-10,3026,
2004-01,2505,
2004-04,2079,
2004-07,1923,
2004-10,2597,
2005-01,3069,
2005-04,2393,
2005-07,2467,
2005-10,6034,
2006-01,2918,
2006-04,2457,
2006-07,2557,Provisional value
2006-10,3516,Provisional value
2007-01,3360,Provisional value
2007-04,2452,Provisional value
2007-07,1632,Provisional value
2007-10,1906,Provisional value
2008-01,1961,Provisional value
2008-04,1690,Provisional value
2008-07,1547,Provisional value
2008-10,13286,Provisional value
2009-01,10048,Provisional value
2009-04,16892,Provisional value
2009-07,4469,Provisional value
2009-10,6441,Provisional value
2010-01,4948,Provisional value
2010-04,6152,Provisional value
2010-07,3435,Provisional value
2010-10,3400,Provisional value
2011-01,4590,Provisional value
2011-04,8693,Provisional value
2011-07,4533,Provisional value
2011-10,4974,Provisional value
2012-01,3410,Provisional value
2012-04,3209,Provisional value
2012-07,3943,Provisional value
2012-10,14809,Provisional value
2013-01,2879,Provisional value
2013-04,7974,Provisional value
2013-07,3211,Provisional value
2013-10,8339,Provisional value
2014-01,2251,Provisional value
2014-04,8234,Provisional value
"",General: For Germany as a whole (excluding hospitals with commercial accounting practices),
"",Methodology: Acquisition of participating interests and loans granted,
