"",BBK01.OUK368,BBK01.OUK368_FLAGS
"",Loans to foreign enterprises and households / Total / Regional institutions of credit cooperatives,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:00:11,
1999-01,3.230,
1999-02,3.597,
1999-03,3.291,
1999-04,3.689,
1999-05,4.114,
1999-06,4.555,
1999-07,4.246,
1999-08,4.267,
1999-09,4.509,
1999-10,4.892,
1999-11,5.072,
1999-12,5.175,
2000-01,5.279,
2000-02,5.196,
2000-03,5.242,
2000-04,5.509,
2000-05,5.806,
2000-06,5.209,
2000-07,5.332,
2000-08,5.800,
2000-09,6.407,
2000-10,6.905,
2000-11,7.459,
2000-12,7.311,
2001-01,6.720,
2001-02,7.272,
2001-03,7.617,
2001-04,7.654,
2001-05,8.068,
2001-06,8.205,
2001-07,7.957,
2001-08,7.908,
2001-09,9.150,
2001-10,8.714,
2001-11,8.081,
2001-12,7.979,
2002-01,7.875,
2002-02,7.837,
2002-03,5.544,
2002-04,5.814,
2002-05,5.519,
2002-06,5.392,
2002-07,5.323,
2002-08,5.309,
2002-09,4.982,
2002-10,5.060,
2002-11,5.064,
2002-12,4.849,
2003-01,4.510,
2003-02,4.894,
2003-03,4.724,
2003-04,4.567,
2003-05,4.587,
2003-06,4.630,
2003-07,4.655,
2003-08,4.440,
2003-09,4.442,
2003-10,4.716,
2003-11,4.373,
2003-12,4.120,
2004-01,4.154,
2004-02,4.235,
2004-03,4.156,
2004-04,4.412,
2004-05,4.437,
2004-06,5.663,
2004-07,5.816,
2004-08,6.162,
2004-09,6.119,
2004-10,6.535,
2004-11,7.265,
2004-12,5.230,
2005-01,6.190,
2005-02,5.899,
2005-03,7.150,
2005-04,7.982,
2005-05,8.699,
2005-06,9.574,
2005-07,9.092,
2005-08,7.960,
2005-09,8.257,
2005-10,8.372,
2005-11,8.731,
2005-12,8.256,
2006-01,9.638,
2006-02,9.785,
2006-03,9.799,
2006-04,9.924,
2006-05,10.988,
2006-06,11.000,
2006-07,9.896,
2006-08,10.290,
2006-09,7.431,
2006-10,8.248,
2006-11,9.110,
2006-12,4.692,
2007-01,4.693,
2007-02,4.807,
2007-03,5.000,
2007-04,5.370,
2007-05,5.531,
2007-06,6.281,
2007-07,6.363,
2007-08,8.705,
2007-09,10.184,
2007-10,11.846,
2007-11,11.721,
2007-12,13.158,
2008-01,14.151,
2008-02,14.148,
2008-03,14.631,
2008-04,14.215,
2008-05,15.110,
2008-06,14.597,
2008-07,15.290,
2008-08,15.630,
2008-09,15.143,
2008-10,15.923,
2008-11,13.435,
2008-12,13.389,
2009-01,12.663,
2009-02,12.558,
2009-03,11.416,
2009-04,11.890,
2009-05,11.443,
2009-06,14.935,
2009-07,10.893,
2009-08,9.902,
2009-09,10.313,
2009-10,10.733,
2009-11,11.023,
2009-12,10.377,
2010-01,9.841,
2010-02,9.891,
2010-03,9.608,
2010-04,8.997,
2010-05,9.082,
2010-06,8.926,
2010-07,8.271,
2010-08,8.793,
2010-09,8.343,
2010-10,8.041,
2010-11,8.735,
2010-12,7.995,
2011-01,8.256,
2011-02,8.180,
2011-03,8.008,
2011-04,7.529,
2011-05,8.334,
2011-06,8.263,
2011-07,8.319,
2011-08,8.037,
2011-09,7.501,
2011-10,7.838,
2011-11,7.979,
2011-12,7.918,
2012-01,6.987,
2012-02,6.890,
2012-03,6.916,
2012-04,6.949,
2012-05,7.080,
2012-06,7.401,
2012-07,7.876,
2012-08,7.901,
2012-09,7.922,
2012-10,8.761,
2012-11,8.542,
2012-12,8.365,
2013-01,7.695,
2013-02,8.276,
2013-03,9.106,
2013-04,8.570,
2013-05,8.187,
2013-06,8.576,
2013-07,8.293,
2013-08,8.403,
2013-09,9.551,
2013-10,9.403,
2013-11,9.208,
2013-12,8.977,
2014-01,10.465,
2014-02,10.491,
2014-03,10.384,
2014-04,9.483,
2014-05,9.959,
2014-06,10.427,
2014-07,10.324,
2014-08,10.215,
2014-09,8.886,
2014-10,8.341,
2014-11,7.142,
2014-12,6.978,Provisional value
