"",BBK01.TZ4963,BBK01.TZ4963_FLAGS
"",Credit to general government / Euro area / All maturities / German contribution / Financial transactions (flows) / Seasonally adjusted,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-27 09:16:18,
1999-01,-1.5,
1999-02,4.7,
1999-03,0.7,
1999-04,4.0,
1999-05,14.3,
1999-06,-5.3,
1999-07,-0.7,
1999-08,1.9,
1999-09,14.9,
1999-10,8.4,
1999-11,-0.3,
1999-12,-3.1,
2000-01,6.3,
2000-02,0.5,
2000-03,-5.8,
2000-04,0.5,
2000-05,-3.5,
2000-06,-2.2,
2000-07,-5.5,
2000-08,1.2,
2000-09,-6.0,
2000-10,-0.4,
2000-11,-2.4,
2000-12,7.2,
2001-01,-12.4,
2001-02,-2.3,
2001-03,1.0,
2001-04,-7.1,
2001-05,1.1,
2001-06,2.5,
2001-07,6.1,
2001-08,-0.9,
2001-09,-7.2,
2001-10,-12.3,
2001-11,5.9,
2001-12,6.1,
2002-01,-5.8,
2002-02,2.5,
2002-03,-0.4,
2002-04,1.0,
2002-05,1.1,
2002-06,0.9,
2002-07,8.0,
2002-08,-5.0,
2002-09,8.5,
2002-10,-7.9,
2002-11,1.7,
2002-12,-2.9,
2003-01,1.7,
2003-02,-3.1,
2003-03,-0.3,
2003-04,-6.0,
2003-05,-6.0,
2003-06,-5.0,
2003-07,3.4,
2003-08,-12.3,
2003-09,12.1,
2003-10,0.9,
2003-11,7.8,
2003-12,0.2,
2004-01,-7.9,
2004-02,17.9,
2004-03,16.5,
2004-04,-10.3,
2004-05,-3.6,
2004-06,15.1,
2004-07,5.0,
2004-08,4.8,
2004-09,1.9,
2004-10,5.6,
2004-11,-6.8,
2004-12,-2.0,
2005-01,0.2,
2005-02,1.6,
2005-03,8.2,
2005-04,7.2,
2005-05,-9.8,
2005-06,-6.8,
2005-07,-4.4,
2005-08,4.0,
2005-09,-5.5,
2005-10,-7.1,
2005-11,1.3,
2005-12,5.7,
2006-01,-5.3,
2006-02,-8.4,
2006-03,1.3,
2006-04,-5.2,
2006-05,3.2,
2006-06,-4.7,
2006-07,-6.6,
2006-08,-4.6,
2006-09,-3.6,
2006-10,-1.2,
2006-11,6.3,
2006-12,-8.4,
2007-01,-1.5,
2007-02,-3.9,
2007-03,-4.3,
2007-04,-5.4,
2007-05,0.1,
2007-06,-6.8,
2007-07,-4.8,
2007-08,-14.6,
2007-09,-4.9,
2007-10,-9.1,
2007-11,-6.9,
2007-12,2.5,
2008-01,-10.7,
2008-02,8.7,
2008-03,0.6,
2008-04,5.2,
2008-05,-6.9,
2008-06,-5.5,
2008-07,-8.3,
2008-08,-1.9,
2008-09,-13.8,
2008-10,-2.7,
2008-11,-4.8,
2008-12,6.2,
2009-01,-2.3,
2009-02,0.6,
2009-03,-3.9,
2009-04,2.8,
2009-05,0.4,
2009-06,5.9,
2009-07,10.3,
2009-08,-6.0,
2009-09,6.3,
2009-10,13.0,
2009-11,-7.1,
2009-12,1.1,
2010-01,2.9,
2010-02,5.3,
2010-03,7.5,
2010-04,0.0,
2010-05,18.2,
2010-06,31.2,
2010-07,-6.8,
2010-08,4.8,
2010-09,10.0,
2010-10,104.7,
2010-11,7.1,
2010-12,-21.4,
2011-01,1.6,
2011-02,-11.2,
2011-03,-10.4,
2011-04,-12.5,
2011-05,-8.5,
2011-06,-4.6,
2011-07,-4.8,
2011-08,5.9,
2011-09,4.4,
2011-10,-4.3,
2011-11,-0.3,
2011-12,4.1,
2012-01,3.2,
2012-02,2.3,
2012-03,3.2,
2012-04,-2.4,
2012-05,-6.3,
2012-06,22.3,
2012-07,-11.3,
2012-08,-1.2,
2012-09,5.8,
2012-10,1.8,
2012-11,-0.7,
2012-12,-6.9,
2013-01,-6.7,
2013-02,-4.4,
2013-03,-0.5,
2013-04,5.9,
2013-05,-9.0,
2013-06,0.9,
2013-07,2.6,
2013-08,-0.5,
2013-09,-5.9,
2013-10,1.0,
2013-11,-2.4,
2013-12,3.3,
2014-01,-1.5,
2014-02,2.8,
2014-03,-1.0,
2014-04,-2.9,
2014-05,4.6,
2014-06,-3.7,
2014-07,-0.4,
2014-08,-3.5,
2014-09,3.9,
2014-10,-0.2,
2014-11,-0.5,
2014-12,-4.9,Provisional value
2015-01,8.6,
