"",BBK01.CEB620,BBK01.CEB620_FLAGS
"",Insurance technical reserves debtor: Domestic financial corporations                   creditor: All sectors,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:18:45,
1991-01,434.8,
1991-04,436.8,
1991-07,449.1,
1991-10,453.6,
1992-01,474.1,
1992-04,483.1,
1992-07,491.1,
1992-10,494.3,
1993-01,507.2,
1993-04,523.4,
1993-07,534.1,
1993-10,543.0,
1994-01,552.0,
1994-04,574.9,
1994-07,586.6,
1994-10,592.9,
1995-01,624.9,
1995-04,636.9,
1995-07,651.3,
1995-10,662.3,
1996-01,692.1,
1996-04,704.4,
1996-07,716.6,
1996-10,724.3,
1997-01,755.3,
1997-04,768.2,
1997-07,783.4,
1997-10,787.4,
1998-01,815.5,
1998-04,833.3,
1998-07,845.6,
1998-10,855.8,
1999-01,877.9,
1999-04,892.0,
1999-07,908.3,
1999-10,929.2,
2000-01,953.7,
2000-04,967.5,
2000-07,982.8,
2000-10,993.3,
2001-01,1017.2,
2001-04,1030.3,
2001-07,1048.9,
2001-10,1062.6,
2002-01,1091.1,
2002-04,1104.2,
2002-07,1120.0,
2002-10,1107.3,
2003-01,1126.8,
2003-04,1140.5,
2003-07,1153.7,
2003-10,1163.2,
2004-01,1181.3,
2004-04,1191.3,
2004-07,1203.3,
2004-10,1220.7,
2005-01,1240.3,
2005-04,1251.6,
2005-07,1266.3,
2005-10,1300.2,
2006-01,1313.0,
2006-04,1326.3,
2006-07,1341.7,
2006-10,1357.4,
2007-01,1369.9,
2007-04,1380.3,
2007-07,1392.6,
2007-10,1419.4,
2008-01,1425.4,
2008-04,1431.6,
2008-07,1437.9,
2008-10,1443.5,
2009-01,1459.3,
2009-04,1476.5,
2009-07,1493.7,
2009-10,1511.5,
2010-01,1531.8,
2010-04,1552.9,
2010-07,1573.4,
2010-10,1596.9,
2011-01,1611.1,
2011-04,1624.9,
2011-07,1638.5,
2011-10,1654.7,
2012-01,1676.8,
2012-04,1696.2,
2012-07,1716.1,
2012-10,1741.1,
2013-01,1768.6,
2013-04,1789.1,
2013-07,1805.5,
2013-10,1825.5,
2014-01,1858.9,
