"",BBK01.OUL390,BBK01.OUL390_FLAGS
"",Savings bonds purchased by resident households  (including non-profit institutions) / for more than two years / Credit cooperatives,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:11:52,
1999-01,23.730,
1999-02,23.198,
1999-03,22.766,
1999-04,22.652,
1999-05,22.392,
1999-06,22.191,
1999-07,21.937,
1999-08,21.771,
1999-09,21.582,
1999-10,21.585,
1999-11,21.399,
1999-12,21.237,
2000-01,20.738,
2000-02,20.521,
2000-03,20.322,
2000-04,20.229,
2000-05,20.146,
2000-06,20.075,
2000-07,20.070,
2000-08,19.990,
2000-09,19.882,
2000-10,19.643,
2000-11,19.457,
2000-12,19.348,
2001-01,19.111,
2001-02,18.955,
2001-03,18.825,
2001-04,18.710,
2001-05,18.579,
2001-06,18.498,
2001-07,18.408,
2001-08,18.352,
2001-09,18.284,
2001-10,18.059,
2001-11,17.905,
2001-12,17.665,
2002-01,17.324,
2002-02,17.258,
2002-03,17.238,
2002-04,17.307,
2002-05,17.383,
2002-06,17.452,
2002-07,17.611,
2002-08,17.674,
2002-09,17.629,
2002-10,17.633,
2002-11,17.591,
2002-12,17.518,
2003-01,17.361,
2003-02,17.296,
2003-03,17.174,
2003-04,17.058,
2003-05,17.005,
2003-06,16.927,
2003-07,16.793,
2003-08,16.675,
2003-09,16.554,
2003-10,16.566,
2003-11,16.555,
2003-12,16.523,
2004-01,16.487,
2004-02,16.509,
2004-03,16.489,
2004-04,16.485,
2004-05,16.495,
2004-06,16.536,
2004-07,16.566,
2004-08,16.659,
2004-09,16.644,
2004-10,16.686,
2004-11,16.573,
2004-12,16.519,
2005-01,16.175,
2005-02,16.071,
2005-03,15.975,
2005-04,15.860,
2005-05,15.692,
2005-06,15.558,
2005-07,15.315,
2005-08,15.120,
2005-09,14.991,
2005-10,14.829,
2005-11,14.669,
2005-12,14.603,
2006-01,14.361,
2006-02,14.162,
2006-03,14.070,
2006-04,13.991,
2006-05,13.920,
2006-06,13.819,
2006-07,13.657,
2006-08,13.607,
2006-09,13.510,
2006-10,13.361,
2006-11,13.213,
2006-12,12.983,
2007-01,12.656,
2007-02,12.412,
2007-03,12.274,
2007-04,12.087,
2007-05,11.976,
2007-06,11.835,
2007-07,11.722,
2007-08,11.642,
2007-09,11.568,
2007-10,11.398,
2007-11,11.292,
2007-12,11.121,
2008-01,10.887,
2008-02,10.711,
2008-03,10.597,
2008-04,10.504,
2008-05,10.366,
2008-06,10.269,
2008-07,10.199,
2008-08,10.152,
2008-09,10.061,
2008-10,9.945,
2008-11,9.805,
2008-12,9.728,
2009-01,9.572,
2009-02,9.416,
2009-03,9.286,
2009-04,9.255,
2009-05,9.272,
2009-06,9.317,
2009-07,9.448,
2009-08,9.627,
2009-09,9.801,
2009-10,10.061,
2009-11,10.375,
2009-12,10.653,
2010-01,10.745,
2010-02,10.879,
2010-03,11.007,
2010-04,11.032,
2010-05,11.030,
2010-06,10.970,
2010-07,10.987,
2010-08,10.946,
2010-09,10.946,
2010-10,10.952,
2010-11,10.958,
2010-12,10.936,
2011-01,10.870,
2011-02,10.927,
2011-03,11.023,
2011-04,11.082,
2011-05,11.174,
2011-06,11.272,
2011-07,11.326,
2011-08,11.303,
2011-09,11.272,
2011-10,11.199,
2011-11,11.173,
2011-12,11.158,
2012-01,11.054,
2012-02,10.990,
2012-03,10.995,
2012-04,10.913,
2012-05,10.832,
2012-06,10.750,
2012-07,10.620,
2012-08,10.454,
2012-09,10.244,
2012-10,10.077,
2012-11,9.907,
2012-12,9.773,
2013-01,9.554,
2013-02,9.331,
2013-03,9.213,
2013-04,9.104,
2013-05,9.018,
2013-06,8.970,
2013-07,8.853,
2013-08,8.752,
2013-09,8.612,
2013-10,8.492,
2013-11,8.412,
2013-12,8.262,
2014-01,8.100,
2014-02,7.955,
2014-03,7.767,
2014-04,7.640,
2014-05,7.552,
2014-06,7.415,
2014-07,7.286,
2014-08,7.189,
2014-09,7.088,
2014-10,6.894,
2014-11,6.746,
2014-12,6.632,Provisional value
