"",BBK01.CEF602,BBK01.CEF602_FLAGS
"","Insurance, pension an standardised guarantee schemes                            debtor: Total          creditor: Domestic financial corporations",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:34:04,
1999-01,65.1,
1999-04,66.0,
1999-07,67.0,
1999-10,70.1,
2000-01,72.3,
2000-04,73.1,
2000-07,74.0,
2000-10,71.4,
2001-01,73.5,
2001-04,74.4,
2001-07,76.4,
2001-10,83.5,
2002-01,87.5,
2002-04,88.4,
2002-07,89.8,
2002-10,87.0,
2003-01,88.2,
2003-04,89.6,
2003-07,90.4,
2003-10,82.9,
2004-01,84.4,
2004-04,84.6,
2004-07,85.4,
2004-10,83.1,
2005-01,85.0,
2005-04,85.5,
2005-07,87.1,
2005-10,80.2,
2006-01,79.9,
2006-04,79.5,
2006-07,79.2,
2006-10,75.4,
2007-01,74.6,
2007-04,73.9,
2007-07,73.1,
2007-10,71.1,
2008-01,70.0,
2008-04,68.9,
2008-07,67.9,
2008-10,66.9,
2009-01,64.9,
2009-04,63.1,
2009-07,61.4,
2009-10,59.8,
2010-01,60.1,
2010-04,60.5,
2010-07,60.9,
2010-10,61.3,
2011-01,61.9,
2011-04,62.4,
2011-07,63.0,
2011-10,63.7,
2012-01,63.9,
2012-04,64.1,
2012-07,64.3,
2012-10,64.7,
2013-01,63.3,
2013-04,63.7,
2013-07,64.4,
2013-10,65.2,
2014-01,67.2,
2014-04,67.1,
2014-07,67.0,
