"",BBFN1.M.DE.N.1.L.W1.S1P.H0.T.N000.Z01.BGA.X001.D,BBFN1.M.DE.N.1.L.W1.S1P.H0.T.N000.Z01.BGA.X001.D_FLAGS
"",Liabilities of enterprises vis-à-vis non-residents arising from trade credit / Total / All countries,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-11 07:08:30,
1974-12,18.280,
1975-01,18.185,
1975-02,18.463,
1975-03,18.823,
1975-04,19.107,
1975-05,19.320,
1975-06,19.430,
1975-07,19.390,
1975-08,19.717,
1975-09,20.935,
1975-10,21.285,
1975-11,21.411,
1975-12,21.818,
1976-01,21.232,
1976-02,21.970,
1976-03,22.894,
1976-04,23.224,
1976-05,23.929,
1976-06,24.387,
1976-07,25.020,
1976-08,25.094,
1976-09,25.642,
1976-10,25.836,
1976-11,25.823,
1976-12,24.898,
1977-01,24.502,
1977-02,24.521,
1977-03,25.121,
1977-04,25.194,
1977-05,25.424,
1977-06,25.951,
1977-07,25.876,
1977-08,24.829,
1977-09,25.047,
1977-10,25.309,
1977-11,25.534,
1977-12,25.747,
1978-01,25.180,
1978-02,25.569,
1978-03,25.673,
1978-04,25.573,
1978-05,26.426,
1978-06,26.661,
1978-07,26.017,
1978-08,26.164,
1978-09,26.442,
1978-10,26.904,
1978-11,26.972,
1978-12,26.821,
1979-01,26.290,
1979-02,26.717,
1979-03,27.455,
1979-04,27.751,
1979-05,28.487,
1979-06,29.179,
1979-07,29.339,
1979-08,28.954,
1979-09,29.362,
1979-10,29.458,
1979-11,30.175,
1979-12,30.834,
1980-01,30.214,
1980-02,30.333,
1980-03,31.052,
1980-04,31.193,
1980-05,31.316,
1980-06,31.423,
1980-07,30.993,
1980-08,30.658,
1980-09,30.361,
1980-10,30.666,
1980-11,32.229,
1980-12,33.201,
1981-01,32.629,
1981-02,34.237,
1981-03,35.505,
1981-04,35.651,
1981-05,35.651,
1981-06,36.270,
1981-07,36.227,
1981-08,36.963,
1981-09,36.417,
1981-10,36.540,
1981-11,36.669,
1981-12,36.908,
1982-01,36.849,
1982-02,37.642,
1982-03,37.934,
1982-04,38.964,
1982-05,38.755,
1982-06,39.170,
1982-07,38.207,
1982-08,37.618,
1982-09,38.105,
1982-10,38.919,
1982-11,39.442,
1982-12,38.461,
1983-01,38.270,
1983-02,38.331,
1983-03,38.506,
1983-04,38.639,
1983-05,38.623,
1983-06,38.491,
1983-07,38.291,
1983-08,37.519,
1983-09,38.225,
1983-10,38.545,
1983-11,38.715,
1983-12,39.130,
1984-01,39.769,
1984-02,39.329,
1984-03,40.477,
1984-04,40.696,
1984-05,40.252,
1984-06,40.591,
1984-07,39.838,
1984-08,39.580,
1984-09,39.866,
1984-10,40.218,
1984-11,40.614,
1984-12,40.946,
1985-01,40.713,
1985-02,40.868,
1985-03,42.343,
1985-04,41.909,
1985-05,41.512,
1985-06,41.859,
1985-07,41.281,
1985-08,40.490,
1985-09,40.500,
1985-10,41.802,
1985-11,41.285,
1985-12,41.080,
1986-01,39.397,
1986-02,39.320,
1986-03,39.614,
1986-04,39.132,
1986-05,38.822,
1986-06,38.957,
1986-07,37.825,
1986-08,37.539,
1986-09,37.937,
1986-10,38.231,
1986-11,38.395,
1986-12,38.150,
1987-01,37.641,
1987-02,37.662,
1987-03,38.076,
1987-04,37.815,
1987-05,38.113,
1987-06,38.209,
1987-07,38.013,
1987-08,36.907,
1987-09,37.977,
1987-10,38.874,
1987-11,38.747,
1987-12,38.497,
1988-01,37.926,
1988-02,38.578,
1988-03,38.961,
1988-04,39.222,
1988-05,39.347,
1988-06,40.262,
1988-07,39.859,
1988-08,39.445,
1988-09,40.397,
1988-10,40.883,
1988-11,40.638,
1988-12,42.459,
1989-01,41.422,
1989-02,41.410,
1989-03,42.361,
1989-04,42.598,
1989-05,42.268,
1989-06,43.387,
1989-07,42.535,
1989-08,41.988,
1989-09,43.154,
1989-10,43.992,
1989-11,44.731,
1989-12,45.389,
1990-01,43.858,
1990-02,44.246,
1990-03,44.762,
1990-04,44.760,
1990-05,44.926,
1990-06,45.807,
1990-07,45.984,
1990-08,46.037,
1990-09,47.050,
1990-10,47.890,
1990-11,48.461,
1990-12,49.294,
1991-01,48.517,
1991-02,48.843,
1991-03,50.051,
1991-04,50.667,
1991-05,50.560,
1991-06,52.165,
1991-07,51.192,
1991-08,49.365,
1991-09,51.162,
1991-10,52.281,
1991-11,51.656,
1991-12,51.553,
1992-01,49.860,
1992-02,50.195,
1992-03,52.038,
1992-04,51.480,
1992-05,51.497,
1992-06,51.994,
1992-07,50.769,
1992-08,48.744,
1992-09,50.315,
1992-10,51.036,
1992-11,50.872,
1992-12,51.010,
1993-01,49.157,
1993-02,49.477,
1993-03,50.484,
1993-04,49.655,
1993-05,49.200,
1993-06,49.861,
1993-07,49.212,
1993-08,47.904,
1993-09,49.240,
1993-10,49.082,
1993-11,49.164,
1993-12,50.035,
1994-01,48.476,
1994-02,49.223,
1994-03,51.008,
1994-04,51.356,
1994-05,51.744,
1994-06,51.959,
1994-07,51.900,
1994-08,50.852,
1994-09,52.445,
1994-10,53.924,
1994-11,55.832,
1994-12,56.251,
1995-01,55.088,
1995-02,55.033,
1995-03,56.936,
1995-04,56.336,
1995-05,57.083,
1995-06,58.375,
1995-07,57.262,
1995-08,56.699,
1995-09,57.970,
1995-10,58.072,
1995-11,58.868,
1995-12,57.107,
1996-01,56.004,
1996-02,56.106,
1996-03,57.658,
1996-04,57.489,
1996-05,58.154,
1996-06,57.616,
1996-07,57.267,
1996-08,55.286,
1996-09,56.719,
1996-10,57.368,
1996-11,57.950,
1996-12,59.205,
1997-01,58.549,
1997-02,58.567,
1997-03,60.488,
1997-04,61.857,
1997-05,61.639,
1997-06,62.388,
1997-07,62.511,
1997-08,60.301,
1997-09,63.778,
1997-10,64.521,
1997-11,65.876,
1997-12,66.131,
1998-01,64.428,
1998-02,65.951,
1998-03,68.080,
1998-04,67.524,
1998-05,67.109,
1998-06,67.259,
1998-07,66.199,
1998-08,63.505,
1998-09,67.547,
1998-10,67.003,
