"",BBK01.WZ3490,BBK01.WZ3490_FLAGS
"",Term structure of interest rates on listed Federal securities (method by Svensson) / residual maturity of 25.0 years / end of month,
unit,PROZENT (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-02 10:10:26,
2000-01,6.28,
2000-02,6.08,
2000-03,5.82,
2000-04,5.77,
2000-05,5.53,
2000-06,5.59,
2000-07,5.51,
2000-08,5.54,
2000-09,5.77,
2000-10,5.75,
2000-11,5.64,
2000-12,5.63,
2001-01,5.64,
2001-02,5.61,
2001-03,5.64,
2001-04,5.80,
2001-05,5.99,
2001-06,5.91,
2001-07,5.73,
2001-08,5.74,
2001-09,5.89,
2001-10,5.48,
2001-11,5.38,
2001-12,5.57,
2002-01,5.45,
2002-02,5.54,
2002-03,5.78,
2002-04,5.75,
2002-05,5.68,
2002-06,5.49,
2002-07,5.48,
2002-08,5.26,
2002-09,5.20,
2002-10,5.46,
2002-11,5.36,
2002-12,5.16,
2003-01,4.99,
2003-02,5.08,
2003-03,5.20,
2003-04,5.21,
2003-05,4.86,
2003-06,5.07,
2003-07,5.24,
2003-08,5.15,
2003-09,5.15,
2003-10,5.31,
2003-11,5.30,
2003-12,5.19,
2004-01,5.25,
2004-02,5.13,
2004-03,5.07,
2004-04,5.25,
2004-05,5.27,
2004-06,5.22,
2004-07,5.16,
2004-08,5.03,
2004-09,4.91,
2004-10,4.80,
2004-11,4.65,
2004-12,4.56,
2005-01,4.23,
2005-02,4.34,
2005-03,4.34,
2005-04,4.18,
2005-05,4.04,
2005-06,3.87,
2005-07,3.87,
2005-08,3.77,
2005-09,3.81,
2005-10,3.97,
2005-11,3.97,
2005-12,3.74,
2006-01,3.87,
2006-02,3.85,
2006-03,4.08,
2006-04,4.33,
2006-05,4.36,
2006-06,4.44,
2006-07,4.31,
2006-08,4.14,
2006-09,3.93,
2006-10,3.95,
2006-11,3.93,
2006-12,4.11,
2007-01,4.27,
2007-02,4.15,
2007-03,4.31,
2007-04,4.45,
2007-05,4.60,
2007-06,4.77,
2007-07,4.58,
2007-08,4.67,
2007-09,4.75,
2007-10,4.62,
2007-11,4.71,
2007-12,4.79,
2008-01,4.72,
2008-02,4.75,
2008-03,4.84,
2008-04,4.87,
2008-05,5.03,
2008-06,5.04,
2008-07,4.88,
2008-08,4.69,
2008-09,4.83,
2008-10,4.55,
2008-11,3.97,
2008-12,3.87,
2009-01,4.18,
2009-02,4.17,
2009-03,4.28,
2009-04,4.30,
2009-05,4.72,
2009-06,4.57,
2009-07,4.39,
2009-08,4.30,
2009-09,4.24,
2009-10,4.35,
2009-11,4.26,
2009-12,4.39,
2010-01,4.21,
2010-02,4.14,
2010-03,4.07,
2010-04,3.92,
2010-05,3.57,
2010-06,3.49,
2010-07,3.58,
2010-08,2.80,
2010-09,3.06,
2010-10,3.21,
2010-11,3.34,
2010-12,3.64,
2011-01,3.78,
2011-02,3.78,
2011-03,3.99,
2011-04,3.95,
2011-05,3.77,
2011-06,3.99,
2011-07,3.61,
2011-08,3.33,
2011-09,2.90,
2011-10,3.14,
2011-11,3.23,
2011-12,2.60,
2012-01,2.76,
2012-02,2.69,
2012-03,2.72,
2012-04,2.65,
2012-05,2.04,
2012-06,2.55,
2012-07,2.38,
2012-08,2.30,
2012-09,2.43,
2012-10,2.51,
2012-11,2.44,
2012-12,2.29,
2013-01,2.53,
2013-02,2.49,
2013-03,2.38,
2013-04,2.26,
2013-05,2.53,
2013-06,2.65,
2013-07,2.67,
2013-08,2.83,
2013-09,2.80,
2013-10,2.82,
2013-11,2.85,
2013-12,2.97,
2014-01,2.68,
2014-02,2.67,
2014-03,2.65,
2014-04,2.59,
2014-05,2.46,
2014-06,2.38,
2014-07,2.23,
2014-08,1.91,
2014-09,2.05,
2014-10,1.85,
2014-11,1.69,
2014-12,1.48,
2015-01,1.02,
