"",BBK01.CEB3B0,BBK01.CEB3B0_FLAGS
"",Securities other than shares debtor: Insurance corporations       creditor: All sectors,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:20:46,
1991-01,0.5,
1991-04,0.5,
1991-07,0.5,
1991-10,0.4,
1992-01,0.4,
1992-04,0.4,
1992-07,0.5,
1992-10,0.4,
1993-01,0.5,
1993-04,0.5,
1993-07,0.5,
1993-10,0.5,
1994-01,0.5,
1994-04,0.5,
1994-07,0.5,
1994-10,0.4,
1995-01,0.0,
1995-04,0.0,
1995-07,0.0,
1995-10,0.0,
1996-01,0.0,
1996-04,0.0,
1996-07,0.0,
1996-10,0.0,
1997-01,0.0,
1997-04,0.0,
1997-07,0.0,
1997-10,0.0,
1998-01,0.0,
1998-04,0.0,
1998-07,0.0,
1998-10,0.0,
1999-01,0.3,
1999-04,0.3,
1999-07,0.3,
1999-10,0.3,
2000-01,0.3,
2000-04,0.3,
2000-07,0.3,
2000-10,1.5,
2001-01,1.5,
2001-04,1.5,
2001-07,1.6,
2001-10,1.5,
2002-01,1.6,
2002-04,1.6,
2002-07,1.6,
2002-10,1.8,
2003-01,1.8,
2003-04,1.8,
2003-07,1.8,
2003-10,2.0,
2004-01,2.0,
2004-04,2.0,
2004-07,2.1,
2004-10,2.2,
2005-01,2.2,
2005-04,2.3,
2005-07,2.3,
2005-10,1.0,
2006-01,6.7,
2006-04,6.6,
2006-07,7.3,
2006-10,8.0,
2007-01,8.8,
2007-04,9.6,
2007-07,10.2,
2007-10,11.7,
2008-01,12.0,
2008-04,13.0,
2008-07,14.3,
2008-10,17.4,
2009-01,16.8,
2009-04,17.3,
2009-07,17.6,
2009-10,17.3,
2010-01,17.6,
2010-04,19.4,
2010-07,19.6,
2010-10,18.8,
2011-01,17.7,
2011-04,18.8,
2011-07,20.1,
2011-10,19.5,
2012-01,21.5,
2012-04,21.3,
2012-07,21.5,
2012-10,24.4,
2013-01,23.4,
2013-04,19.2,
2013-07,17.2,
2013-10,17.6,
2014-01,16.7,
