"",BBK01.CEL620,BBK01.CEL620_FLAGS
"","Insurance, pension and standardised guarantees                            debtor: Domestic financial sectors     creditor: Total",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:48:02,
1999-01,22.5,
1999-04,14.0,
1999-07,16.2,
1999-10,20.8,
2000-01,24.5,
2000-04,13.9,
2000-07,15.3,
2000-10,10.6,
2001-01,23.8,
2001-04,13.0,
2001-07,18.5,
2001-10,13.6,
2002-01,28.5,
2002-04,13.1,
2002-07,15.8,
2002-10,-12.7,
2003-01,19.3,
2003-04,13.4,
2003-07,12.9,
2003-10,9.2,
2004-01,17.7,
2004-04,9.6,
2004-07,11.5,
2004-10,17.1,
2005-01,19.6,
2005-04,11.3,
2005-07,14.6,
2005-10,29.8,
2006-01,16.8,
2006-04,13.2,
2006-07,15.3,
2006-10,15.4,
2007-01,12.1,
2007-04,9.9,
2007-07,11.9,
2007-10,26.2,
2008-01,7.2,
2008-04,6.2,
2008-07,6.9,
2008-10,6.9,
2009-01,19.9,
2009-04,11.8,
2009-07,10.4,
2009-10,15.7,
2010-01,27.8,
2010-04,19.2,
2010-07,13.4,
2010-10,18.1,
2011-01,19.2,
2011-04,13.0,
2011-07,10.6,
2011-10,13.9,
2012-01,25.7,
2012-04,17.9,
2012-07,14.2,
2012-10,17.5,
2013-01,25.7,
2013-04,18.0,
2013-07,13.6,
2013-10,17.2,
2014-01,25.7,
2014-04,16.0,
2014-07,11.8,
