"",BBK01.OXA8E7,BBK01.OXA8E7_FLAGS
"",Medium-term loans (including bills of exchange) to domestic households and non-profit institutions serving households,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:14:53,
1999-01,113.309,
1999-02,114.686,
1999-03,115.286,
1999-04,115.627,
1999-05,114.875,
1999-06,114.766,
1999-07,115.520,
1999-08,116.024,
1999-09,112.952,
1999-10,111.768,
1999-11,109.115,
1999-12,106.707,
2000-01,106.581,
2000-02,106.176,
2000-03,106.141,
2000-04,106.196,
2000-05,106.964,
2000-06,106.485,
2000-07,106.798,
2000-08,107.536,
2000-09,107.290,
2000-10,106.753,
2000-11,107.228,
2000-12,105.919,
2001-01,105.890,
2001-02,105.370,
2001-03,105.110,
2001-04,104.349,
2001-05,105.270,
2001-06,105.000,
2001-07,104.338,
2001-08,104.559,
2001-09,103.850,
2001-10,103.348,
2001-11,102.884,
2001-12,102.259,
2002-01,101.375,
2002-02,100.712,
2002-03,100.129,
2002-04,99.772,
2002-05,99.612,
2002-06,101.934,
2002-07,102.283,
2002-08,102.217,
2002-09,102.360,
2002-10,102.418,
2002-11,103.303,
2002-12,102.877,
2003-01,103.119,
2003-02,102.955,
2003-03,103.239,
2003-04,103.311,
2003-05,103.649,
2003-06,103.503,
2003-07,104.278,
2003-08,104.352,
2003-09,104.473,
2003-10,104.594,
2003-11,104.780,
2003-12,104.156,
2004-01,103.436,
2004-02,103.057,
2004-03,102.460,
2004-04,103.136,
2004-05,103.571,
2004-06,104.239,
2004-07,104.942,
2004-08,105.417,
2004-09,105.039,
2004-10,106.178,
2004-11,104.536,
2004-12,103.936,
2005-01,103.121,
2005-02,102.589,
2005-03,102.464,
2005-04,102.339,
2005-05,102.751,
2005-06,102.951,
2005-07,103.062,
2005-08,103.445,
2005-09,102.429,
2005-10,101.454,
2005-11,101.891,
2005-12,101.951,
2006-01,100.938,
2006-02,100.256,
2006-03,99.324,
2006-04,98.732,
2006-05,99.549,
2006-06,99.577,
2006-07,99.655,
2006-08,99.935,
2006-09,99.906,
2006-10,99.362,
2006-11,99.376,
2006-12,97.585,
2007-01,96.913,
2007-02,96.132,
2007-03,95.814,
2007-04,94.720,
2007-05,94.817,
2007-06,94.964,
2007-07,95.354,
2007-08,95.449,
2007-09,94.931,
2007-10,94.113,
2007-11,93.878,
2007-12,93.487,
2008-01,93.167,
2008-02,91.550,
2008-03,91.450,
2008-04,91.604,
2008-05,91.337,
2008-06,91.632,
2008-07,90.966,
2008-08,90.848,
2008-09,89.695,
2008-10,89.397,
2008-11,89.112,
2008-12,89.548,
2009-01,88.659,
2009-02,88.317,
2009-03,90.889,
2009-04,91.700,
2009-05,92.128,
2009-06,92.704,
2009-07,93.645,
2009-08,94.002,
2009-09,94.868,
2009-10,95.169,
2009-11,95.382,
2009-12,96.432,
2010-01,95.885,
2010-02,95.647,
2010-03,96.091,
2010-04,95.985,
2010-05,96.322,
2010-06,95.651,
2010-07,96.276,
2010-08,96.414,
2010-09,96.416,
2010-10,96.723,
2010-11,97.100,
2010-12,97.099,
2011-01,96.645,
2011-02,95.998,
2011-03,96.746,
2011-04,97.060,
2011-05,97.890,
2011-06,97.058,
2011-07,97.210,
2011-08,102.217,
2011-09,102.700,
2011-10,102.182,
2011-11,102.314,
2011-12,102.333,
2012-01,102.204,
2012-02,102.207,
2012-03,102.358,
2012-04,102.477,
2012-05,103.393,
2012-06,103.609,
2012-07,104.280,
2012-08,104.691,
2012-09,104.742,
2012-10,105.151,
2012-11,105.472,
2012-12,105.191,
2013-01,105.956,
2013-02,104.863,
2013-03,104.975,
2013-04,105.647,
2013-05,105.974,
2013-06,105.883,
2013-07,106.284,
2013-08,106.544,
2013-09,106.796,
2013-10,106.980,
2013-11,107.078,
2013-12,106.633,
2014-01,106.457,
2014-02,106.121,
2014-03,106.166,
2014-04,105.089,
2014-05,104.319,
2014-06,104.407,
2014-07,105.110,
2014-08,105.538,
2014-09,105.651,
2014-10,106.171,
2014-11,105.730,
2014-12,105.315,Provisional value
