"",BBSF2.M.1.S.I0015.IMM01.I.F.ANZ.DE.00000.000000.Z01.00,BBSF2.M.1.S.I0015.IMM01.I.F.ANZ.DE.00000.000000.Z01.00_FLAGS
"",Special investors funds / Real estate funds / Number / Private non-profit institutions / Distribution and cumulative funds,
unit,Stück (hypothetically euro-based),
unit multiplier,one,
last update,2014-12-29 10:51:55,
1993-01,.,No value available
1993-02,.,No value available
1993-03,.,No value available
1993-04,3,
1993-05,3,
1993-06,3,
1993-07,3,
1993-08,3,
1993-09,3,
1993-10,3,
1993-11,3,
1993-12,3,
1994-01,3,
1994-02,3,
1994-03,3,
1994-04,3,
1994-05,3,
1994-06,3,
1994-07,3,
1994-08,3,
1994-09,3,
1994-10,3,
1994-11,3,
1994-12,3,
1995-01,3,
1995-02,3,
1995-03,3,
1995-04,2,
1995-05,2,
1995-06,2,
1995-07,2,
1995-08,2,
1995-09,2,
1995-10,2,
1995-11,2,
1995-12,2,
1996-01,3,
1996-02,3,
1996-03,3,
1996-04,3,
1996-05,3,
1996-06,3,
1996-07,3,
1996-08,3,
1996-09,3,
1996-10,3,
1996-11,3,
1996-12,3,
1997-01,3,
1997-02,3,
1997-03,3,
1997-04,3,
1997-05,3,
1997-06,2,
1997-07,2,
1997-08,2,
1997-09,2,
1997-10,2,
1997-11,2,
1997-12,2,
1998-01,2,
1998-02,2,
1998-03,2,
1998-04,2,
1998-05,2,
1998-06,2,
1998-07,2,
1998-08,2,
1998-09,2,
1998-10,2,
1998-11,2,
1998-12,2,
1999-01,2,
1999-02,2,
1999-03,2,
1999-04,2,
1999-05,2,
1999-06,2,
1999-07,2,
1999-08,2,
1999-09,2,
1999-10,2,
1999-11,2,
1999-12,2,
2000-01,2,
2000-02,2,
2000-03,2,
2000-04,2,
2000-05,2,
2000-06,2,
2000-07,2,
2000-08,2,
2000-09,2,
2000-10,2,
2000-11,2,
2000-12,2,
2001-01,2,
2001-02,2,
2001-03,2,
2001-04,2,
2001-05,2,
2001-06,2,
2001-07,2,
2001-08,2,
2001-09,2,
2001-10,2,
2001-11,2,
2001-12,2,
2002-01,2,
2002-02,2,
2002-03,2,
2002-04,2,
2002-05,2,
2002-06,2,
2002-07,2,
2002-08,2,
2002-09,2,
2002-10,2,
2002-11,2,
2002-12,2,
2003-01,2,
2003-02,2,
2003-03,2,
2003-04,2,
2003-05,2,
2003-06,2,
2003-07,2,
2003-08,2,
2003-09,2,
2003-10,2,
2003-11,2,
2003-12,2,
2004-01,2,
2004-02,2,
2004-03,2,
2004-04,2,
2004-05,2,
2004-06,2,
2004-07,2,
2004-08,2,
2004-09,2,
2004-10,2,
2004-11,2,
2004-12,2,
2005-01,2,
2005-02,2,
2005-03,2,
2005-04,2,
2005-05,2,
2005-06,2,
2005-07,2,
2005-08,2,
2005-09,2,
2005-10,2,
2005-11,2,
2005-12,2,
2006-01,2,
2006-02,2,
2006-03,2,
2006-04,2,
2006-05,2,
2006-06,2,
2006-07,2,
2006-08,2,
2006-09,2,
2006-10,2,
2006-11,3,
2006-12,3,
2007-01,3,
2007-02,3,
2007-03,3,
2007-04,3,
2007-05,3,
2007-06,3,
2007-07,4,
2007-08,4,
2007-09,4,
2007-10,4,
2007-11,4,
2007-12,4,
2008-01,4,
2008-02,4,
2008-03,4,
2008-04,4,
2008-05,4,
2008-06,4,
2008-07,4,
2008-08,4,
2008-09,4,
2008-10,4,
2008-11,4,
2008-12,4,
2009-01,4,
2009-02,4,
2009-03,4,
2009-04,4,
2009-05,4,
2009-06,4,
2009-07,5,
2009-08,5,
2009-09,4,
2009-10,4,
2009-11,4,
2009-12,5,
2010-01,5,
2010-02,5,
2010-03,5,
2010-04,5,
2010-05,5,
2010-06,5,
2010-07,5,
2010-08,5,
2010-09,5,
2010-10,5,
2010-11,5,
2010-12,5,
2011-01,5,
2011-02,5,
2011-03,5,
2011-04,5,
2011-05,5,
2011-06,5,
2011-07,6,
2011-08,6,
2011-09,6,
2011-10,6,
2011-11,6,
2011-12,6,
2012-01,6,
2012-02,6,
2012-03,6,
2012-04,6,
2012-05,6,
2012-06,6,
2012-07,7,
2012-08,7,
2012-09,7,
2012-10,8,
2012-11,8,
2012-12,8,
2013-01,8,
2013-02,8,
2013-03,8,
2013-04,9,
2013-05,9,
2013-06,9,
2013-07,9,
2013-08,9,
2013-09,10,
2013-10,10,
2013-11,10,
2013-12,10,
2014-01,10,
2014-02,10,
2014-03,10,
2014-04,10,
2014-05,10,
2014-06,10,
2014-07,10,
2014-08,10,
2014-09,11,
2014-10,11,
2014-11,11,
