"",BBK01.WZ3455,BBK01.WZ3455_FLAGS
"","Yields, derived from the term structure of interest rates, on listed Federal securities with annual coupon payments / residual maturity of 6 years / moving averages",
unit,Prozent (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-02 10:11:04,
1983-01,7.89,
1983-02,7.89,
1983-03,7.90,
1983-04,7.92,
1983-05,7.95,
1983-06,7.97,
1983-07,8.00,
1983-08,8.04,
1983-09,8.07,
1983-10,8.10,
1983-11,8.14,
1983-12,8.17,
1984-01,8.21,
1984-02,8.25,
1984-03,8.28,
1984-04,8.32,
1984-05,8.35,
1984-06,8.39,
1984-07,8.41,
1984-08,8.44,
1984-09,8.46,
1984-10,8.47,
1984-11,8.48,
1984-12,8.49,
1985-01,8.50,
1985-02,8.51,
1985-03,8.51,
1985-04,8.51,
1985-05,8.50,
1985-06,8.49,
1985-07,8.48,
1985-08,8.46,
1985-09,8.44,
1985-10,8.42,
1985-11,8.40,
1985-12,8.38,
1986-01,8.36,
1986-02,8.32,
1986-03,8.26,
1986-04,8.21,
1986-05,8.18,
1986-06,8.15,
1986-07,8.12,
1986-08,8.09,
1986-09,8.05,
1986-10,8.02,
1986-11,7.98,
1986-12,7.93,
1987-01,7.88,
1987-02,7.82,
1987-03,7.75,
1987-04,7.68,
1987-05,7.60,
1987-06,7.53,
1987-07,7.45,
1987-08,7.38,
1987-09,7.32,
1987-10,7.26,
1987-11,7.20,
1987-12,7.15,
1988-01,7.09,
1988-02,7.03,
1988-03,6.98,
1988-04,6.94,
1988-05,6.91,
1988-06,6.86,
1988-07,6.82,
1988-08,6.79,
1988-09,6.76,
1988-10,6.73,
1988-11,6.70,
1988-12,6.68,
1989-01,6.67,
1989-02,6.66,
1989-03,6.65,
1989-04,6.64,
1989-05,6.63,
1989-06,6.62,
1989-07,6.60,
1989-08,6.58,
1989-09,6.56,
1989-10,6.55,
1989-11,6.55,
1989-12,6.54,
1990-01,6.54,
1990-02,6.55,
1990-03,6.57,
1990-04,6.58,
1990-05,6.59,
1990-06,6.61,
1990-07,6.61,
1990-08,6.63,
1990-09,6.66,
1990-10,6.68,
1990-11,6.71,
1990-12,6.74,
1991-01,6.76,
1991-02,6.78,
1991-03,6.80,
1991-04,6.82,
1991-05,6.84,
1991-06,6.86,
1991-07,6.89,
1991-08,6.93,
1991-09,6.96,
1991-10,6.99,
1991-11,7.02,
1991-12,7.05,
1992-01,7.07,
1992-02,7.10,
1992-03,7.13,
1992-04,7.17,
1992-05,7.20,
1992-06,7.24,
1992-07,7.27,
1992-08,7.31,
1992-09,7.34,
1992-10,7.35,
1992-11,7.37,
1992-12,7.39,
1993-01,7.41,
1993-02,7.42,
1993-03,7.43,
1993-04,7.44,
1993-05,7.46,
1993-06,7.47,
1993-07,7.48,
1993-08,7.48,
1993-09,7.47,
1993-10,7.46,
1993-11,7.46,
1993-12,7.45,
1994-01,7.45,
1994-02,7.45,
1994-03,7.46,
1994-04,7.47,
1994-05,7.47,
1994-06,7.48,
1994-07,7.49,
1994-08,7.49,
1994-09,7.51,
1994-10,7.53,
1994-11,7.54,
1994-12,7.56,
1995-01,7.57,
1995-02,7.57,
1995-03,7.57,
1995-04,7.57,
1995-05,7.55,
1995-06,7.55,
1995-07,7.55,
1995-08,7.54,
1995-09,7.52,
1995-10,7.50,
1995-11,7.47,
1995-12,7.44,
1996-01,7.40,
1996-02,7.36,
1996-03,7.32,
1996-04,7.27,
1996-05,7.22,
1996-06,7.18,
1996-07,7.14,
1996-08,7.10,
1996-09,7.05,
1996-10,6.99,
1996-11,6.94,
1996-12,6.89,
1997-01,6.83,
1997-02,6.78,
1997-03,6.73,
1997-04,6.68,
1997-05,6.64,
1997-06,6.59,
1997-07,6.53,
1997-08,6.48,
1997-09,6.43,
1997-10,6.39,
1997-11,6.34,
1997-12,6.29,
1998-01,6.25,
1998-02,6.20,
1998-03,6.15,
1998-04,6.10,
1998-05,6.06,
1998-06,6.00,
1998-07,5.95,
1998-08,5.89,
1998-09,5.84,
1998-10,5.79,
1998-11,5.74,
1998-12,5.69,
1999-01,5.64,
1999-02,5.61,
1999-03,5.57,
1999-04,5.53,
1999-05,5.48,
1999-06,5.45,
