"",BBK01.WZ3088,BBK01.WZ3088_FLAGS
"","Yields, derived from the term structure of interest rates, on Pfandbriefe with annual coupon payments / residual maturity of 11.0 years / end of month",
unit,Prozent (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-02 10:10:57,
2000-01,6.03,
2000-02,5.89,
2000-03,5.83,
2000-04,6.01,
2000-05,5.92,
2000-06,5.95,
2000-07,5.97,
2000-08,6.01,
2000-09,5.98,
2000-10,5.93,
2000-11,5.72,
2000-12,5.56,
2001-01,5.50,
2001-02,5.45,
2001-03,5.51,
2001-04,5.65,
2001-05,5.64,
2001-06,5.63,
2001-07,5.47,
2001-08,5.44,
2001-09,5.23,
2001-10,5.06,
2001-11,5.25,
2001-12,5.35,
2002-01,5.38,
2002-02,5.55,
2002-03,5.59,
2002-04,5.58,
2002-05,5.46,
2002-06,5.35,
2002-07,5.14,
2002-08,4.95,
2002-09,4.88,
2002-10,5.01,
2002-11,4.84,
2002-12,4.68,
2003-01,4.49,
2003-02,4.50,
2003-03,4.65,
2003-04,4.37,
2003-05,4.15,
2003-06,4.37,
2003-07,4.56,
2003-08,4.58,
2003-09,4.59,
2003-10,4.73,
2003-11,4.70,
2003-12,4.59,
2004-01,4.63,
2004-02,4.48,
2004-03,4.40,
2004-04,4.60,
2004-05,4.65,
2004-06,4.56,
2004-07,4.62,
2004-08,4.46,
2004-09,4.40,
2004-10,4.29,
2004-11,4.18,
2004-12,4.06,
2005-01,3.91,
2005-02,4.02,
2005-03,3.99,
2005-04,3.77,
2005-05,3.70,
2005-06,3.53,
2005-07,3.57,
2005-08,3.48,
2005-09,3.46,
2005-10,3.71,
2005-11,3.76,
2005-12,3.71,
2006-01,3.80,
2006-02,3.83,
2006-03,4.09,
2006-04,4.29,
2006-05,4.23,
2006-06,4.38,
2006-07,4.27,
2006-08,4.23,
2006-09,4.11,
2006-10,4.12,
2006-11,4.07,
2006-12,4.12,
2007-01,4.40,
2007-02,4.26,
2007-03,4.36,
2007-04,4.51,
2007-05,4.68,
2007-06,4.87,
2007-07,4.79,
2007-08,4.66,
2007-09,4.74,
2007-10,4.63,
2007-11,4.65,
2007-12,4.82,
2008-01,4.55,
2008-02,4.55,
2008-03,4.57,
2008-04,4.74,
2008-05,4.90,
2008-06,5.07,
2008-07,5.03,
2008-08,4.83,
2008-09,4.86,
2008-10,4.63,
2008-11,4.34,
2008-12,4.21,
2009-01,4.38,
2009-02,4.28,
2009-03,4.29,
2009-04,4.34,
2009-05,4.54,
2009-06,4.41,
2009-07,4.29,
2009-08,4.10,
2009-09,4.06,
2009-10,4.09,
2009-11,4.00,
2009-12,4.08,
2010-01,4.02,
2010-02,3.87,
2010-03,3.82,
2010-04,3.73,
2010-05,3.55,
2010-06,3.50,
2010-07,3.55,
2010-08,3.00,
2010-09,3.20,
2010-10,3.43,
2010-11,3.65,
2010-12,3.84,
2011-01,3.94,
2011-02,3.97,
2011-03,4.11,
2011-04,4.10,
2011-05,3.91,
2011-06,3.97,
2011-07,3.79,
2011-08,3.55,
2011-09,3.36,
2011-10,3.50,
2011-11,3.58,
2011-12,3.28,
2012-01,3.20,
2012-02,3.13,
2012-03,3.18,
2012-04,3.10,
2012-05,2.56,
2012-06,2.84,
2012-07,2.61,
2012-08,2.47,
2012-09,2.37,
2012-10,2.56,
2012-11,2.48,
2012-12,2.22,
2013-01,2.43,
2013-02,2.46,
2013-03,2.39,
2013-04,2.11,
2013-05,2.30,
2013-06,2.51,
2013-07,2.45,
2013-08,2.65,
2013-09,2.59,
2013-10,2.52,
2013-11,2.50,
2013-12,2.64,
2014-01,2.40,
2014-02,2.28,
2014-03,2.24,
2014-04,2.18,
2014-05,1.95,
2014-06,1.80,
2014-07,1.70,
2014-08,1.41,
2014-09,1.46,
2014-10,1.34,
2014-11,1.16,
2014-12,1.05,
2015-01,0.92,
