"",BBK01.PQ0889,BBK01.PQ0889_FLAGS
"",Lending to domestic enterprises and self-employed persons / Manufacturing sector / Total / Commercial banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:29:16,
1968-10,15.108,
1969-01,15.750,
1969-04,16.460,
1969-07,17.140,
1969-10,20.399,
1970-01,20.461,
1970-04,22.064,
1970-07,22.566,
1970-10,23.321,
1971-01,23.237,
1971-04,24.151,
1971-07,24.595,
1971-10,26.063,
1972-01,26.454,
1972-04,28.143,
1972-07,27.863,
1972-10,29.822,
1973-01,29.476,
1973-04,29.863,
1973-07,30.605,
1973-10,30.922,
1974-01,31.045,
1974-04,32.030,
1974-07,32.199,
1974-10,32.815,
1975-01,30.658,
1975-04,29.790,
1975-07,28.990,
1975-10,30.158,
1976-01,27.680,
1976-04,28.274,
1976-07,28.094,
1976-10,30.626,
1977-01,28.565,
1977-04,29.391,
1977-07,29.546,
1977-10,31.688,
1978-01,28.607,
1978-04,29.478,
1978-07,29.484,
1978-10,31.594,
1979-01,29.720,
1979-04,31.037,
1979-07,30.576,
1979-10,33.551,
1980-01,30.752,
1980-04,32.332,
1980-07,31.572,
1980-10,36.055,
1981-01,35.102,
1981-04,36.026,
1981-07,35.545,
1981-10,36.834,
1982-01,34.368,
1982-04,34.869,
1982-07,34.987,
1982-10,35.892,
1983-01,33.335,
1983-04,34.044,
1983-07,34.139,
1983-10,35.460,
1984-01,33.584,
1984-04,34.441,
1984-07,34.563,
1984-10,36.018,
1985-01,36.052,
1985-04,36.740,
1985-07,35.843,
1985-10,37.891,
1986-01,37.490,
1986-04,38.937,
1986-07,39.013,
1986-10,41.407,
1987-01,40.145,
1987-04,40.642,
1987-07,42.017,
1987-10,42.006,
1988-01,41.734,
1988-04,43.033,
1988-07,42.914,
1988-10,45.180,
1989-01,46.483,
1989-04,48.216,
1989-07,49.715,
1989-10,51.405,
1990-01,53.417,
1990-04,86.895,
1990-07,93.662,
1990-10,92.946,
1991-01,94.307,
1991-04,97.205,
1991-07,97.787,
1991-10,96.172,
1992-01,93.947,
1992-04,95.520,
1992-07,92.364,
1992-10,80.128,
1993-01,69.156,
1993-04,68.516,
1993-07,67.265,
1993-10,63.800,
1994-01,63.248,
1994-04,63.073,
1994-07,63.833,
1994-10,62.375,
1995-01,63.570,
1995-04,65.201,
1995-07,65.304,
1995-10,63.670,
1996-01,65.390,
1996-04,66.595,
1996-07,65.229,
1996-10,63.592,
1997-01,65.184,
1997-04,65.242,
1997-07,62.985,
1997-10,62.639,
1998-01,63.000,
1998-04,63.555,
1998-07,62.498,
1998-10,63.481,
1999-01,58.531,
1999-04,60.253,
1999-07,59.692,
1999-10,58.285,
2000-01,59.994,
2000-04,61.472,
2000-07,61.581,
2000-10,61.249,
2001-01,62.683,
2001-04,63.284,
2001-07,61.209,
2001-10,59.960,
2002-01,59.640,
2002-04,58.402,
2002-07,56.388,
2002-10,52.490,
2003-01,51.330,
2003-04,51.255,
2003-07,49.466,
2003-10,48.374,
2004-01,48.125,
2004-04,46.299,
2004-07,45.282,
2004-10,43.338,
2005-01,43.055,
2005-04,44.448,
2005-07,42.726,
2005-10,40.316,
2006-01,40.991,
2006-04,43.031,
2006-07,43.742,
2006-10,42.129,
2007-01,44.877,
2007-04,46.518,
2007-07,45.569,
2007-10,48.028,
2008-01,53.183,
2008-04,56.785,
2008-07,56.115,
2008-10,55.676,
2009-01,59.414,
2009-04,58.601,
2009-07,55.193,
2009-10,50.375,
2010-01,49.414,
2010-04,49.358,
2010-07,47.255,
2010-10,45.468,
2011-01,47.992,
2011-04,47.561,
2011-07,46.655,
2011-10,45.624,
2012-01,46.435,
2012-04,46.593,
2012-07,43.920,
2012-10,42.803,
2013-01,44.595,
2013-04,43.807,
2013-07,42.880,
2013-10,41.935,
2014-01,43.825,
2014-04,44.353,
2014-07,43.547,
2014-10,42.300,
