"",BBK01.TYI312,BBK01.TYI312_FLAGS
1994-05,1308,
1994-06,327,
1994-07,2410,
1994-08,1609,
1994-09,1477,
1994-10,4510,
1994-11,942,
1994-12,12735,
1995-01,4637,
1995-02,-719,
1995-03,-561,
1995-04,17,
1995-05,-1083,
1995-06,-479,
1995-07,-131,
1995-08,-499,
1995-09,2746,
1995-10,-426,
1995-11,2298,
1995-12,987,
1996-01,2269,
1996-02,38,
1996-03,4154,
1996-04,4838,
1996-05,-2492,
1996-06,-4723,
1996-07,2364,
1996-08,-1142,
1996-09,-510,
1996-10,1100,
1996-11,3868,
1996-12,251,
1997-01,3830,
1997-02,4662,
1997-03,3957,
1997-04,3389,
1997-05,-144,
1997-06,-1546,
1997-07,1296,
1997-08,753,
1997-09,-230,
1997-10,-1839,
1997-11,912,
1997-12,1077,
1998-01,10850,
1998-02,5980,
1998-03,11350,
1998-04,6877,
1998-05,1588,
1998-06,-7117,
1998-07,-1927,
1998-08,310,
1998-09,143,
1998-10,2151,
1998-11,8594,
1998-12,11369,
1999-01,-658,
1999-02,818,
1999-03,19325,
1999-04,7751,
1999-05,5067,
1999-06,-16954,
1999-07,512,
1999-08,1355,
1999-09,1712,
1999-10,493,
1999-11,5722,
1999-12,11156,
2000-01,1654,
2000-02,5722,
2000-03,31251,
2000-04,5632,
2000-05,8160,
2000-06,-32190,
2000-07,3580,
2000-08,1647,
2000-09,912,
2000-10,926,
2000-11,4158,
2000-12,5453,
2001-01,6073,
2001-02,7210,
2001-03,16262,
2001-04,12192,
2001-05,215,
2001-06,-27753,
2001-07,-1407,
2001-08,-3062,
2001-09,-4568,
2001-10,3287,
2001-11,-353,
2001-12,10823,
2002-01,1458,
2002-02,-3246,
2002-03,-9489,
2002-04,5817,
2002-05,-191,
2002-06,-11055,
2002-07,-2812,
2002-08,6381,
2002-09,-697,
2002-10,7442,
2002-11,4344,
2002-12,11346,
2003-01,3086,
2003-02,-1300,
2003-03,-1228,
2003-04,5900,
2003-05,2978,
2003-06,-3032,
2003-07,-525,
2003-08,934,
2003-09,-3629,
2003-10,-3379,
2003-11,5976,
2003-12,1115,
2004-01,1374,
2004-02,-3647,
2004-03,9619,
2004-04,13274,
2004-05,-8286,
2004-06,-12745,
2004-07,-1471,
2004-08,-5389,
2004-09,629,
2004-10,1473,
2004-11,1153,
2004-12,9904,
2005-01,6257,
2005-02,-5151,
2005-03,6247,
2005-04,45318,
2005-05,-17719,
2005-06,-16003,
2005-07,4457,
2005-08,2316,
2005-09,1934,
2005-10,2653,
2005-11,5401,
2005-12,11159,
2006-01,13032,
2006-02,4686,
2006-03,9253,
2006-04,30080,
2006-05,-6943,
2006-06,-18283,
2006-07,-585,
2006-08,554,
2006-09,9539,
2006-10,5133,
2006-11,7344,
2006-12,4216,
2007-01,11973,
2007-02,-7065,
2007-03,6359,
2007-04,35615,
2007-05,-15168,
2007-06,-24786,
2007-07,5808,
2007-08,-3792,
2007-09,5718,
2007-10,2521,
2007-11,1352,
2007-12,-920,
2008-01,16053,
2008-02,-18211,
2008-03,26464,
2008-04,29369,
2008-05,-14280,
2008-06,-24189,
2008-07,2746,
2008-08,25801,
2008-09,2231,
2008-10,-10698,
2008-11,1231,
2008-12,30810,
2009-01,7082,
2009-02,6707,
2009-03,-3633,
2009-04,11984,
2009-05,-8482,
2009-06,4991,
2009-07,-3630,
2009-08,-6354,
2009-09,469,
2009-10,-5099,
2009-11,2361,
2009-12,-9749,
2010-01,8069,
2010-02,-11112,
2010-03,-5157,
2010-04,24670,
2010-05,-52276,
2010-06,-9730,
2010-07,-4462,
2010-08,1581,
2010-09,-5186,
2010-10,1650,
2010-11,5234,
2010-12,-4274,
2011-01,17009,
2011-02,-7165,
2011-03,-536,
2011-04,22442,
2011-05,-24729,
2011-06,-12367,
2011-07,-4227,
2011-08,-6127,
2011-09,-5472,
2011-10,-2055,
2011-11,1719,
2011-12,-4797,
2012-01,4292,
2012-02,-5821,
2012-03,8394,
2012-04,12944,
2012-05,-20613,
2012-06,-9150,
2012-07,-595,
2012-08,1552,
2012-09,4960,
2012-10,-4959,
2012-11,787,
2012-12,-2818,
2013-01,10590,
2013-02,-3522,
2013-03,7893,
2013-04,17213,
2013-05,-14171,
2013-06,-6076,
2013-07,849,
2013-08,-1972,
2013-09,1283,
2013-10,345,
2013-11,1733,
2013-12,-6293,
2014-01,10405,
2014-02,-8678,
2014-03,6013,
2014-04,13813,
2014-05,-9599,
2014-06,-931,
2014-07,3329,
2014-08,-3368,
2014-09,2082,
2014-10,-4537,
2014-11,5977,
2014-12,5433,
2015-01,6843,
