"",BBK01.OUM112,BBK01.OUM112_FLAGS
"",Sight deposits of domestic banks (MFIs) (excluding the Bundesbank) / Mortgage banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:10:16,
1958-12,0.028,
1959-01,-,Nothing exists
1959-02,-,Nothing exists
1959-03,-,Nothing exists
1959-04,-,Nothing exists
1959-05,-,Nothing exists
1959-06,0.011,
1959-07,-,Nothing exists
1959-08,-,Nothing exists
1959-09,-,Nothing exists
1959-10,-,Nothing exists
1959-11,-,Nothing exists
1959-12,0.009,
1960-01,-,Nothing exists
1960-02,-,Nothing exists
1960-03,-,Nothing exists
1960-04,-,Nothing exists
1960-05,-,Nothing exists
1960-06,0.021,
1960-07,-,Nothing exists
1960-08,-,Nothing exists
1960-09,-,Nothing exists
1960-10,-,Nothing exists
1960-11,-,Nothing exists
1960-12,0.018,
1961-01,-,Nothing exists
1961-02,-,Nothing exists
1961-03,-,Nothing exists
1961-04,-,Nothing exists
1961-05,-,Nothing exists
1961-06,0.016,
1961-07,-,Nothing exists
1961-08,-,Nothing exists
1961-09,-,Nothing exists
1961-10,-,Nothing exists
1961-11,-,Nothing exists
1961-12,0.022,
1962-01,-,Nothing exists
1962-02,-,Nothing exists
1962-03,-,Nothing exists
1962-04,-,Nothing exists
1962-05,-,Nothing exists
1962-06,0.019,
1962-07,-,Nothing exists
1962-08,-,Nothing exists
1962-09,-,Nothing exists
1962-10,-,Nothing exists
1962-11,-,Nothing exists
1962-12,0.016,
1963-01,-,Nothing exists
1963-02,-,Nothing exists
1963-03,-,Nothing exists
1963-04,-,Nothing exists
1963-05,-,Nothing exists
1963-06,0.020,
1963-07,-,Nothing exists
1963-08,-,Nothing exists
1963-09,-,Nothing exists
1963-10,-,Nothing exists
1963-11,-,Nothing exists
1963-12,0.016,
1964-01,-,Nothing exists
1964-02,-,Nothing exists
1964-03,-,Nothing exists
1964-04,-,Nothing exists
1964-05,-,Nothing exists
1964-06,0.022,
1964-07,-,Nothing exists
1964-08,-,Nothing exists
1964-09,-,Nothing exists
1964-10,-,Nothing exists
1964-11,-,Nothing exists
1964-12,0.070,
1965-01,0.080,
1965-02,0.075,
1965-03,0.039,
1965-04,0.036,
1965-05,0.032,
1965-06,0.026,
1965-07,0.026,
1965-08,0.043,
1965-09,0.030,
1965-10,0.020,
1965-11,0.044,
1965-12,0.017,
1966-01,0.020,
1966-02,0.018,
1966-03,0.014,
1966-04,0.014,
1966-05,0.014,
1966-06,0.026,
1966-07,0.013,
1966-08,0.044,
1966-09,0.020,
1966-10,0.040,
1966-11,0.066,
1966-12,0.029,
1967-01,0.027,
1967-02,0.035,
1967-03,0.027,
1967-04,0.029,
1967-05,0.034,
1967-06,0.024,
1967-07,0.011,
1967-08,0.020,
1967-09,0.020,
1967-10,0.019,
1967-11,0.025,
1967-12,0.035,
1968-01,0.018,
1968-02,0.028,
1968-03,0.017,
1968-04,0.013,
1968-05,0.017,
1968-06,0.012,
