"",BBK01.CEF60I,BBK01.CEF60I_FLAGS
"","Insurance, pension an standardised guarantee schemes                             debtor: Total           creditor: Households (incl. NPISH)",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:31:52,
1999-01,900.6,
1999-04,913.8,
1999-07,929.0,
1999-10,948.3,
2000-01,971.8,
2000-04,987.3,
2000-07,1004.2,
2000-10,1019.4,
2001-01,1041.2,
2001-04,1054.6,
2001-07,1071.4,
2001-10,1076.1,
2002-01,1098.9,
2002-04,1112.0,
2002-07,1127.1,
2002-10,1119.7,
2003-01,1138.1,
2003-04,1150.7,
2003-07,1163.7,
2003-10,1173.4,
2004-01,1189.2,
2004-04,1199.6,
2004-07,1210.6,
2004-10,1227.2,
2005-01,1243.9,
2005-04,1255.4,
2005-07,1267.9,
2005-10,1297.7,
2006-01,1318.1,
2006-04,1335.3,
2006-07,1354.6,
2006-10,1372.5,
2007-01,1388.8,
2007-04,1403.0,
2007-07,1419.1,
2007-10,1447.0,
2008-01,1453.9,
2008-04,1461.0,
2008-07,1468.2,
2008-10,1475.6,
2009-01,1493.7,
2009-04,1513.1,
2009-07,1532.5,
2009-10,1552.8,
2010-01,1571.6,
2010-04,1591.2,
2010-07,1610.1,
2010-10,1631.2,
2011-01,1644.0,
2011-04,1656.2,
2011-07,1668.3,
2011-10,1681.9,
2012-01,1703.8,
2012-04,1723.1,
2012-07,1742.9,
2012-10,1769.2,
2013-01,1790.7,
2013-04,1810.7,
2013-07,1830.6,
2013-10,1855.6,
2014-01,1882.9,
2014-04,1900.5,
2014-07,1913.8,
