"",BBK01.CEB630,BBK01.CEB630_FLAGS
"",Insurance technical reserves debtor: Monetary financial institutions                     creditor:  All sectors,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:17:20,
1991-01,9.8,
1991-04,10.0,
1991-07,10.1,
1991-10,10.3,
1992-01,10.5,
1992-04,10.6,
1992-07,10.8,
1992-10,11.0,
1993-01,11.2,
1993-04,11.4,
1993-07,11.6,
1993-10,11.8,
1994-01,11.9,
1994-04,12.0,
1994-07,12.1,
1994-10,12.3,
1995-01,12.5,
1995-04,12.6,
1995-07,12.8,
1995-10,13.0,
1996-01,13.2,
1996-04,13.3,
1996-07,13.4,
1996-10,13.5,
1997-01,13.6,
1997-04,13.7,
1997-07,13.9,
1997-10,14.0,
1998-01,14.2,
1998-04,14.4,
1998-07,14.5,
1998-10,14.8,
1999-01,14.9,
1999-04,15.0,
1999-07,15.1,
1999-10,15.2,
2000-01,15.5,
2000-04,15.8,
2000-07,16.0,
2000-10,16.3,
2001-01,16.6,
2001-04,16.8,
2001-07,17.1,
2001-10,17.4,
2002-01,17.6,
2002-04,17.9,
2002-07,18.1,
2002-10,18.3,
2003-01,18.8,
2003-04,19.2,
2003-07,19.7,
2003-10,20.1,
2004-01,20.6,
2004-04,21.2,
2004-07,21.7,
2004-10,22.3,
2005-01,22.5,
2005-04,22.8,
2005-07,23.1,
2005-10,23.5,
2006-01,23.8,
2006-04,24.1,
2006-07,24.4,
2006-10,24.9,
2007-01,25.6,
2007-04,26.3,
2007-07,27.1,
2007-10,27.9,
2008-01,28.8,
2008-04,29.8,
2008-07,30.8,
2008-10,31.9,
2009-01,32.9,
2009-04,34.0,
2009-07,35.0,
2009-10,36.1,
2010-01,37.2,
2010-04,38.5,
2010-07,39.7,
2010-10,40.9,
2011-01,42.1,
2011-04,43.3,
2011-07,44.5,
2011-10,45.7,
2012-01,46.9,
2012-04,48.1,
2012-07,49.3,
2012-10,50.5,
2013-01,51.7,
2013-04,53.0,
2013-07,54.2,
2013-10,55.4,
2014-01,56.6,
