"",BBK01.SUD238,BBK01.SUD238_FLAGS
"",New business (volumes) of German banks / Loans to non-financial corporations up to EUR 0.25 million with an initial rate fixation of over 3 months and up to 1 year,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-03 10:27:16,
2010-06,305,
2010-07,314,
2010-08,329,
2010-09,308,
2010-10,310,
2010-11,964,
2010-12,530,
2011-01,282,
2011-02,276,
2011-03,347,
2011-04,253,
2011-05,290,
2011-06,248,
2011-07,299,
2011-08,233,
2011-09,224,
2011-10,236,
2011-11,215,
2011-12,240,
2012-01,295,
2012-02,290,
2012-03,363,
2012-04,268,
2012-05,256,
2012-06,334,
2012-07,284,
2012-08,306,
2012-09,300,
2012-10,297,
2012-11,301,
2012-12,281,
2013-01,300,
2013-02,349,
2013-03,413,
2013-04,372,
2013-05,364,
2013-06,247,
2013-07,273,
2013-08,217,
2013-09,223,
2013-10,225,
2013-11,217,
2013-12,223,
2014-01,258,
2014-02,194,
2014-03,228,
2014-04,161,
2014-05,142,
2014-06,152,
2014-07,319,
2014-08,264,
2014-09,294,
2014-10,331,
2014-11,274,
2014-12,335,Provisional value
"",General: Estimated. The volume of new business is extrapolated to form the underlying total using the Horvitz-Thompson estimator. The amount refers to the single loan transaction considered as new business. p = Provisional,
