"",BBK01.BQ8065,BBK01.BQ8065_FLAGS
"",General government debt as defined in the Maastricht Treaty as a % of GDP - Germany - central government,
unit,% (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-16 16:34:22,
2000-01,39.0,
2000-04,38.5,
2000-07,38.7,
2000-10,37.8,
2001-01,36.8,
2001-04,36.1,
2001-07,36.2,
2001-10,35.9,
2002-01,36.6,
2002-04,36.3,
2002-07,36.6,
2002-10,36.4,
2003-01,37.3,
2003-04,37.5,
2003-07,38.2,
2003-10,38.4,
2004-01,39.7,
2004-04,39.5,
2004-07,39.8,
2004-10,39.4,
2005-01,40.3,
2005-04,40.5,
2005-07,41.0,
2005-10,40.9,
2006-01,40.9,
2006-04,41.1,
2006-07,41.5,
2006-10,40.8,
2007-01,40.3,
2007-04,40.8,
2007-07,39.4,
2007-10,39.1,
2008-01,39.2,
2008-04,39.2,
2008-07,38.9,
2008-10,39.5,
2009-01,40.8,
2009-04,43.4,
2009-07,43.9,
2009-10,43.9,
2010-01,44.1,Provisional value
2010-04,43.9,Provisional value
2010-07,44.1,Provisional value
2010-10,51.2,Provisional value
2011-01,50.5,Provisional value
2011-04,50.0,Provisional value
2011-07,50.0,Provisional value
2011-10,49.2,Provisional value
2012-01,49.6,Provisional value
2012-04,50.5,Provisional value
2012-07,49.7,Provisional value
2012-10,49.9,Provisional value
2013-01,49.9,Provisional value
2013-04,49.8,Provisional value
2013-07,49.0,Provisional value
2013-10,49.0,Provisional value
2014-01,48.3,Provisional value
2014-04,48.3,Provisional value
2014-07,47.8,Provisional value
