"",BBK01.BQ2901,BBK01.BQ2901_FLAGS
"","Central, state and local government - budgetary accounts (Germany as a whole) - revenue",
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-16 16:34:59,
1991-01,89201,
1991-04,95002,
1991-07,103815,
1991-10,120197,
1992-01,106345,
1992-04,115085,
1992-07,113019,
1992-10,126663,
1993-01,109031,
1993-04,117717,
1993-07,112544,
1993-10,133931,
1994-01,118267,comment
1994-04,126785,comment
1994-07,119152,comment
1994-10,138508,comment
1995-01,121139,
1995-04,122203,
1995-07,127633,
1995-10,150285,
1996-01,120283,
1996-04,122656,
1996-07,122399,
1996-10,143030,
1997-01,117542,
1997-04,122052,
1997-07,125948,
1997-10,150119,
1998-01,123240,
1998-04,134749,
1998-07,128243,
1998-10,160572,
1999-01,122902,
1999-04,139123,
1999-07,134247,
1999-10,166513,
2000-01,125713,
2000-04,141933,
2000-07,185483,
2000-10,156284,
2001-01,126732,
2001-04,139373,
2001-07,136313,
2001-10,149942,
2002-01,118328,
2002-04,137786,
2002-07,135314,
2002-10,157166,
2003-01,117204,
2003-04,135796,
2003-07,131174,
2003-10,161819,Provisional value
2004-01,116331,Provisional value
2004-04,132927,Provisional value
2004-07,133365,Provisional value
2004-10,159697,Provisional value
2005-01,121706,Provisional value
2005-04,138857,Provisional value
2005-07,144191,Provisional value
2005-10,162698,Provisional value
2006-01,131421,Provisional value
2006-04,144316,Provisional value
2006-07,146435,Provisional value
2006-10,166359,Provisional value
2007-01,149409,Provisional value
2007-04,158480,Provisional value
2007-07,155420,Provisional value
2007-10,179744,Provisional value
2008-01,160045,Provisional value
2008-04,166127,Provisional value
2008-07,159653,Provisional value
2008-10,181107,Provisional value
2009-01,156580,Provisional value
2009-04,154794,Provisional value
2009-07,148855,Provisional value
2009-10,169354,Provisional value
2010-01,147859,Provisional value
2010-04,163580,Provisional value
2010-07,153757,Provisional value
2010-10,183524,Provisional value
2011-01,162439,Provisional value
2011-04,189473,Provisional value
2011-07,162622,Provisional value
2011-10,196056,Provisional value
2012-01,174023,Provisional value
2012-04,190430,Provisional value
2012-07,178069,Provisional value
2012-10,199102,Provisional value
2013-01,177816,Provisional value
2013-04,193492,Provisional value
2013-07,183371,Provisional value
2013-10,204404,Provisional value
2014-01,186800,Provisional value
2014-04,191900,Provisional value
"",General: For Germany as a whole (excluding hospitals with commercial accounting practices),
