"",BBK01.BQ2921,BBK01.BQ2921_FLAGS
"","Central, state and local government - budgetary accounts (Germany as a whole) - personnel expenditure",
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-16 16:35:04,
1991-01,28318,
1991-04,30742,
1991-07,31375,
1991-10,40965,
1992-01,31819,
1992-04,32068,
1992-07,36867,
1992-10,43588,
1993-01,34204,
1993-04,35007,
1993-07,35956,
1993-10,45172,
1994-01,34959,
1994-04,35116,
1994-07,35891,
1994-10,45792,
1995-01,37456,
1995-04,38162,
1995-07,39911,
1995-10,48803,
1996-01,37907,
1996-04,38444,
1996-07,39573,
1996-10,49047,
1997-01,38339,
1997-04,38261,
1997-07,39483,
1997-10,48517,
1998-01,37828,
1998-04,38640,
1998-07,39479,
1998-10,49053,
1999-01,37406,
1999-04,40079,
1999-07,40190,
1999-10,49541,
2000-01,39157,
2000-04,39559,
2000-07,39379,
2000-10,49505,
2001-01,39503,
2001-04,39307,
2001-07,40066,
2001-10,49521,
2002-01,39921,
2002-04,40435,
2002-07,41396,
2002-10,49916,Provisional value
2003-01,40900,Provisional value
2003-04,40938,Provisional value
2003-07,42407,Provisional value
2003-10,48098,Provisional value
2004-01,41694,Provisional value
2004-04,41541,Provisional value
2004-07,41929,Provisional value
2004-10,46662,Provisional value
2005-01,41088,Provisional value
2005-04,41216,Provisional value
2005-07,41323,Provisional value
2005-10,47108,Provisional value
2006-01,40632,Provisional value
2006-04,40681,Provisional value
2006-07,40649,Provisional value
2006-10,46121,Provisional value
2007-01,42686,Provisional value
2007-04,43879,Provisional value
2007-07,44209,Provisional value
2007-10,49695,Provisional value
2008-01,43707,Provisional value
2008-04,44854,Provisional value
2008-07,45860,Provisional value
2008-10,51146,Provisional value
2009-01,45887,Provisional value
2009-04,47098,Provisional value
2009-07,47595,Provisional value
2009-10,52529,Provisional value
2010-01,47620,Provisional value
2010-04,48124,Provisional value
2010-07,48251,Provisional value
2010-10,54041,Provisional value
2011-01,49657,Provisional value
2011-04,50005,Provisional value
2011-07,50884,Provisional value
2011-10,55833,Provisional value
2012-01,51714,Provisional value
2012-04,52777,Provisional value
2012-07,53696,Provisional value
2012-10,58692,Provisional value
2013-01,53503,Provisional value
2013-04,54446,Provisional value
2013-07,54931,Provisional value
2013-10,60456,Provisional value
2014-01,55962,Provisional value
2014-04,56192,Provisional value
"",General: For Germany as a whole (excluding hospitals with commercial accounting practices),
