"",BBNZ1.Q.DE.N.H.0000.L,BBNZ1.Q.DE.N.H.0000.L_FLAGS
"","Germany / National accounts / Overall economy / Gross domestic product (price adjusted) 1, 2, 3",
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-24 08:21:10,
1970-01,41.16,
1970-04,44.56,
1970-07,46.62,
1970-10,47.41,
1971-01,43.59,
1971-04,45.67,
1971-07,47.87,
1971-10,48.26,
1972-01,45.65,
1972-04,47.41,
1972-07,49.44,
1972-10,50.88,
1973-01,48.90,
1973-04,50.15,
1973-07,51.33,
1973-10,52.22,
1974-01,49.80,
1974-04,50.62,
1974-07,52.01,
1974-10,51.99,
1975-01,48.43,
1975-04,49.83,
1975-07,51.21,
1975-10,53.16,
1976-01,51.01,
1976-04,52.57,
1976-07,53.37,
1976-10,55.72,
1977-01,53.20,
1977-04,54.14,
1977-07,54.96,
1977-10,57.47,
1978-01,54.49,
1978-04,56.04,
1978-07,56.70,
1978-10,59.17,
1979-01,56.61,
1979-04,58.78,
1979-07,59.09,
1979-10,61.33,
1980-01,59.36,
1980-04,58.99,
1980-07,59.62,
1980-10,61.12,
1981-01,58.95,
1981-04,59.25,
1981-07,60.23,
1981-10,61.95,
1982-01,59.23,
1982-04,59.48,
1982-07,59.36,
1982-10,61.34,
1983-01,59.29,
1983-04,60.15,
1983-07,60.43,
1983-10,63.30,
1984-01,61.78,
1984-04,60.73,
1984-07,62.36,
1984-10,65.19,
1985-01,62.06,
1985-04,62.86,
1985-07,64.34,
1985-10,66.60,
1986-01,62.88,
1986-04,65.00,
1986-07,65.64,
1986-10,68.20,
1987-01,63.82,
1987-04,65.34,
1987-07,66.61,
1987-10,69.63,
1988-01,66.80,
1988-04,67.71,
1988-07,69.01,
1988-10,71.71,
1989-01,69.92,
1989-04,70.94,
1989-07,71.14,
1989-10,73.98,
1990-01,73.71,
1990-04,73.65,
1990-07,75.27,
1990-10,78.34,
1991-01,77.47,
1991-04,78.79,
1991-07,79.67,
1991-10,80.43,
1992-01,79.62,
1992-04,79.81,
1992-07,81.34,
1992-10,81.67,
1993-01,77.66,
1993-04,79.15,
1993-07,81.07,
1993-10,81.47,
1994-01,79.53,
1994-04,80.89,
1994-07,82.86,
1994-10,83.94,
1995-01,81.34,
1995-04,82.59,
1995-07,84.18,
1995-10,84.63,
1996-01,81.19,
1996-04,83.08,
1996-07,85.44,
1996-10,85.64,
1997-01,81.57,
1997-04,85.56,
1997-07,87.04,
1997-10,87.33,
1998-01,85.04,
1998-04,86.10,
1998-07,88.47,
1998-10,88.58,
1999-01,85.77,
1999-04,87.55,
1999-07,90.31,
1999-10,91.49,
2000-01,89.55,
2000-04,91.06,
2000-07,92.67,
2000-10,92.42,
2001-01,91.66,
2001-04,92.52,
2001-07,94.07,
2001-10,93.68,
2002-01,90.65,
2002-04,92.66,
2002-07,95.06,
2002-10,93.59,
2003-01,90.26,
2003-04,91.45,
2003-07,94.29,
2003-10,93.30,
2004-01,91.71,
2004-04,92.91,
2004-07,94.86,
2004-10,94.17,
2005-01,91.05,
2005-04,94.08,
2005-07,96.08,
2005-10,95.09,
2006-01,94.98,
2006-04,96.35,
2006-07,99.46,
2006-10,99.44,
2007-01,99.09,
2007-04,99.64,
2007-07,102.75,
2007-10,101.52,
2008-01,101.11,
2008-04,102.67,
2008-07,103.83,
2008-10,99.63,
2009-01,94.48,
2009-04,94.61,
2009-07,97.98,
2009-10,97.21,
2010-01,96.94,
2010-04,99.06,
2010-07,102.49,
2010-10,101.50,
2011-01,102.75,
2011-04,102.62,
2011-07,105.67,
2011-10,103.32,
2012-01,104.25,
2012-04,102.89,
2012-07,105.75,
2012-10,103.03,
2013-01,102.42,
2013-04,103.36,
2013-07,106.55,
2013-10,104.02,
2014-01,105.10,
2014-04,104.40,
2014-07,107.87,
2014-10,105.68,
"","General: 1 Source of the original data: Federal Statistical Office. - 2 Territorial definition: Germany as of 1991, prior to that western Germany. Linked over annual average of 1991 (Bundesbank calculation). - 3 Methodology: Figures are chain-linked Laspeyres indices (annual overlap). As of 1970 up to the end of 1990, data basis according to ESA 1995. As of 1991, data basis according to ESA 2010.",
