"",BBK01.SU0010,BBK01.SU0010_FLAGS
"","Lending rates of banks / Mortgage loans secured by residential real estate, all types of interest rate agreements, effective interest rate / Average interest rate",
unit,% p.a. (hypothetically euro-based),
unit multiplier,one,
last update,2013-04-03 10:29:08,
1967-06,7.20,
1967-07,.,No value available
1967-08,.,No value available
1967-09,7.18,
1967-10,.,No value available
1967-11,.,No value available
1967-12,7.17,
1968-01,.,No value available
1968-02,.,No value available
1968-03,7.16,
1968-04,.,No value available
1968-05,.,No value available
1968-06,7.09,
1968-07,.,No value available
1968-08,.,No value available
1968-09,7.01,
1968-10,.,No value available
1968-11,6.94,
1968-12,.,No value available
1969-01,.,No value available
1969-02,6.90,
1969-03,.,No value available
1969-04,.,No value available
1969-05,6.99,
1969-06,.,No value available
1969-07,.,No value available
1969-08,7.40,
1969-09,.,No value available
1969-10,.,No value available
1969-11,7.49,
1969-12,.,No value available
1970-01,.,No value available
1970-02,8.06,
1970-03,.,No value available
1970-04,.,No value available
1970-05,8.61,
1970-06,.,No value available
1970-07,.,No value available
1970-08,8.75,
1970-09,.,No value available
1970-10,.,No value available
1970-11,8.81,
1970-12,.,No value available
1971-01,8.59,
1971-02,8.51,
1971-03,.,No value available
1971-04,.,No value available
1971-05,8.34,
1971-06,.,No value available
1971-07,.,No value available
1971-08,8.58,
1971-09,.,No value available
1971-10,.,No value available
1971-11,8.46,
1971-12,.,No value available
1972-01,.,No value available
1972-02,8.25,
1972-03,.,No value available
1972-04,.,No value available
1972-05,8.13,
1972-06,.,No value available
1972-07,.,No value available
1972-08,8.30,
1972-09,.,No value available
1972-10,.,No value available
1972-11,8.49,
1972-12,.,No value available
1973-01,.,No value available
1973-02,8.93,
1973-03,.,No value available
1973-04,.,No value available
1973-05,9.36,
1973-06,.,No value available
1973-07,10.34,
1973-08,10.45,
1973-09,.,No value available
1973-10,.,No value available
1973-11,10.39,
1973-12,.,No value available
1974-01,.,No value available
1974-02,10.33,
1974-03,.,No value available
1974-04,.,No value available
1974-05,10.55,
1974-06,.,No value available
1974-07,.,No value available
1974-08,10.54,
1974-09,.,No value available
1974-10,.,No value available
1974-11,10.44,
1974-12,.,No value available
1975-01,.,No value available
1975-02,9.67,
1975-03,9.45,
1975-04,9.28,
1975-05,8.94,
1975-06,8.53,
1975-07,8.43,
1975-08,8.33,
1975-09,8.28,
1975-10,8.27,
1975-11,8.24,
1975-12,8.20,
1976-01,8.17,
1976-02,8.12,
1976-03,8.02,
1976-04,7.74,
1976-05,7.74,
1976-06,7.78,
1976-07,7.82,
1976-08,7.81,
1976-09,7.77,
1976-10,7.74,
1976-11,7.70,
1976-12,7.63,
1977-01,7.58,
1977-02,7.50,
1977-03,7.47,
1977-04,7.24,
1977-05,7.05,
1977-06,6.98,
1977-07,6.93,
1977-08,6.84,
1977-09,6.69,
1977-10,6.63,
1977-11,6.60,
1977-12,6.56,
1978-01,6.56,
1978-02,6.42,
1978-03,6.29,
1978-04,6.22,
1978-05,6.20,
1978-06,6.25,
1978-07,6.39,
1978-08,6.54,
1978-09,6.56,
1978-10,6.52,
1978-11,6.56,
1978-12,6.57,
1979-01,6.59,
1979-02,6.75,
1979-03,6.93,
1979-04,7.18,
1979-05,7.34,
1979-06,7.63,
1979-07,7.85,
1979-08,8.10,
1979-09,8.13,
1979-10,8.15,
1979-11,8.58,
1979-12,8.74,
1980-01,8.80,
1980-02,8.85,
1980-03,9.89,
1980-04,10.13,
1980-05,10.10,
1980-06,9.93,
1980-07,9.76,
1980-08,9.52,
1980-09,9.30,
1980-10,9.29,
1980-11,9.49,
1980-12,9.57,
1981-01,9.62,
1981-02,9.92,
1981-03,10.72,
1981-04,10.83,
1981-05,11.15,
1981-06,11.46,
1981-07,11.60,
1981-08,11.77,
1981-09,11.91,
1981-10,11.47,
1981-11,11.30,
1981-12,11.01,
1982-01,10.90,
1982-02,10.90,
1982-03,10.70,
1982-04,10.21,
1982-05,9.88,
"","General: Most frequently occuring interest rate for new business within the reporting period (the two middle weeks of a given month). The average rates are calculated as unweighted arithmetic means from the interest rates reported to be within the spread. The spread is ascertained by eliminating the reports in the top 5% and the bottom 5% of the interest rate range. The calculation of the effective interest rate is based on an annual redemption rate of 1% plus interest saved, up to December 1977 on the assumption that annuity payments are made annually with redemptions being included annually; from January 1978 the repayment conditions agreed upon in each case by the banks involved are taken into account; the change in January 1978 resulted in an increase of the interest rate level of 0.18 percentage point. From June 1982 no longer collected.",
