"",BBK01.WT4007,BBK01.WT4007_FLAGS
"","DE0001137271 / Prices / 1,250 BSA 09 II",
unit,PROZENT (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-27 12:35:57,
2009-09-09,100.050,
2009-09-10,100.030,
2009-09-11,100.070,
2009-09-12,.,No value available
2009-09-13,.,No value available
2009-09-14,100.050,
2009-09-15,100.005,
2009-09-16,100.055,
2009-09-17,99.930,
2009-09-18,99.980,
2009-09-19,.,No value available
2009-09-20,.,No value available
2009-09-21,99.960,
2009-09-22,99.950,
2009-09-23,99.930,
2009-09-24,100.070,
2009-09-25,100.110,
2009-09-26,.,No value available
2009-09-27,.,No value available
2009-09-28,100.085,
2009-09-29,100.050,
2009-09-30,99.910,
2009-10-01,99.920,
2009-10-02,100.095,
2009-10-03,.,No value available
2009-10-04,.,No value available
2009-10-05,100.100,
2009-10-06,100.055,
2009-10-07,100.070,
2009-10-08,100.000,
2009-10-09,99.890,
2009-10-10,.,No value available
2009-10-11,.,No value available
2009-10-12,99.785,
2009-10-13,99.890,
2009-10-14,99.880,
2009-10-15,99.790,
2009-10-16,99.700,
2009-10-17,.,No value available
2009-10-18,.,No value available
2009-10-19,99.640,
2009-10-20,99.740,
2009-10-21,99.755,
2009-10-22,99.750,
2009-10-23,99.756,
2009-10-24,.,No value available
2009-10-25,.,No value available
2009-10-26,99.745,
2009-10-27,99.850,
2009-10-28,99.940,
2009-10-29,99.930,
2009-10-30,99.860,
2009-10-31,.,No value available
2009-11-01,.,No value available
2009-11-02,99.900,
2009-11-03,100.005,
2009-11-04,99.920,
2009-11-05,99.945,
2009-11-06,99.920,
2009-11-07,.,No value available
2009-11-08,.,No value available
2009-11-09,100.020,
2009-11-10,100.050,
2009-11-11,100.015,
2009-11-12,100.080,
2009-11-13,100.110,
2009-11-14,.,No value available
2009-11-15,.,No value available
2009-11-16,100.110,
2009-11-17,100.125,
2009-11-18,100.110,
2009-11-19,100.100,
2009-11-20,100.150,
2009-11-21,.,No value available
2009-11-22,.,No value available
2009-11-23,100.060,
2009-11-24,100.060,
2009-11-25,100.050,
2009-11-26,100.140,
2009-11-27,100.250,
2009-11-28,.,No value available
2009-11-29,.,No value available
2009-11-30,100.180,
2009-12-01,100.150,
2009-12-02,100.180,
2009-12-03,100.060,
2009-12-04,100.175,
2009-12-05,.,No value available
2009-12-06,.,No value available
2009-12-07,100.020,
2009-12-08,100.230,
2009-12-09,100.260,
2009-12-10,100.265,
2009-12-11,100.195,
2009-12-12,.,No value available
2009-12-13,.,No value available
2009-12-14,100.210,
2009-12-15,100.260,
2009-12-16,100.220,
2009-12-17,100.350,
2009-12-18,100.350,
2009-12-19,.,No value available
2009-12-20,.,No value available
2009-12-21,100.375,
2009-12-22,100.330,
2009-12-23,100.355,
2009-12-24,.,No value available
2009-12-25,.,No value available
2009-12-26,.,No value available
2009-12-27,.,No value available
2009-12-28,100.245,
2009-12-29,100.190,
2009-12-30,100.130,
2009-12-31,.,No value available
2010-01-01,.,No value available
2010-01-02,.,No value available
2010-01-03,.,No value available
2010-01-04,100.040,
2010-01-05,100.080,
2010-01-06,100.155,
2010-01-07,100.155,
2010-01-08,100.160,
2010-01-09,.,No value available
2010-01-10,.,No value available
2010-01-11,100.230,
2010-01-12,100.280,
2010-01-13,100.240,
2010-01-14,100.290,
2010-01-15,100.365,
2010-01-16,.,No value available
2010-01-17,.,No value available
2010-01-18,100.400,
2010-01-19,100.290,
2010-01-20,100.320,
2010-01-21,100.380,
2010-01-22,100.430,
2010-01-23,.,No value available
2010-01-24,.,No value available
2010-01-25,100.400,
2010-01-26,100.450,
2010-01-27,100.360,
2010-01-28,100.330,
2010-01-29,100.380,
2010-01-30,.,No value available
2010-01-31,.,No value available
2010-02-01,100.390,
2010-02-02,100.385,
2010-02-03,100.370,
2010-02-04,100.390,
2010-02-05,100.590,
2010-02-06,.,No value available
2010-02-07,.,No value available
2010-02-08,100.575,
2010-02-09,100.550,
2010-02-10,100.490,
2010-02-11,100.470,
2010-02-12,100.530,
2010-02-13,.,No value available
2010-02-14,.,No value available
2010-02-15,100.585,
2010-02-16,100.595,
2010-02-17,100.590,
2010-02-18,100.600,
2010-02-19,100.550,
2010-02-20,.,No value available
2010-02-21,.,No value available
2010-02-22,100.575,
2010-02-23,100.610,
2010-02-24,100.710,
2010-02-25,100.780,
2010-02-26,100.785,
2010-02-27,.,No value available
2010-02-28,.,No value available
2010-03-01,100.760,
2010-03-02,100.790,
2010-03-03,100.770,
2010-03-04,100.730,
2010-03-05,100.765,
2010-03-06,.,No value available
2010-03-07,.,No value available
2010-03-08,100.725,
2010-03-09,100.740,
2010-03-10,100.720,
2010-03-11,100.655,
2010-03-12,100.635,
2010-03-13,.,No value available
2010-03-14,.,No value available
2010-03-15,100.655,
2010-03-16,100.670,
2010-03-17,100.740,
2010-03-18,100.760,
2010-03-19,100.730,
2010-03-20,.,No value available
2010-03-21,.,No value available
2010-03-22,100.740,
2010-03-23,100.760,
2010-03-24,100.760,
2010-03-25,100.750,
2010-03-26,100.710,
2010-03-27,.,No value available
2010-03-28,.,No value available
2010-03-29,100.730,
2010-03-30,100.770,
2010-03-31,100.760,
2010-04-01,100.740,
2010-04-02,.,No value available
2010-04-03,.,No value available
2010-04-04,.,No value available
2010-04-05,.,No value available
2010-04-06,100.690,
2010-04-07,100.720,
2010-04-08,100.785,
2010-04-09,100.755,
2010-04-10,.,No value available
2010-04-11,.,No value available
2010-04-12,100.685,
2010-04-13,100.700,
2010-04-14,100.710,
2010-04-15,100.750,
2010-04-16,100.770,
2010-04-17,.,No value available
2010-04-18,.,No value available
2010-04-19,100.810,
2010-04-20,100.780,
2010-04-21,100.785,
2010-04-22,100.795,
2010-04-23,100.781,
2010-04-24,.,No value available
2010-04-25,.,No value available
2010-04-26,100.795,
2010-04-27,100.816,
2010-04-28,100.920,
2010-04-29,100.910,
2010-04-30,100.885,
2010-05-01,.,No value available
2010-05-02,.,No value available
2010-05-03,100.875,
2010-05-04,100.930,
2010-05-05,101.050,
2010-05-06,101.120,
2010-05-07,101.253,
2010-05-08,.,No value available
2010-05-09,.,No value available
2010-05-10,101.090,
2010-05-11,101.170,
2010-05-12,101.160,
2010-05-13,101.130,
2010-05-14,101.180,
2010-05-15,.,No value available
2010-05-16,.,No value available
2010-05-17,101.160,
2010-05-18,101.140,
2010-05-19,101.190,
2010-05-20,101.180,
2010-05-21,101.230,
2010-05-22,.,No value available
2010-05-23,.,No value available
2010-05-24,101.170,
2010-05-25,101.220,
2010-05-26,101.200,
2010-05-27,101.200,
2010-05-28,101.190,
2010-05-29,.,No value available
2010-05-30,.,No value available
2010-05-31,101.180,
2010-06-01,101.190,
2010-06-02,101.155,
2010-06-03,101.120,
2010-06-04,101.120,
2010-06-05,.,No value available
2010-06-06,.,No value available
2010-06-07,101.230,
2010-06-08,101.240,
2010-06-09,101.245,
2010-06-10,101.230,
2010-06-11,101.225,
2010-06-12,.,No value available
2010-06-13,.,No value available
2010-06-14,101.220,
2010-06-15,101.200,
2010-06-16,101.180,
2010-06-17,101.170,
2010-06-18,101.100,
2010-06-19,.,No value available
2010-06-20,.,No value available
2010-06-21,101.035,
2010-06-22,101.060,
2010-06-23,101.035,
2010-06-24,101.010,
2010-06-25,101.020,
2010-06-26,.,No value available
