"",BBK01.WZ3452,BBK01.WZ3452_FLAGS
"","Yields, derived from the term structure of interest rates, on listed Federal securities with annual coupon payments / residual maturity of 3 years / moving averages",
unit,Prozent (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-02 10:11:03,
1983-01,9.38,
1983-02,9.32,
1983-03,9.23,
1983-04,9.17,
1983-05,9.14,
1983-06,9.13,
1983-07,9.13,
1983-08,9.13,
1983-09,9.13,
1983-10,9.11,
1983-11,9.08,
1983-12,9.05,
1984-01,9.01,
1984-02,8.92,
1984-03,8.83,
1984-04,8.73,
1984-05,8.61,
1984-06,8.50,
1984-07,8.39,
1984-08,8.26,
1984-09,8.13,
1984-10,8.03,
1984-11,7.93,
1984-12,7.83,
1985-01,7.74,
1985-02,7.67,
1985-03,7.61,
1985-04,7.56,
1985-05,7.49,
1985-06,7.41,
1985-07,7.32,
1985-08,7.23,
1985-09,7.15,
1985-10,7.10,
1985-11,7.04,
1985-12,6.99,
1986-01,6.95,
1986-02,6.90,
1986-03,6.86,
1986-04,6.81,
1986-05,6.75,
1986-06,6.68,
1986-07,6.61,
1986-08,6.53,
1986-09,6.45,
1986-10,6.38,
1986-11,6.31,
1986-12,6.24,
1987-01,6.16,
1987-02,6.09,
1987-03,6.02,
1987-04,5.94,
1987-05,5.85,
1987-06,5.77,
1987-07,5.70,
1987-08,5.64,
1987-09,5.59,
1987-10,5.55,
1987-11,5.50,
1987-12,5.46,
1988-01,5.41,
1988-02,5.33,
1988-03,5.26,
1988-04,5.20,
1988-05,5.16,
1988-06,5.14,
1988-07,5.14,
1988-08,5.15,
1988-09,5.15,
1988-10,5.13,
1988-11,5.13,
1988-12,5.13,
1989-01,5.16,
1989-02,5.20,
1989-03,5.25,
1989-04,5.30,
1989-05,5.35,
1989-06,5.40,
1989-07,5.44,
1989-08,5.49,
1989-09,5.55,
1989-10,5.62,
1989-11,5.69,
1989-12,5.75,
1990-01,5.84,
1990-02,5.96,
1990-03,6.07,
1990-04,6.20,
1990-05,6.32,
1990-06,6.44,
1990-07,6.54,
1990-08,6.65,
1990-09,6.75,
1990-10,6.85,
1990-11,6.97,
1990-12,7.09,
1991-01,7.21,
1991-02,7.32,
1991-03,7.44,
1991-04,7.55,
1991-05,7.65,
1991-06,7.74,
1991-07,7.83,
1991-08,7.91,
1991-09,8.00,
1991-10,8.10,
1991-11,8.19,
1991-12,8.27,
1992-01,8.32,
1992-02,8.36,
1992-03,8.41,
1992-04,8.46,
1992-05,8.50,
1992-06,8.55,
1992-07,8.61,
1992-08,8.67,
1992-09,8.68,
1992-10,8.68,
1992-11,8.66,
1992-12,8.65,
1993-01,8.61,
1993-02,8.54,
1993-03,8.46,
1993-04,8.39,
1993-05,8.32,
1993-06,8.24,
1993-07,8.17,
1993-08,8.08,
1993-09,7.98,
1993-10,7.88,
1993-11,7.77,
1993-12,7.66,
1994-01,7.55,
1994-02,7.46,
1994-03,7.38,
1994-04,7.30,
1994-05,7.22,
1994-06,7.15,
1994-07,7.06,
1994-08,6.99,
1994-09,6.93,
1994-10,6.87,
1994-11,6.80,
1994-12,6.75,
1995-01,6.71,
1995-02,6.66,
1995-03,6.58,
1995-04,6.50,
1995-05,6.41,
1995-06,6.32,
1995-07,6.23,
1995-08,6.13,
1995-09,6.04,
1995-10,5.98,
1995-11,5.90,
1995-12,5.82,
1996-01,5.75,
1996-02,5.70,
1996-03,5.65,
1996-04,5.60,
1996-05,5.55,
1996-06,5.51,
