"",BBK01.CEF620,BBK01.CEF620_FLAGS
"","Insurance, pension an standardised guarantee schemes                            debtor: Domestic financial corporations    creditor: Total",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:34:16,
1999-01,878.7,
1999-04,892.7,
1999-07,908.9,
1999-10,929.7,
2000-01,954.2,
2000-04,968.1,
2000-07,983.4,
2000-10,994.1,
2001-01,1017.9,
2001-04,1030.9,
2001-07,1049.4,
2001-10,1063.0,
2002-01,1091.6,
2002-04,1104.7,
2002-07,1120.5,
2002-10,1107.7,
2003-01,1127.0,
2003-04,1140.4,
2003-07,1153.3,
2003-10,1162.5,
2004-01,1180.2,
2004-04,1189.9,
2004-07,1201.4,
2004-10,1218.5,
2005-01,1238.0,
2005-04,1249.3,
2005-07,1263.9,
2005-10,1297.8,
2006-01,1310.6,
2006-04,1323.8,
2006-07,1339.1,
2006-10,1354.5,
2007-01,1366.6,
2007-04,1376.5,
2007-07,1388.4,
2007-10,1414.6,
2008-01,1420.3,
2008-04,1426.1,
2008-07,1431.9,
2008-10,1436.9,
2009-01,1452.0,
2009-04,1468.3,
2009-07,1484.8,
2009-10,1501.8,
2010-01,1520.8,
2010-04,1540.6,
2010-07,1559.9,
2010-10,1582.0,
2011-01,1595.3,
2011-04,1608.0,
2011-07,1620.6,
2011-10,1635.9,
2012-01,1656.9,
2012-04,1675.3,
2012-07,1694.1,
2012-10,1719.5,
2013-01,1739.9,
2013-04,1758.7,
2013-07,1777.6,
2013-10,1801.5,
2014-01,1827.2,
2014-04,1843.2,
2014-07,1855.5,
