"",BBK01.BU1813,BBK01.BU1813_FLAGS
1964-01,-,Nothing exists
1964-02,-,Nothing exists
1964-03,-,Nothing exists
1964-04,-,Nothing exists
1964-05,-,Nothing exists
1964-06,-,Nothing exists
1964-07,-,Nothing exists
1964-08,-,Nothing exists
1964-09,-,Nothing exists
1964-10,-,Nothing exists
1964-11,-,Nothing exists
1964-12,279.7,
1965-01,-,Nothing exists
1965-02,-,Nothing exists
1965-03,-,Nothing exists
1965-04,-,Nothing exists
1965-05,-,Nothing exists
1965-06,-,Nothing exists
1965-07,-,Nothing exists
1965-08,-,Nothing exists
1965-09,-,Nothing exists
1965-10,-,Nothing exists
1965-11,-,Nothing exists
1965-12,411.6,
1966-01,580.3,
1966-02,570.1,
1966-03,570.1,
1966-04,529.7,
1966-05,524.6,
1966-06,424.4,
1966-07,380.2,
1966-08,370.0,
1966-09,474.1,
1966-10,544.5,
1966-11,718.4,
1966-12,1250.9,
1967-01,1347.3,
1967-02,1521.1,
1967-03,1521.1,
1967-04,1881.0,
1967-05,2114.2,
1967-06,2042.6,
1967-07,2369.8,
1967-08,2881.1,
1967-09,2881.1,
1967-10,2987.5,
1967-11,3174.1,
1967-12,3925.7,
1968-01,4485.6,
1968-02,4674.7,
1968-03,4715.6,
1968-04,4764.7,
1968-05,4866.1,
1968-06,4826.7,
1968-07,4826.7,
1968-08,4852.3,
1968-09,4816.5,
1968-10,4790.9,
1968-11,4706.5,
1968-12,4398.7,
1969-01,4296.2,
1969-02,4270.6,
1969-03,3915.3,
1969-04,3746.5,
1969-05,3484.9,
1969-06,3036.7,
1969-07,2452.8,
1969-08,2327.3,
1969-09,2253.9,
1969-10,2069.4,
1969-11,1824.0,
1969-12,1206.6,
1970-01,932.6,
1970-02,804.8,
1970-03,932.6,
1970-04,881.5,
1970-05,881.5,
1970-06,881.5,
1970-07,881.5,
1970-08,881.5,
1970-09,881.5,
1970-10,881.5,
1970-11,881.5,
1970-12,869.2,
1971-01,869.2,
1971-02,869.2,
1971-03,869.2,
1971-04,879.4,
1971-05,882.0,
1971-06,882.0,
1971-07,882.0,
1971-08,882.0,
1971-09,882.0,
1971-10,882.0,
1971-11,882.0,
1971-12,869.2,
1972-01,869.2,
1972-02,869.2,
1972-03,766.9,
1972-04,715.8,
1972-05,715.8,
1972-06,715.8,
1972-07,715.8,
1972-08,715.8,
1972-09,715.8,
1972-10,715.8,
1972-11,715.8,
1972-12,715.8,
1973-01,715.8,
1973-02,715.8,
1973-03,715.8,
1973-04,715.8,
1973-05,715.8,
1973-06,715.8,
1973-07,715.8,
1973-08,715.8,
1973-09,715.8,
1973-10,715.8,
1973-11,562.4,
1973-12,524.1,
1974-01,668.6,
1974-02,869.2,
1974-03,869.2,
1974-04,994.0,
1974-05,1309.8,
1974-06,1366.7,
1974-07,1312.2,
1974-08,1320.3,
1974-09,1653.1,
1974-10,2115.4,
1974-11,2507.2,
1974-12,2709.2,
1975-01,3220.0,
1975-02,3370.4,
1975-03,3662.6,
1975-04,3687.5,
1975-05,3912.5,
1975-06,3878.4,
1975-07,4329.4,
1975-08,5955.4,
1975-09,5990.6,
1975-10,6152.9,
1975-11,6385.4,
1975-12,6261.1,
1976-01,6214.5,
1976-02,5954.4,
1976-03,6032.1,
1976-04,6035.1,
1976-05,6042.7,
1976-06,5867.6,
1976-07,5614.6,
1976-08,5445.3,
1976-09,4786.4,
1976-10,4429.2,
1976-11,4946.4,
1976-12,4299.7,
1977-01,4176.3,
1977-02,4256.6,
1977-03,4139.6,
1977-04,4079.1,
1977-05,3786.0,
1977-06,3589.0,
1977-07,3332.3,
1977-08,3415.6,
1977-09,3313.0,
1977-10,3292.5,
1977-11,4192.9,
1977-12,4373.5,
1978-01,4357.1,
1978-02,4458.6,
1978-03,4515.7,
1978-04,4553.7,
1978-05,5321.3,
1978-06,5300.2,
1978-07,5627.9,
1978-08,5612.8,
1978-09,5616.1,
1978-10,5645.1,
1978-11,4798.1,
1978-12,4381.8,
1979-01,4235.1,
1979-02,4104.4,
1979-03,3820.9,
1979-04,3792.7,
1979-05,3766.7,
1979-06,3737.2,
1979-07,3727.3,
1979-08,3629.3,
1979-09,3627.8,
1979-10,3616.4,
1979-11,3842.4,
1979-12,4152.9,
1980-01,4316.7,
1980-02,4293.3,
1980-03,4187.7,
1980-04,4153.7,
1980-05,3380.6,
1980-06,3353.1,
1980-07,3203.7,
1980-08,3238.5,
1980-09,3235.3,
1980-10,3205.0,
1980-11,3146.3,
1980-12,3048.8,
1981-01,3030.9,
1981-02,3013.6,
1981-03,3156.1,
1981-04,3142.2,
1981-05,3150.4,
1981-06,3742.1,
1981-07,3988.8,
1981-08,4444.2,
1981-09,5272.4,
1981-10,5348.0,
1981-11,4696.7,
1981-12,4655.8,
1982-01,5244.6,
1982-02,5284.6,
1982-03,5517.2,
1982-04,5833.4,
1982-05,5971.2,
1982-06,6285.4,
1982-07,6941.5,
1982-08,7464.5,
1982-09,7454.1,
1982-10,7600.0,
1982-11,8200.0,
1982-12,8205.9,
1983-01,8016.5,
1983-02,8396.3,
1983-03,7974.9,
1983-04,7919.9,
1983-05,8784.8,
1983-06,8522.7,
1983-07,8554.1,
1983-08,8658.2,
1983-09,8654.7,
1983-10,8491.5,
1983-11,8166.1,
1983-12,7922.8,
1984-01,7366.0,
1984-02,7180.1,
1984-03,7123.0,
1984-04,6960.1,
1984-05,7160.7,
1984-06,6977.5,
1984-07,6311.8,
1984-08,5943.0,
1984-09,5795.7,
1984-10,5780.2,
1984-11,5080.1,
1984-12,5204.8,
1985-01,5166.9,
1985-02,6244.3,
1985-03,6823.9,
1985-04,6958.6,
1985-05,6132.6,
1985-06,5967.3,
1985-07,5647.2,
1985-08,5211.2,
1985-09,5171.7,
1985-10,5118.1,
1985-11,5031.0,
1985-12,5049.9,
1986-01,4799.1,
1986-02,4228.1,
1986-03,4088.2,
1986-04,3777.4,
1986-05,3643.8,
1986-06,3527.9,
1986-07,3504.5,
1986-08,3502.9,
1986-09,3410.9,
1986-10,3396.1,
1986-11,4204.2,
1986-12,4205.3,
1987-01,4236.9,
1987-02,2936.0,
1987-03,2732.7,
1987-04,2653.0,
1987-05,2569.2,
1987-06,2488.0,
1987-07,2380.7,
1987-08,2791.9,
1987-09,2789.8,
1987-10,2809.3,
1987-11,2794.1,
1987-12,2810.1,
1988-01,2749.1,
1988-02,2746.9,
1988-03,2737.4,
1988-04,2715.9,
1988-05,2715.9,
1988-06,3666.1,
1988-07,3619.2,
1988-08,3610.7,
1988-09,3634.5,
1988-10,2805.8,
1988-11,2805.5,
1988-12,2786.0,
1989-01,2719.7,
1989-02,3010.1,
1989-03,3400.9,
1989-04,3551.6,
1989-05,3696.3,
1989-06,3940.9,
1989-07,4438.4,
1989-08,4537.1,
1989-09,4873.4,
1989-10,5185.4,
1989-11,5684.6,
1989-12,6214.3,
1990-01,6844.9,
1990-02,6924.1,
1990-03,7284.3,
1990-04,7604.2,
1990-05,8076.2,
1990-06,7507.1,
1990-07,8143.9,
1990-08,10506.9,
1990-09,11987.3,
1990-10,12780.3,
1990-11,13192.1,
1990-12,19589.0,
1991-01,18700.0,
1991-02,18995.3,
1991-03,19308.5,
1991-04,19671.5,
1991-05,19892.9,
1991-06,19888.6,
1991-07,19616.3,
1991-08,19186.5,
1991-09,17559.0,
1991-10,17364.6,
1991-11,17706.3,
1991-12,17746.6,
1992-01,18228.3,
1992-02,18103.7,
1992-03,18479.7,
1992-04,18664.5,
1992-05,18654.0,
1992-06,18611.6,
1992-07,18323.9,
1992-08,18336.6,
1992-09,18591.6,
1992-10,19173.8,
1992-11,18912.4,
1992-12,18501.4,
1993-01,17700.9,
1993-02,18757.8,
1993-03,18695.2,
1993-04,17720.3,
1993-05,17621.9,
1993-06,15662.4,
1993-07,15740.4,
1993-08,15955.4,
1993-09,15876.4,
1993-10,15606.9,
1993-11,15704.3,
1993-12,15639.7,
1994-01,14485.2,
1994-02,13688.2,
1994-03,13409.2,
1994-04,13200.0,
1994-05,13060.3,
1994-06,12782.8,
1994-07,11440.5,
1994-08,11789.0,
1994-09,11459.8,
1994-10,11293.4,
1994-11,10841.7,
1994-12,10484.7,
1995-01,9197.7,
1995-02,7945.7,
1995-03,7437.0,
1995-04,6507.2,
1995-05,6017.1,
1995-06,5835.1,
1995-07,5592.4,
1995-08,4695.0,
1995-09,4562.5,
1995-10,4175.0,
1995-11,4125.5,
1995-12,4127.4,
1996-01,4454.2,
1996-02,4518.4,
1996-03,4454.8,
1996-04,4484.6,
1996-05,4450.3,
1996-06,4428.0,
1996-07,9966.6,
1996-08,9913.1,
1996-09,9988.7,
1996-10,14137.5,
1996-11,13999.7,
1996-12,14116.1,
1997-01,13855.3,
1997-02,13650.4,
1997-03,13643.3,
1997-04,13721.8,
1997-05,13792.5,
1997-06,13689.9,
1997-07,13259.6,
1997-08,13084.1,
1997-09,12743.0,
1997-10,13139.9,
1997-11,13256.5,
1997-12,13465.2,
1998-01,13294.1,
1998-02,13397.0,
1998-03,13104.7,
1998-04,13090.7,
1998-05,13083.0,
1998-06,13151.1,
1998-07,12761.6,
1998-08,12757.4,
1998-09,12723.4,
1998-10,12971.0,
1998-11,12876.0,
1998-12,13104.8,
1999-01,12712.7,
1999-02,12654.5,
1999-03,12569.4,
1999-04,12251.1,
1999-05,12184.3,
1999-06,11952.1,
1999-07,11960.9,
1999-08,11786.2,
1999-09,11793.5,
1999-10,11941.5,
1999-11,13719.8,
1999-12,12594.0,
2000-01,12258.7,
2000-02,11935.2,
2000-03,11790.5,
2000-04,11687.3,
2000-05,11719.6,
2000-06,11728.7,
2000-07,11772.5,
2000-08,11822.8,
2000-09,11849.9,
2000-10,11543.7,
2000-11,11563.7,
2000-12,11616.4,
2001-01,11769.2,
2001-02,11747.3,
2001-03,11798.2,
2001-04,13696.5,
2001-05,13756.4,
2001-06,13745.9,
2001-07,19224.0,
2001-08,19197.9,
2001-09,19548.6,
2001-10,22942.1,
2001-11,22991.3,
2001-12,23036.4,
2002-01,17751.6,
2002-02,18036.4,
2002-03,17817.2,
2002-04,12608.5,
2002-05,17535.1,
2002-06,22251.5,
2002-07,22364.9,
2002-08,27106.9,
2002-09,31439.6,
2002-10,31434.1,
2002-11,30861.3,
2002-12,30814.9,
2003-01,30885.1,
2003-02,30743.2,
2003-03,30630.3,
2003-04,30488.1,
2003-05,31187.8,
2003-06,31165.3,
2003-07,32020.1,
2003-08,32510.7,
2003-09,33423.7,
2003-10,33864.2,
2003-11,34940.3,
2003-12,36021.5,
2004-01,36867.1,
2004-02,36089.2,
2004-03,37208.5,
2004-04,36840.5,
2004-05,37905.2,
2004-06,37307.0,
2004-07,37442.1,
2004-08,37020.8,
2004-09,37494.4,
2004-10,36885.2,
2004-11,36939.6,
2004-12,35722.2,
2005-01,36384.2,
2005-02,36528.3,
2005-03,37488.5,
2005-04,37880.8,
2005-05,37334.6,
2005-06,37213.5,
2005-07,37034.1,
2005-08,36962.2,
2005-09,37183.0,
2005-10,36911.8,
2005-11,36285.0,
2005-12,36945.0,
2006-01,37394.5,
2006-02,37595.4,
2006-03,36882.0,
2006-04,38005.3,
2006-05,37979.2,
2006-06,37450.2,
2006-07,38715.5,
2006-08,39070.8,
2006-09,37894.6,
2006-10,38595.5,
2006-11,38560.2,
2006-12,37834.2,
2007-01,38199.4,
2007-02,38096.3,
2007-03,38627.2,
2007-04,38579.9,
2007-05,38675.8,
2007-06,38577.0,
2007-07,38221.6,
2007-08,37900.9,
2007-09,39549.6,
2007-10,39674.8,
2007-11,40461.2,
2007-12,39510.0,
2008-01,37997.0,
2008-02,37265.4,
2008-03,39467.0,
2008-04,39189.5,
2008-05,39948.8,
2008-06,39654.9,
2008-07,37993.6,
2008-08,38420.6,
2008-09,42565.7,Corrected value
2008-10,43357.5,Corrected value
2008-11,43702.8,Corrected value
2008-12,44620.3,Corrected value
2009-01,52799.4,"Corrected value, comment"
2009-02,61505.8,Corrected value
2009-03,70064.5,"Corrected value, comment"
2009-04,84318.8,Corrected value
2009-05,94459.1,Corrected value
2009-06,98919.5,Corrected value
2009-07,108312.9,Corrected value
2009-08,109087.6,Corrected value
2009-09,109876.4,Corrected value
2009-10,109134.0,Corrected value
2009-11,111493.0,Corrected value
2009-12,105970.3,Corrected value
2010-01,100960.5,Corrected value
2010-02,97999.5,Corrected value
2010-03,93829.7,Corrected value
2010-04,90663.5,
2010-05,85690.6,
2010-06,82661.0,
2010-07,83091.3,
2010-08,83750.0,
2010-09,84808.0,
2010-10,85214.7,
2010-11,86325.3,
2010-12,87042.4,
2011-01,86889.9,
2011-02,83238.7,
2011-03,84960.7,
2011-04,82690.5,
2011-05,80444.5,
2011-06,80998.1,
2011-07,78367.0,
2011-08,77090.2,
2011-09,74763.5,
2011-10,69610.8,
2011-11,65537.6,
2011-12,60271.6,
2012-01,57876.6,
2012-02,56517.5,
2012-03,54691.8,
2012-04,54450.9,
2012-05,54965.4,
2012-06,55392.0,
2012-07,55434.4,
2012-08,54040.7,
2012-09,53325.0,
2012-10,54175.6,
2012-11,59368.3,
2012-12,57172.1,
2013-01,55955.2,
2013-02,55944.7,
2013-03,56911.0,
2013-04,55506.8,
2013-05,57515.0,
2013-06,57919.0,
2013-07,58997.3,
2013-08,56875.7,
2013-09,54808.3,
2013-10,54523.9,
2013-11,53486.9,
2013-12,50128.2,
2014-01,47062.8,Provisional value
2014-02,43722.2,Provisional value
2014-03,41869.7,Provisional value
2014-04,39829.8,Provisional value
2014-05,38818.8,Provisional value
2014-06,39048.6,Provisional value
2014-07,38462.3,Provisional value
2014-08,36422.2,Provisional value
2014-09,34148.5,Provisional value
"","General: For Germany as a whole (western Germany up to and including 1990). Including Federal Treasury financing paper. From January 2009, including the debt of the Financial Market Stabilisation Fund (SoFFin). From March 2009, including the debt of the Investment and Repayment Fund.",
"","Comment on 2009-01: From January 2009, including debt of the Financial Market Stabilisation Fund (SoFFin).",
"","Comment on 2009-03: From March 2009, including the debt of the Investment and Repayment Fund.",
