"",BBK01.CEB6BQ,BBK01.CEB6BQ_FLAGS
"",Insurance technical reserves debtor: Insurance corporations                    creditor: All sectors (consolidated),
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:20:49,
1991-01,400.0,
1991-04,401.8,
1991-07,413.8,
1991-10,417.8,
1992-01,434.9,
1992-04,443.5,
1992-07,451.3,
1992-10,456.0,
1993-01,466.5,
1993-04,481.3,
1993-07,491.5,
1993-10,502.1,
1994-01,510.8,
1994-04,531.0,
1994-07,541.9,
1994-10,550.1,
1995-01,565.1,
1995-04,576.4,
1995-07,589.5,
1995-10,600.1,
1996-01,625.0,
1996-04,636.6,
1996-07,648.7,
1996-10,658.2,
1997-01,685.5,
1997-04,697.6,
1997-07,711.9,
1997-10,717.2,
1998-01,742.1,
1998-04,758.5,
1998-07,770.0,
1998-10,779.6,
1999-01,798.0,
1999-04,811.0,
1999-07,826.2,
1999-10,843.9,
2000-01,865.9,
2000-04,878.6,
2000-07,892.8,
2000-10,905.7,
2001-01,927.2,
2001-04,939.1,
2001-07,955.5,
2001-10,961.8,
2002-01,986.2,
2002-04,998.1,
2002-07,1012.4,
2002-10,1002.2,
2003-01,1020.0,
2003-04,1032.0,
2003-07,1043.9,
2003-10,1060.5,
2004-01,1076.6,
2004-04,1085.9,
2004-07,1096.5,
2004-10,1115.8,
2005-01,1133.3,
2005-04,1143.8,
2005-07,1156.7,
2005-10,1197.1,
2006-01,1210.1,
2006-04,1223.5,
2006-07,1238.9,
2006-10,1258.0,
2007-01,1270.5,
2007-04,1280.9,
2007-07,1293.3,
2007-10,1321.3,
2008-01,1327.5,
2008-04,1333.9,
2008-07,1340.3,
2008-10,1345.8,
2009-01,1362.7,
2009-04,1380.6,
2009-07,1398.5,
2009-10,1416.8,
2010-01,1435.7,
2010-04,1455.2,
2010-07,1474.2,
2010-10,1496.0,
2011-01,1508.5,
2011-04,1520.5,
2011-07,1532.4,
2011-10,1546.8,
2012-01,1567.4,
2012-04,1585.4,
2012-07,1603.8,
2012-10,1627.4,
2013-01,1651.9,
2013-04,1671.3,
2013-07,1686.6,
2013-10,1705.1,
2014-01,1734.8,
