"",BBK01.BQ1615,BBK01.BQ1615_FLAGS
"",Debt of the ERP Special Fund - direct lending by credit institutions,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-16 16:35:58,
1960-10,38.2,
1961-01,-,Nothing exists
1961-04,-,Nothing exists
1961-07,-,Nothing exists
1961-10,38.2,
1962-01,-,Nothing exists
1962-04,-,Nothing exists
1962-07,-,Nothing exists
1962-10,38.1,
1963-01,-,Nothing exists
1963-04,-,Nothing exists
1963-07,-,Nothing exists
1963-10,38.1,
1964-01,-,Nothing exists
1964-04,-,Nothing exists
1964-07,-,Nothing exists
1964-10,34.3,
1965-01,-,Nothing exists
1965-04,-,Nothing exists
1965-07,-,Nothing exists
1965-10,33.0,
1966-01,33.0,
1966-04,31.9,
1966-07,31.9,
1966-10,30.7,
1967-01,30.7,
1967-04,29.6,
1967-07,29.6,
1967-10,105.1,
1968-01,161.4,
1968-04,180.7,
1968-07,249.7,
1968-10,302.3,
1969-01,348.3,
1969-04,352.2,
1969-07,382.9,
1969-10,397.1,
1970-01,425.2,
1970-04,424.1,
1970-07,442.0,
1970-10,449.6,
1971-01,480.3,
1971-04,474.0,
1971-07,502.1,
1971-10,501.5,
1972-01,501.5,
1972-04,587.3,
1972-07,591.4,
1972-10,574.9,
1973-01,551.9,
1973-04,522.4,
1973-07,502.0,
1973-10,426.5,
1974-01,406.5,
1974-04,422.5,
1974-07,395.4,
1974-10,446.3,
1975-01,461.6,
1975-04,458.7,
1975-07,420.4,
1975-10,535.1,
1976-01,552.5,
1976-04,626.3,
1976-07,599.7,
1976-10,768.6,
1977-01,767.0,
1977-04,755.5,
1977-07,721.7,
1977-10,707.6,
1978-01,653.9,
1978-04,601.4,
1978-07,568.2,
1978-10,549.7,
1979-01,620.6,
1979-04,708.9,
1979-07,797.9,
1979-10,949.2,
1980-01,1020.1,
1980-04,1134.0,
1980-07,1320.7,
1980-10,1549.2,
1981-01,1660.7,
1981-04,1900.5,
1981-07,2042.1,
1981-10,2282.4,
1982-01,2377.0,
1982-04,2422.5,
1982-07,2450.6,
1982-10,2569.8,
1983-01,2522.7,
1983-04,2561.1,
1983-07,2578.4,
1983-10,2831.0,
1984-01,2940.4,
1984-04,3071.8,
1984-07,3142.4,
1984-10,3225.2,
1985-01,3245.7,
1985-04,3182.8,
1985-07,3172.6,
1985-10,3291.2,
1986-01,3152.1,
1986-04,3094.3,
1986-07,3061.1,
1986-10,3160.8,
1987-01,3177.2,
1987-04,3090.2,
1987-07,2989.0,
1987-10,3023.3,
1988-01,3095.9,
1988-04,3016.6,
1988-07,3009.0,
1988-10,3052.4,
1989-01,3232.4,
1989-04,3296.3,
1989-07,3396.5,
1989-10,3611.3,
1990-01,3725.8,
1990-04,3684.9,
1990-07,4257.5,
1990-10,4849.6,
1991-01,5611.4,
1991-04,6378.4,
1991-07,7185.2,
1991-10,8368.8,
1992-01,8947.1,
1992-04,9093.3,
1992-07,9755.4,
1992-10,10046.9,
1993-01,9924.2,
1993-04,9873.0,
1993-07,9773.3,
1993-10,9686.4,
1994-01,9573.9,
1994-04,9543.3,
1994-07,9338.7,
1994-10,9072.9,
1995-01,9356.6,
1995-04,10026.4,
1995-07,11470.8,
1995-10,11992.4,
1996-01,11938.7,
1996-04,11672.8,
1996-07,11593.5,
1996-10,11956.6,
1997-01,11808.3,
1997-04,11672.8,
1997-07,11629.3,
1997-10,11677.9,
1998-01,12225.0,
1998-04,12250.6,
1998-07,11644.7,
1998-10,10731.0,
1999-01,10409.8,
1999-04,10169.0,
1999-07,9639.3,
1999-10,9458.3,
2000-01,9332.8,
2000-04,9520.4,
2000-07,10392.4,
2000-10,10411.2,
2001-01,10588.3,
2001-04,10209.5,
2001-07,9626.9,
2001-10,9310.4,
2002-01,9039.3,
2002-04,8873.2,
2002-07,8862.6,
2002-10,8686.0,
2003-01,8660.4,
2003-04,8660.4,
2003-07,8660.4,
2003-10,8522.3,
2004-01,7959.9,
2004-04,7908.7,
2004-07,7908.8,
2004-10,7584.1,
2005-01,7481.8,
2005-04,6812.3,
2005-07,5406.3,
2005-10,4608.6,
2006-01,4353.0,
2006-04,4353.0,
2006-07,4253.0,
2006-10,3949.6,
2007-01,3748.5,
2007-04,3673.5,comment
2007-07,-,Nothing exists
2007-10,-,Nothing exists
2008-01,-,Nothing exists
2008-04,-,Nothing exists
2008-07,-,Nothing exists
2008-10,-,Nothing exists
2009-01,-,Nothing exists
2009-04,-,Nothing exists
2009-07,-,Nothing exists
2009-10,-,Nothing exists
2010-01,-,Nothing exists
2010-04,-,Nothing exists
2010-07,-,Nothing exists
2010-10,-,Nothing exists
2011-01,-,Nothing exists
2011-04,-,Nothing exists
2011-07,-,Nothing exists
2011-10,-,Nothing exists
2012-01,-,Nothing exists
2012-04,-,Nothing exists
2012-07,-,Nothing exists
2012-10,-,Nothing exists
2013-01,-,Nothing exists
2013-04,-,Nothing exists
2013-07,-,Nothing exists
2013-10,-,Nothing exists
2014-01,-,Nothing exists
2014-04,-,Nothing exists
2014-07,-,Nothing exists
"","General: On 1 July 2007, central government assumed joint responsibility for the debts of the ERP Special Fund.",
