"",BBEX3.M.ERN.USD.CA.AA.A01,BBEX3.M.ERN.USD.CA.AA.A01_FLAGS
2010-09,15.0000,
2010-10,15.0000,
2010-11,15.0000,
2010-12,15.0000,
2011-01,15.0000,
2011-02,15.0000,
2011-03,15.0000,
2011-04,15.0000,
2011-05,15.0000,
2011-06,15.0000,
2011-07,15.0000,
2011-08,15.0000,
2011-09,15.0000,
2011-10,15.0000,
2011-11,15.0000,
2011-12,15.0000,
2012-01,15.0000,
2012-02,15.0000,
2012-03,15.0000,
2012-04,15.0000,
2012-05,15.0000,
2012-06,15.0000,
2012-07,15.0000,
2012-08,15.0000,
2012-09,15.0000,
2012-10,15.0000,
2012-11,15.0000,
2012-12,15.0000,
2013-01,15.0000,
2013-02,15.0000,
2013-03,15.0000,
2013-04,15.0000,
2013-05,15.0000,
2013-06,15.0000,
2013-07,15.0000,
2013-08,15.0000,
2013-09,15.0000,
2013-10,15.0000,
2013-11,15.0000,
2013-12,15.0000,
2014-01,15.0000,
2014-02,15.0000,
2014-03,15.0000,
2014-04,15.0000,
2014-05,15.0000,
2014-06,15.0000,
2014-07,15.0000,
2014-08,15.0000,
2014-09,15.0000,
2014-10,15.0000,
2014-11,15.0000,
2014-12,15.0000,
2015-01,15.0000,
2015-02,15.0000,
"","General: With effect from 8 November 1997, Eritrea ended its currency union with Ethiopia and adopted the nakfa as its own currency. The changeover from birr to nakfa took place between 8 and 28 November 1997 at the rate of 1:1. During this period the exchange rate to the US dollar was USD 1 = ERN 7.20. From April 1999 to November 2000, only mid-market rates were reported; see BBEX2:M:ERN:USD:CA:AC:A01.",
"","Source: Bank of Eritrea, Asmara.",
"","Comment on 1999-04: From April 1999 to November 2000, only mid-market rates were reported; see BBEX2:M:ERN:USD:CA:AC:A01.",
"","Comment on 2000-11: From April 1999 to November 2000, only mid-market rates were reported; see BBEX2:M:ERN:USD:CA:AC:A01.",
"","Comment on 2001-09: On 10 September 2001, the nakfa was devalued. We recorded the following exchange rates (buying/selling rate).  7 September 2001: USD 1 = ERN 10.20 / 10.30  10 September 2001: USD 1 = ERN 13,55 / 13,80.  Calculated devaluation: 25.0% (middle rate).",
