"",BBK01.WZ3492,BBK01.WZ3492_FLAGS
"",Term structure of interest rates on listed Federal securities (method by Svensson) / residual maturity of 26.0 years / end of month,
unit,PROZENT (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-02 10:10:26,
2000-01,6.31,
2000-02,6.10,
2000-03,5.85,
2000-04,5.78,
2000-05,5.54,
2000-06,5.60,
2000-07,5.51,
2000-08,5.55,
2000-09,5.80,
2000-10,5.78,
2000-11,5.66,
2000-12,5.67,
2001-01,5.67,
2001-02,5.65,
2001-03,5.67,
2001-04,5.83,
2001-05,6.01,
2001-06,5.93,
2001-07,5.75,
2001-08,5.77,
2001-09,5.92,
2001-10,5.51,
2001-11,5.40,
2001-12,5.58,
2002-01,5.46,
2002-02,5.56,
2002-03,5.80,
2002-04,5.77,
2002-05,5.70,
2002-06,5.50,
2002-07,5.49,
2002-08,5.28,
2002-09,5.22,
2002-10,5.48,
2002-11,5.38,
2002-12,5.18,
2003-01,5.01,
2003-02,5.10,
2003-03,5.23,
2003-04,5.24,
2003-05,4.88,
2003-06,5.10,
2003-07,5.27,
2003-08,5.18,
2003-09,5.18,
2003-10,5.33,
2003-11,5.32,
2003-12,5.21,
2004-01,5.27,
2004-02,5.15,
2004-03,5.09,
2004-04,5.27,
2004-05,5.29,
2004-06,5.24,
2004-07,5.18,
2004-08,5.05,
2004-09,4.93,
2004-10,4.82,
2004-11,4.67,
2004-12,4.58,
2005-01,4.25,
2005-02,4.36,
2005-03,4.35,
2005-04,4.20,
2005-05,4.06,
2005-06,3.89,
2005-07,3.89,
2005-08,3.78,
2005-09,3.83,
2005-10,3.98,
2005-11,3.98,
2005-12,3.76,
2006-01,3.88,
2006-02,3.85,
2006-03,4.09,
2006-04,4.33,
2006-05,4.37,
2006-06,4.44,
2006-07,4.32,
2006-08,4.15,
2006-09,3.93,
2006-10,3.95,
2006-11,3.93,
2006-12,4.12,
2007-01,4.28,
2007-02,4.16,
2007-03,4.32,
2007-04,4.46,
2007-05,4.61,
2007-06,4.78,
2007-07,4.58,
2007-08,4.68,
2007-09,4.75,
2007-10,4.63,
2007-11,4.72,
2007-12,4.79,
2008-01,4.74,
2008-02,4.77,
2008-03,4.86,
2008-04,4.89,
2008-05,5.04,
2008-06,5.05,
2008-07,4.87,
2008-08,4.68,
2008-09,4.85,
2008-10,4.53,
2008-11,3.94,
2008-12,3.85,
2009-01,4.16,
2009-02,4.14,
2009-03,4.27,
2009-04,4.27,
2009-05,4.71,
2009-06,4.57,
2009-07,4.38,
2009-08,4.31,
2009-09,4.25,
2009-10,4.34,
2009-11,4.26,
2009-12,4.38,
2010-01,4.20,
2010-02,4.13,
2010-03,4.06,
2010-04,3.91,
2010-05,3.57,
2010-06,3.48,
2010-07,3.57,
2010-08,2.79,
2010-09,3.05,
2010-10,3.19,
2010-11,3.31,
2010-12,3.61,
2011-01,3.76,
2011-02,3.76,
2011-03,3.98,
2011-04,3.93,
2011-05,3.76,
2011-06,3.98,
2011-07,3.60,
2011-08,3.34,
2011-09,2.89,
2011-10,3.12,
2011-11,3.20,
2011-12,2.57,
2012-01,2.74,
2012-02,2.66,
2012-03,2.69,
2012-04,2.63,
2012-05,2.02,
2012-06,2.53,
2012-07,2.37,
2012-08,2.29,
2012-09,2.41,
2012-10,2.50,
2012-11,2.43,
2012-12,2.28,
2013-01,2.52,
2013-02,2.48,
2013-03,2.37,
2013-04,2.25,
2013-05,2.52,
2013-06,2.64,
2013-07,2.66,
2013-08,2.81,
2013-09,2.78,
2013-10,2.80,
2013-11,2.83,
2013-12,2.96,
2014-01,2.66,
2014-02,2.67,
2014-03,2.64,
2014-04,2.58,
2014-05,2.45,
2014-06,2.38,
2014-07,2.23,
2014-08,1.91,
2014-09,2.05,
2014-10,1.88,
2014-11,1.71,
2014-12,1.51,
2015-01,1.04,
