"",BBK01.SUD269,BBK01.SUD269_FLAGS
"","New business (volumes) of German banks / Loans to non-financial corporations over EUR 0.25 million up to EUR 1 million with collateral and/or guarantees, initial rate fixation of over 3 months and up to 1 year",
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-03 10:27:33,
2010-06,200,
2010-07,208,
2010-08,158,
2010-09,183,
2010-10,280,
2010-11,226,
2010-12,331,
2011-01,266,
2011-02,209,
2011-03,234,
2011-04,228,
2011-05,225,
2011-06,255,
2011-07,296,
2011-08,211,
2011-09,243,
2011-10,268,
2011-11,200,
2011-12,256,
2012-01,274,
2012-02,176,
2012-03,245,
2012-04,221,
2012-05,211,
2012-06,246,
2012-07,233,
2012-08,165,
2012-09,211,
2012-10,254,
2012-11,171,
2012-12,209,
2013-01,221,
2013-02,165,
2013-03,206,
2013-04,213,
2013-05,171,
2013-06,229,
2013-07,327,
2013-08,125,
2013-09,180,
2013-10,192,
2013-11,142,
2013-12,198,
2014-01,175,
2014-02,163,
2014-03,194,
2014-04,172,
2014-05,159,
2014-06,190,
2014-07,194,
2014-08,131,
2014-09,164,
2014-10,180,
2014-11,130,
2014-12,241,Provisional value
"","General: Estimated. The volume of new business is extrapolated to form the underlying total using the Horvitz-Thompson estimator. The amount refers to the single loan transaction considered as new business. For the purpose of MFI interest rate statistics, a loan is considered to be secured if collateral (inter alia financial collateral, real estate collateral, debt securities) in at least the same value as the loan amount has been posted, pledged or assigned. p = Provisional",
