"",BBK01.CEB50I,BBK01.CEB50I_FLAGS
"",Shares and other equity debtor: All sectors                     creditor: Households and non-profit institutions serving households,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:22:08,
1991-01,204.0,
1991-04,211.4,
1991-07,211.6,
1991-10,289.3,
1992-01,217.1,
1992-04,219.5,
1992-07,201.4,
1992-10,314.6,
1993-01,222.0,
1993-04,226.4,
1993-07,240.9,
1993-10,404.1,
1994-01,421.2,
1994-04,418.7,
1994-07,429.3,
1994-10,449.9,
1995-01,437.6,
1995-04,456.8,
1995-07,470.7,
1995-10,483.4,
1996-01,502.7,
1996-04,513.4,
1996-07,524.5,
1996-10,543.4,
1997-01,590.7,
1997-04,620.8,
1997-07,657.3,
1997-10,662.8,
1998-01,748.2,
1998-04,803.9,
1998-07,722.1,
1998-10,765.9,
1999-01,813.0,
1999-04,829.7,
1999-07,801.9,
1999-10,957.1,
2000-01,1023.1,
2000-04,1002.2,
2000-07,1002.2,
2000-10,993.8,
2001-01,948.3,
2001-04,947.4,
2001-07,857.7,
2001-10,979.3,
2002-01,988.4,
2002-04,915.8,
2002-07,784.5,
2002-10,794.5,
2003-01,766.5,
2003-04,823.2,
2003-07,828.6,
2003-10,893.7,
2004-01,892.9,
2004-04,900.8,
2004-07,893.7,
2004-10,910.8,
2005-01,939.4,
2005-04,971.9,
2005-07,1008.3,
2005-10,1035.2,
2006-01,1022.8,
2006-04,976.0,
2006-07,969.3,
2006-10,1001.1,
2007-01,1039.3,
2007-04,1072.2,
2007-07,1061.0,
2007-10,1066.0,
2008-01,989.7,
2008-04,971.3,
2008-07,915.4,
2008-10,776.9,
2009-01,723.2,
2009-04,756.8,
2009-07,796.7,
2009-10,820.1,
2010-01,839.2,
2010-04,831.0,
2010-07,828.3,
2010-10,863.4,
2011-01,865.5,
2011-04,862.3,
2011-07,782.7,
2011-10,804.9,
2012-01,852.7,
2012-04,826.8,
2012-07,860.0,
2012-10,877.7,
2013-01,902.1,
2013-04,892.6,
2013-07,916.1,
2013-10,947.3,
2014-01,964.4,
