"",BBK01.BU1322,BBK01.BU1322_FLAGS
1968-12,60.9,
1969-01,-,Nothing exists
1969-02,-,Nothing exists
1969-03,54.3,
1969-04,-,Nothing exists
1969-05,-,Nothing exists
1969-06,52.8,
1969-07,-,Nothing exists
1969-08,-,Nothing exists
1969-09,52.6,
1969-10,-,Nothing exists
1969-11,-,Nothing exists
1969-12,51.8,
1970-01,-,Nothing exists
1970-02,-,Nothing exists
1970-03,48.0,
1970-04,-,Nothing exists
1970-05,-,Nothing exists
1970-06,41.3,
1970-07,-,Nothing exists
1970-08,-,Nothing exists
1970-09,41.2,
1970-10,-,Nothing exists
1970-11,-,Nothing exists
1970-12,40.7,
1971-01,-,Nothing exists
1971-02,-,Nothing exists
1971-03,40.5,
1971-04,-,Nothing exists
1971-05,-,Nothing exists
1971-06,39.0,
1971-07,-,Nothing exists
1971-08,-,Nothing exists
1971-09,38.9,
1971-10,-,Nothing exists
1971-11,-,Nothing exists
1971-12,31.4,
1972-01,-,Nothing exists
1972-02,-,Nothing exists
1972-03,31.4,
1972-04,-,Nothing exists
1972-05,-,Nothing exists
1972-06,30.1,
1972-07,-,Nothing exists
1972-08,-,Nothing exists
1972-09,29.7,
1972-10,-,Nothing exists
1972-11,-,Nothing exists
1972-12,29.6,
1973-01,-,Nothing exists
1973-02,-,Nothing exists
1973-03,27.6,
1973-04,-,Nothing exists
1973-05,-,Nothing exists
1973-06,26.1,
1973-07,-,Nothing exists
1973-08,-,Nothing exists
1973-09,26.0,
1973-10,-,Nothing exists
1973-11,-,Nothing exists
1973-12,25.6,
1974-01,-,Nothing exists
1974-02,-,Nothing exists
1974-03,25.6,
1974-04,-,Nothing exists
1974-05,-,Nothing exists
1974-06,24.5,
1974-07,-,Nothing exists
1974-08,-,Nothing exists
1974-09,24.3,
1974-10,-,Nothing exists
1974-11,-,Nothing exists
1974-12,21.8,
1975-01,-,Nothing exists
1975-02,-,Nothing exists
1975-03,21.8,
1975-04,-,Nothing exists
1975-05,-,Nothing exists
1975-06,21.8,
1975-07,-,Nothing exists
1975-08,-,Nothing exists
1975-09,21.8,
1975-10,-,Nothing exists
1975-11,-,Nothing exists
1975-12,20.4,
1976-01,-,Nothing exists
1976-02,-,Nothing exists
1976-03,20.4,
1976-04,-,Nothing exists
1976-05,-,Nothing exists
1976-06,18.1,
1976-07,-,Nothing exists
1976-08,-,Nothing exists
1976-09,16.4,
1976-10,-,Nothing exists
1976-11,-,Nothing exists
1976-12,14.5,
1977-01,-,Nothing exists
1977-02,-,Nothing exists
1977-03,14.5,
1977-04,-,Nothing exists
1977-05,-,Nothing exists
1977-06,14.5,
1977-07,-,Nothing exists
1977-08,-,Nothing exists
1977-09,9.5,
1977-10,-,Nothing exists
1977-11,-,Nothing exists
1977-12,8.8,
1978-01,-,Nothing exists
1978-02,-,Nothing exists
1978-03,4.0,
1978-04,-,Nothing exists
1978-05,-,Nothing exists
1978-06,3.6,
1978-07,-,Nothing exists
1978-08,-,Nothing exists
1978-09,1.2,
1978-10,-,Nothing exists
1978-11,-,Nothing exists
1978-12,1.1,
1979-01,-,Nothing exists
1979-02,-,Nothing exists
1979-03,1.1,
1979-04,-,Nothing exists
1979-05,-,Nothing exists
1979-06,1.1,
1979-07,-,Nothing exists
1979-08,-,Nothing exists
1979-09,1.1,
1979-10,-,Nothing exists
1979-11,-,Nothing exists
1979-12,1.1,
1980-01,-,Nothing exists
1980-02,-,Nothing exists
1980-03,1.1,
1980-04,-,Nothing exists
1980-05,-,Nothing exists
1980-06,1.1,
1980-07,-,Nothing exists
1980-08,-,Nothing exists
1980-09,1.1,
1980-10,-,Nothing exists
1980-11,-,Nothing exists
1980-12,1.1,
1981-01,-,Nothing exists
1981-02,-,Nothing exists
1981-03,1.0,
1981-04,-,Nothing exists
1981-05,-,Nothing exists
1981-06,1.0,
1981-07,-,Nothing exists
1981-08,-,Nothing exists
1981-09,1.0,
1981-10,-,Nothing exists
1981-11,-,Nothing exists
1981-12,1.1,
1982-01,-,Nothing exists
1982-02,-,Nothing exists
1982-03,1.1,
1982-04,-,Nothing exists
1982-05,-,Nothing exists
1982-06,1.1,
1982-07,-,Nothing exists
1982-08,-,Nothing exists
1982-09,1.1,
1982-10,-,Nothing exists
1982-11,-,Nothing exists
1982-12,1.1,
1983-01,.,No value available
1983-02,.,No value available
1983-03,0.9,
1983-04,.,No value available
1983-05,.,No value available
1983-06,0.9,
1983-07,.,No value available
1983-08,.,No value available
1983-09,0.9,
1983-10,.,No value available
1983-11,.,No value available
1983-12,0.9,
1984-01,.,No value available
1984-02,.,No value available
1984-03,0.9,
1984-04,.,No value available
1984-05,.,No value available
1984-06,0.9,
1984-07,.,No value available
1984-08,.,No value available
1984-09,0.9,
1984-10,.,No value available
1984-11,.,No value available
1984-12,0.9,
1985-01,.,No value available
1985-02,.,No value available
1985-03,0.9,
1985-04,.,No value available
1985-05,.,No value available
1985-06,0.9,
1985-07,.,No value available
1985-08,.,No value available
1985-09,0.9,
1985-10,.,No value available
1985-11,.,No value available
1985-12,0.9,
1986-01,.,No value available
1986-02,.,No value available
1986-03,0.9,
1986-04,.,No value available
1986-05,.,No value available
1986-06,0.9,
1986-07,.,No value available
1986-08,.,No value available
1986-09,0.9,
1986-10,.,No value available
1986-11,.,No value available
1986-12,0.9,
1987-01,.,No value available
1987-02,.,No value available
1987-03,0.8,
1987-04,.,No value available
1987-05,.,No value available
1987-06,0.8,
1987-07,.,No value available
1987-08,.,No value available
1987-09,0.8,
1987-10,.,No value available
1987-11,.,No value available
1987-12,0.8,
1988-01,.,No value available
1988-02,.,No value available
1988-03,0.8,
1988-04,.,No value available
1988-05,.,No value available
1988-06,0.8,
1988-07,.,No value available
1988-08,.,No value available
1988-09,0.8,
1988-10,.,No value available
1988-11,.,No value available
1988-12,0.8,
1989-01,.,No value available
1989-02,.,No value available
1989-03,0.8,
1989-04,.,No value available
1989-05,.,No value available
1989-06,0.8,
1989-07,.,No value available
1989-08,.,No value available
1989-09,0.8,
1989-10,.,No value available
1989-11,.,No value available
1989-12,0.8,
1990-01,.,No value available
1990-02,.,No value available
1990-03,0.8,
1990-04,.,No value available
1990-05,.,No value available
1990-06,0.8,
1990-07,.,No value available
1990-08,.,No value available
1990-09,0.8,
1990-10,.,No value available
1990-11,.,No value available
1990-12,0.8,
1991-01,.,No value available
1991-02,.,No value available
1991-03,0.8,
1991-04,.,No value available
1991-05,.,No value available
1991-06,0.8,
1991-07,.,No value available
1991-08,.,No value available
1991-09,0.8,
1991-10,.,No value available
1991-11,.,No value available
1991-12,0.8,
1992-01,.,No value available
1992-02,.,No value available
1992-03,0.8,
1992-04,.,No value available
1992-05,.,No value available
1992-06,0.8,
1992-07,.,No value available
1992-08,.,No value available
1992-09,0.8,
1992-10,.,No value available
1992-11,.,No value available
1992-12,0.8,
1993-01,.,No value available
1993-02,.,No value available
1993-03,0.8,
1993-04,.,No value available
1993-05,.,No value available
1993-06,0.8,
1993-07,.,No value available
1993-08,.,No value available
1993-09,0.8,
1993-10,.,No value available
1993-11,.,No value available
1993-12,0.8,
1994-01,.,No value available
1994-02,.,No value available
1994-03,0.8,
1994-04,.,No value available
1994-05,.,No value available
1994-06,0.8,
1994-07,.,No value available
1994-08,.,No value available
1994-09,0.8,
1994-10,.,No value available
1994-11,.,No value available
1994-12,0.8,
1995-01,.,No value available
1995-02,.,No value available
1995-03,0.8,
1995-04,.,No value available
1995-05,.,No value available
1995-06,0.8,
1995-07,.,No value available
1995-08,.,No value available
1995-09,0.8,
1995-10,.,No value available
1995-11,.,No value available
1995-12,0.8,
1996-01,.,No value available
1996-02,.,No value available
1996-03,0.8,
1996-04,.,No value available
1996-05,.,No value available
1996-06,0.8,
1996-07,.,No value available
1996-08,.,No value available
1996-09,0.8,
1996-10,.,No value available
1996-11,.,No value available
1996-12,0.8,
1997-01,.,No value available
1997-02,.,No value available
1997-03,0.8,
1997-04,.,No value available
1997-05,.,No value available
1997-06,0.8,
1997-07,.,No value available
1997-08,.,No value available
1997-09,0.8,
1997-10,.,No value available
1997-11,.,No value available
1997-12,0.8,
1998-01,.,No value available
1998-02,.,No value available
1998-03,0.8,
1998-04,.,No value available
1998-05,.,No value available
1998-06,0.8,
1998-07,.,No value available
1998-08,.,No value available
1998-09,0.8,
1998-10,.,No value available
1998-11,.,No value available
1998-12,0.8,
1999-01,0.0,
1999-02,0.0,
1999-03,0.8,
1999-04,0.0,
1999-05,0.0,
1999-06,0.8,
1999-07,0.0,
1999-08,0.0,
1999-09,0.8,
1999-10,0.0,
1999-11,0.0,
1999-12,0.8,
2000-01,0.0,
2000-02,0.0,
2000-03,0.8,
2000-04,0.0,
2000-05,0.0,
2000-06,0.8,
2000-07,0.0,
2000-08,0.0,
2000-09,0.8,
2000-10,0.0,
2000-11,0.0,
2000-12,0.8,
2001-01,0.0,
2001-02,0.0,
2001-03,0.8,
2001-04,0.0,
2001-05,0.0,
2001-06,0.8,
2001-07,0.0,
2001-08,0.0,
2001-09,0.8,
2001-10,0.0,
2001-11,0.0,
2001-12,0.8,
2002-01,.,No value available
2002-02,.,No value available
2002-03,0.8,
2002-04,.,No value available
2002-05,.,No value available
2002-06,0.8,
2002-07,.,No value available
2002-08,.,No value available
2002-09,0.8,
2002-10,.,No value available
2002-11,.,No value available
2002-12,0.9,
2003-01,.,No value available
2003-02,.,No value available
2003-03,0.9,
2003-04,.,No value available
2003-05,.,No value available
2003-06,0.9,
2003-07,.,No value available
2003-08,.,No value available
2003-09,0.9,
2003-10,.,No value available
2003-11,.,No value available
2003-12,0.8,
2004-01,.,No value available
2004-02,.,No value available
2004-03,0.8,
2004-04,.,No value available
2004-05,.,No value available
2004-06,0.8,
2004-07,.,No value available
2004-08,.,No value available
2004-09,0.8,
2004-10,.,No value available
2004-11,.,No value available
2004-12,0.8,
2005-01,.,No value available
2005-02,.,No value available
2005-03,0.8,
2005-04,.,No value available
2005-05,.,No value available
2005-06,0.8,
2005-07,.,No value available
2005-08,.,No value available
2005-09,0.8,
2005-10,.,No value available
2005-11,.,No value available
2005-12,0.8,
2006-01,.,No value available
2006-02,.,No value available
2006-03,0.7,
2006-04,.,No value available
2006-05,.,No value available
2006-06,0.7,
2006-07,.,No value available
2006-08,.,No value available
2006-09,0.7,
2006-10,.,No value available
2006-11,.,No value available
2006-12,0.7,
2007-01,.,No value available
2007-02,.,No value available
2007-03,0.7,
2007-04,.,No value available
2007-05,.,No value available
2007-06,0.7,
2007-07,.,No value available
2007-08,.,No value available
2007-09,0.7,
2007-10,.,No value available
2007-11,.,No value available
2007-12,0.7,
2008-01,.,No value available
2008-02,.,No value available
2008-03,0.7,
2008-04,.,No value available
2008-05,.,No value available
2008-06,0.7,
2008-07,.,No value available
2008-08,.,No value available
2008-09,0.7,
2008-10,.,No value available
2008-11,.,No value available
2008-12,0.7,
2009-01,.,No value available
2009-02,.,No value available
2009-03,0.7,
2009-04,.,No value available
2009-05,.,No value available
2009-06,0.7,
2009-07,.,No value available
2009-08,.,No value available
2009-09,0.7,
2009-10,.,No value available
2009-11,.,No value available
2009-12,0.7,
2010-01,.,No value available
2010-02,.,No value available
2010-03,0.7,
2010-04,.,No value available
2010-05,.,No value available
2010-06,0.7,
2010-07,.,No value available
2010-08,.,No value available
2010-09,0.7,
2010-10,.,No value available
2010-11,.,No value available
2010-12,0.7,
2011-01,.,No value available
2011-02,.,No value available
2011-03,0.7,
2011-04,.,No value available
2011-05,.,No value available
2011-06,0.7,
2011-07,.,No value available
2011-08,.,No value available
2011-09,0.7,
2011-10,.,No value available
2011-11,.,No value available
2011-12,0.7,
2012-01,.,No value available
2012-02,.,No value available
2012-03,0.7,
2012-04,.,No value available
2012-05,.,No value available
2012-06,0.7,
2012-07,.,No value available
2012-08,.,No value available
2012-09,0.7,
2012-10,.,No value available
2012-11,.,No value available
2012-12,0.7,
2013-01,.,No value available
2013-02,.,No value available
2013-03,0.7,Provisional value
2013-04,.,No value available
2013-05,.,No value available
2013-06,0.7,Provisional value
2013-07,.,No value available
2013-08,.,No value available
2013-09,0.7,Provisional value
2013-10,.,No value available
2013-11,.,No value available
2013-12,0.7,Provisional value
2014-01,.,No value available
2014-02,.,No value available
2014-03,0.7,Provisional value
2014-04,.,No value available
2014-05,.,No value available
2014-06,0.7,Provisional value
2014-07,.,No value available
2014-08,.,No value available
2014-09,0.7,Provisional value
