"",BBK01.WZ3467,BBK01.WZ3467_FLAGS
"","Yields, derived from the term structure of interest rates, on Pfandbriefe with annual coupon payments / residual maturity of 3 years / moving averages",
unit,Prozent (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-02 10:11:10,
2002-12,4.64,
2003-01,4.58,
2003-02,4.53,
2003-03,4.47,
2003-04,4.40,
2003-05,4.33,
2003-06,4.25,
2003-07,4.18,
2003-08,4.12,
2003-09,4.05,
2003-10,4.00,
2003-11,3.95,
2003-12,3.90,
2004-01,3.86,
2004-02,3.81,
2004-03,3.76,
2004-04,3.71,
2004-05,3.67,
2004-06,3.63,
2004-07,3.60,
2004-08,3.56,
2004-09,3.54,
2004-10,3.51,
2004-11,3.48,
2004-12,3.44,
2005-01,3.39,
2005-02,3.34,
2005-03,3.29,
2005-04,3.24,
2005-05,3.18,
2005-06,3.12,
2005-07,3.08,
2005-08,3.05,
2005-09,3.02,
2005-10,3.00,
2005-11,2.99,
2005-12,2.98,
2006-01,2.99,
2006-02,3.00,
2006-03,3.01,
2006-04,3.04,
2006-05,3.07,
2006-06,3.10,
2006-07,3.12,
2006-08,3.14,
2006-09,3.15,
2006-10,3.17,
2006-11,3.18,
2006-12,3.21,
2007-01,3.24,
2007-02,3.27,
2007-03,3.31,
2007-04,3.34,
2007-05,3.38,
2007-06,3.42,
2007-07,3.46,
2007-08,3.50,
2007-09,3.54,
2007-10,3.58,
2007-11,3.62,
2007-12,3.67,
2008-01,3.70,
2008-02,3.73,
2008-03,3.76,
2008-04,3.81,
2008-05,3.88,
2008-06,3.95,
2008-07,4.02,
2008-08,4.09,
2008-09,4.14,
2008-10,4.17,
2008-11,4.19,
2008-12,4.19,
2009-01,4.18,
2009-02,4.17,
2009-03,4.15,
2009-04,4.13,
2009-05,4.10,
2009-06,4.07,
2009-07,4.04,
2009-08,4.00,
2009-09,3.96,
2009-10,3.92,
2009-11,3.88,
2009-12,3.84,
2010-01,3.79,
2010-02,3.73,
2010-03,3.67,
2010-04,3.60,
2010-05,3.52,
2010-06,3.44,
2010-07,3.36,
2010-08,3.28,
2010-09,3.20,
2010-10,3.14,
2010-11,3.07,
2010-12,3.00,
2011-01,2.96,
2011-02,2.92,
2011-03,2.89,
2011-04,2.84,
2011-05,2.78,
2011-06,2.71,
2011-07,2.63,
2011-08,2.55,
2011-09,2.47,
2011-10,2.41,
2011-11,2.37,
2011-12,2.33,
2012-01,2.28,
2012-02,2.24,
2012-03,2.20,
2012-04,2.16,
2012-05,2.11,
2012-06,2.07,
2012-07,2.02,
2012-08,1.97,
2012-09,1.92,
2012-10,1.88,
2012-11,1.83,
2012-12,1.78,
2013-01,1.74,
2013-02,1.70,
2013-03,1.67,
2013-04,1.63,
2013-05,1.60,
2013-06,1.58,
2013-07,1.55,
2013-08,1.53,
2013-09,1.51,
2013-10,1.48,
2013-11,1.44,
2013-12,1.40,
2014-01,1.35,
2014-02,1.30,
2014-03,1.24,
2014-04,1.18,
2014-05,1.12,
2014-06,1.06,
2014-07,1.01,
2014-08,0.97,
2014-09,0.92,
2014-10,0.88,
2014-11,0.83,
2014-12,0.79,
2015-01,0.76,
"","General: Moving averages from end-of-month levels; calculated from end-of-month levels of 12 months in the case of a residual maturity of one year; end-of-month levels of 24 months in the case of a residual maturity of two years, ... , end-of-months levels of 120 months in the case of a residual maturity of ten years; this includes the end-of-month-level of the reporting month and the end-of-month-levels of the preceding months.",
