"",BBK01.WZ3472,BBK01.WZ3472_FLAGS
"","Yields, derived from the term structure of interest rates, on Pfandbriefe with annual coupon payments / residual maturity of 8 years / moving averages",
unit,Prozent (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-02 10:11:12,
2007-12,4.51,
2008-01,4.50,
2008-02,4.48,
2008-03,4.47,
2008-04,4.46,
2008-05,4.45,
2008-06,4.44,
2008-07,4.43,
2008-08,4.42,
2008-09,4.41,
2008-10,4.40,
2008-11,4.38,
2008-12,4.37,
2009-01,4.36,
2009-02,4.34,
2009-03,4.33,
2009-04,4.32,
2009-05,4.30,
2009-06,4.29,
2009-07,4.28,
2009-08,4.27,
2009-09,4.25,
2009-10,4.24,
2009-11,4.23,
2009-12,4.21,
2010-01,4.20,
2010-02,4.18,
2010-03,4.16,
2010-04,4.13,
2010-05,4.11,
2010-06,4.09,
2010-07,4.07,
2010-08,4.05,
2010-09,4.03,
2010-10,4.01,
2010-11,4.00,
2010-12,3.99,
2011-01,3.98,
2011-02,3.98,
2011-03,3.97,
2011-04,3.97,
2011-05,3.97,
2011-06,3.96,
2011-07,3.95,
2011-08,3.94,
2011-09,3.93,
2011-10,3.91,
2011-11,3.90,
2011-12,3.88,
2012-01,3.86,
2012-02,3.85,
2012-03,3.83,
2012-04,3.81,
2012-05,3.79,
2012-06,3.77,
2012-07,3.75,
2012-08,3.72,
2012-09,3.70,
2012-10,3.68,
2012-11,3.66,
2012-12,3.63,
2013-01,3.62,
2013-02,3.60,
2013-03,3.58,
2013-04,3.56,
2013-05,3.54,
2013-06,3.53,
2013-07,3.52,
2013-08,3.51,
2013-09,3.49,
2013-10,3.48,
2013-11,3.46,
2013-12,3.45,
2014-01,3.43,
2014-02,3.41,
2014-03,3.38,
2014-04,3.36,
2014-05,3.33,
2014-06,3.30,
2014-07,3.27,
2014-08,3.24,
2014-09,3.21,
2014-10,3.18,
2014-11,3.14,
2014-12,3.11,
2015-01,3.07,
"","General: Moving averages from end-of-month levels; calculated from end-of-month levels of 12 months in the case of a residual maturity of one year; end-of-month levels of 24 months in the case of a residual maturity of two years, ... , end-of-months levels of 120 months in the case of a residual maturity of ten years; this includes the end-of-month-level of the reporting month and the end-of-month-levels of the preceding months.",
