"",BBK01.WZ3473,BBK01.WZ3473_FLAGS
"","Yields, derived from the term structure of interest rates, on Pfandbriefe with annual coupon payments / residual maturity of 9 years / moving averages",
unit,Prozent (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-02 10:11:13,
2008-12,4.60,
2009-01,4.59,
2009-02,4.57,
2009-03,4.56,
2009-04,4.54,
2009-05,4.53,
2009-06,4.51,
2009-07,4.49,
2009-08,4.48,
2009-09,4.46,
2009-10,4.44,
2009-11,4.42,
2009-12,4.41,
2010-01,4.39,
2010-02,4.38,
2010-03,4.36,
2010-04,4.34,
2010-05,4.32,
2010-06,4.30,
2010-07,4.28,
2010-08,4.26,
2010-09,4.24,
2010-10,4.22,
2010-11,4.21,
2010-12,4.19,
2011-01,4.18,
2011-02,4.16,
2011-03,4.15,
2011-04,4.13,
2011-05,4.12,
2011-06,4.10,
2011-07,4.09,
2011-08,4.07,
2011-09,4.06,
2011-10,4.04,
2011-11,4.03,
2011-12,4.02,
2012-01,4.00,
2012-02,3.99,
2012-03,3.97,
2012-04,3.96,
2012-05,3.95,
2012-06,3.93,
2012-07,3.91,
2012-08,3.89,
2012-09,3.87,
2012-10,3.84,
2012-11,3.82,
2012-12,3.80,
2013-01,3.78,
2013-02,3.76,
2013-03,3.74,
2013-04,3.71,
2013-05,3.69,
2013-06,3.67,
2013-07,3.65,
2013-08,3.63,
2013-09,3.61,
2013-10,3.59,
2013-11,3.58,
2013-12,3.56,
2014-01,3.55,
2014-02,3.53,
2014-03,3.51,
2014-04,3.50,
2014-05,3.48,
2014-06,3.46,
2014-07,3.44,
2014-08,3.43,
2014-09,3.41,
2014-10,3.38,
2014-11,3.36,
2014-12,3.33,
2015-01,3.31,
"","General: Moving averages from end-of-month levels; calculated from end-of-month levels of 12 months in the case of a residual maturity of one year; end-of-month levels of 24 months in the case of a residual maturity of two years, ... , end-of-months levels of 120 months in the case of a residual maturity of ten years; this includes the end-of-month-level of the reporting month and the end-of-month-levels of the preceding months.",
