"",BBK01.WZ3083,BBK01.WZ3083_FLAGS
"","Yields, derived from the term structure of interest rates, on Pfandbriefe with annual coupon payments / residual maturity of 6.0 years / end of month",
unit,Prozent (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-02 10:10:55,
2000-01,5.60,
2000-02,5.48,
2000-03,5.44,
2000-04,5.72,
2000-05,5.66,
2000-06,5.72,
2000-07,5.77,
2000-08,5.78,
2000-09,5.70,
2000-10,5.62,
2000-11,5.32,
2000-12,5.13,
2001-01,5.08,
2001-02,4.98,
2001-03,5.05,
2001-04,5.19,
2001-05,5.12,
2001-06,5.11,
2001-07,4.93,
2001-08,4.81,
2001-09,4.57,
2001-10,4.47,
2001-11,4.76,
2001-12,4.90,
2002-01,4.98,
2002-02,5.19,
2002-03,5.22,
2002-04,5.19,
2002-05,5.06,
2002-06,4.91,
2002-07,4.66,
2002-08,4.37,
2002-09,4.27,
2002-10,4.39,
2002-11,4.19,
2002-12,3.99,
2003-01,3.73,
2003-02,3.77,
2003-03,3.93,
2003-04,3.63,
2003-05,3.39,
2003-06,3.65,
2003-07,3.92,
2003-08,3.92,
2003-09,3.96,
2003-10,4.13,
2003-11,4.09,
2003-12,3.93,
2004-01,3.97,
2004-02,3.78,
2004-03,3.63,
2004-04,3.92,
2004-05,3.97,
2004-06,4.11,
2004-07,4.00,
2004-08,3.79,
2004-09,3.73,
2004-10,3.61,
2004-11,3.50,
2004-12,3.47,
2005-01,3.32,
2005-02,3.47,
2005-03,3.43,
2005-04,3.17,
2005-05,3.08,
2005-06,2.91,
2005-07,2.99,
2005-08,2.93,
2005-09,3.00,
2005-10,3.27,
2005-11,3.35,
2005-12,3.33,
2006-01,3.51,
2006-02,3.57,
2006-03,3.86,
2006-04,4.05,
2006-05,3.96,
2006-06,4.16,
2006-07,4.05,
2006-08,4.02,
2006-09,3.93,
2006-10,3.99,
2006-11,3.95,
2006-12,4.02,
2007-01,4.28,
2007-02,4.15,
2007-03,4.26,
2007-04,4.42,
2007-05,4.62,
2007-06,4.80,
2007-07,4.71,
2007-08,4.57,
2007-09,4.64,
2007-10,4.51,
2007-11,4.47,
2007-12,4.66,
2008-01,4.22,
2008-02,4.14,
2008-03,4.27,
2008-04,4.49,
2008-05,4.75,
2008-06,5.08,
2008-07,4.99,
2008-08,4.74,
2008-09,4.81,
2008-10,4.41,
2008-11,3.93,
2008-12,3.71,
2009-01,3.82,
2009-02,3.74,
2009-03,3.71,
2009-04,3.75,
2009-05,3.90,
2009-06,3.82,
2009-07,3.66,
2009-08,3.44,
2009-09,3.35,
2009-10,3.39,
2009-11,3.26,
2009-12,3.31,
2010-01,3.24,
2010-02,3.03,
2010-03,2.98,
2010-04,2.86,
2010-05,2.62,
2010-06,2.57,
2010-07,2.67,
2010-08,2.18,
2010-09,2.38,
2010-10,2.62,
2010-11,2.81,
2010-12,2.99,
2011-01,3.25,
2011-02,3.26,
2011-03,3.49,
2011-04,3.48,
2011-05,3.24,
2011-06,3.24,
2011-07,2.99,
2011-08,2.64,
2011-09,2.51,
2011-10,2.55,
2011-11,2.66,
2011-12,2.31,
2012-01,2.20,
2012-02,2.14,
2012-03,2.15,
2012-04,2.04,
2012-05,1.72,
2012-06,1.82,
2012-07,1.57,
2012-08,1.44,
2012-09,1.43,
2012-10,1.42,
2012-11,1.31,
2012-12,1.18,
2013-01,1.56,
2013-02,1.39,
2013-03,1.28,
2013-04,1.11,
2013-05,1.31,
2013-06,1.59,
2013-07,1.60,
2013-08,1.74,
2013-09,1.62,
2013-10,1.52,
2013-11,1.45,
2013-12,1.64,
2014-01,1.40,
2014-02,1.33,
2014-03,1.32,
2014-04,1.28,
2014-05,1.11,
2014-06,1.00,
2014-07,0.95,
2014-08,0.76,
2014-09,0.73,
2014-10,0.71,
2014-11,0.60,
2014-12,0.54,
2015-01,0.49,
