"",BBK01.BQ1832,BBK01.BQ1832_FLAGS
"","Central, state and local government debt - loans from social security funds",
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-16 16:35:21,
1991-01,971.8,
1991-04,1196.1,
1991-07,942.9,
1991-10,1113.3,
1992-01,1132.7,
1992-04,1392.8,
1992-07,1021.4,
1992-10,1252.5,
1993-01,960.9,
1993-04,1017.8,
1993-07,1010.0,
1993-10,818.9,
1994-01,707.9,
1994-04,635.7,
1994-07,615.4,
1994-10,683.3,
1995-01,638.5,
1995-04,542.7,
1995-07,623.1,
1995-10,645.8,
1996-01,680.5,
1996-04,548.4,
1996-07,524.8,
1996-10,393.9,
1997-01,393.3,
1997-04,378.1,
1997-07,341.7,
1997-10,338.8,
1998-01,310.1,
1998-04,291.2,
1998-07,270.8,
1998-10,281.2,
1999-01,271.5,
1999-04,262.6,
1999-07,261.7,
1999-10,280.9,
2000-01,281.9,
2000-04,281.2,
2000-07,280.4,
2000-10,210.9,
2001-01,202.6,
2001-04,184.6,
2001-07,181.5,
2001-10,174.2,
2002-01,217.7,
2002-04,238.5,
2002-07,226.7,
2002-10,136.7,
2003-01,134.7,Corrected value
2003-04,135.3,Corrected value
2003-07,316.5,
2003-10,340.5,
2004-01,148.4,
2004-04,148.4,
2004-07,144.9,
2004-10,96.8,
2005-01,100.7,
2005-04,93.0,
2005-07,92.7,
2005-10,79.8,
2006-01,77.5,
2006-04,77.4,
2006-07,77.3,
2006-10,72.1,
2007-01,72.1,
2007-04,72.0,
2007-07,71.9,
2007-10,67.7,
2008-01,66.8,
2008-04,67.8,
2008-07,67.8,
2008-10,62.2,
2009-01,66.0,
2009-04,71.9,
2009-07,71.8,
2009-10,59.3,
2010-01,60.2,
2010-04,60.2,
2010-07,65.1,
2010-10,21.4,
2011-01,87.3,
2011-04,82.3,
2011-07,82.3,
2011-10,102.0,
2012-01,91.3,
2012-04,91.5,
2012-07,91.5,
2012-10,69.9,
2013-01,19.9,
2013-04,23.1,
2013-07,28.1,
2013-10,45.7,
2014-01,20.7,Provisional value
2014-04,15.9,Provisional value
2014-07,15.9,Provisional value
"",General: For Germany as a whole (excluding hospitals with commercial accounting practices),
