"",BBK01.SUD240,BBK01.SUD240_FLAGS
"",New business (volumes) of German banks / Loans to non-financial corporations up to EUR 0.25 million with an initial rate fixation of over 3 and up to 5 years,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-03 10:27:18,
2010-06,359,
2010-07,431,
2010-08,312,
2010-09,343,
2010-10,381,
2010-11,395,
2010-12,410,
2011-01,370,
2011-02,357,
2011-03,447,
2011-04,400,
2011-05,452,
2011-06,373,
2011-07,416,
2011-08,390,
2011-09,381,
2011-10,370,
2011-11,351,
2011-12,420,
2012-01,377,
2012-02,323,
2012-03,418,
2012-04,399,
2012-05,393,
2012-06,377,
2012-07,421,
2012-08,370,
2012-09,298,
2012-10,338,
2012-11,362,
2012-12,326,
2013-01,326,
2013-02,285,
2013-03,308,
2013-04,368,
2013-05,296,
2013-06,278,
2013-07,377,
2013-08,270,
2013-09,265,
2013-10,325,
2013-11,300,
2013-12,310,
2014-01,315,
2014-02,284,
2014-03,339,
2014-04,384,
2014-05,323,
2014-06,302,
2014-07,392,
2014-08,295,
2014-09,294,
2014-10,377,
2014-11,300,
2014-12,416,Provisional value
"",General: Estimated. The volume of new business is extrapolated to form the underlying total using the Horvitz-Thompson estimator. The amount refers to the single loan transaction considered as new business. p = Provisional,
