"",BBSF2.M.1.S.I1251.TOT01.I.F.ANZ.DE.00000.000000.Z01.00,BBSF2.M.1.S.I1251.TOT01.I.F.ANZ.DE.00000.000000.Z01.00_FLAGS
"",Special investors funds / Funds total / Number / Life insurance corporations / Distribution and cumulative funds,
unit,Stück (hypothetically euro-based),
unit multiplier,one,
last update,2014-12-29 10:48:11,
2009-01,0,
2009-02,0,
2009-03,0,
2009-04,0,
2009-05,0,
2009-06,0,
2009-07,0,
2009-08,0,
2009-09,164,
2009-10,163,
2009-11,163,
2009-12,163,
2010-01,163,
2010-02,164,
2010-03,164,
2010-04,164,
2010-05,164,
2010-06,160,
2010-07,154,
2010-08,157,
2010-09,157,
2010-10,157,
2010-11,158,
2010-12,155,
2011-01,156,
2011-02,156,
2011-03,156,
2011-04,156,
2011-05,157,
2011-06,159,
2011-07,159,
2011-08,159,
2011-09,161,
2011-10,164,
2011-11,162,
2011-12,160,
2012-01,159,
2012-02,162,
2012-03,164,
2012-04,164,
2012-05,163,
2012-06,163,
2012-07,163,
2012-08,163,
2012-09,177,
2012-10,177,
2012-11,176,
2012-12,177,
2013-01,177,
2013-02,175,
2013-03,175,
2013-04,162,
2013-05,160,
2013-06,160,
2013-07,161,
2013-08,161,
2013-09,160,
2013-10,157,
2013-11,156,
2013-12,155,
2014-01,154,
2014-02,153,
2014-03,153,
2014-04,152,
2014-05,150,
2014-06,149,
2014-07,144,
2014-08,145,
2014-09,145,
2014-10,144,
2014-11,145,
