"",BBK01.SUD266,BBK01.SUD266_FLAGS
"","New business (volumes) of German banks / Loans to non-financial corporations up to EUR 0.25 million with collateral and/or guarantees, initial rate fixation of over 5 and up to 10 years",
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-03 10:27:24,
2010-06,70,
2010-07,102,
2010-08,89,
2010-09,65,
2010-10,112,
2010-11,83,
2010-12,81,
2011-01,89,
2011-02,73,
2011-03,85,
2011-04,85,
2011-05,67,
2011-06,64,
2011-07,85,
2011-08,67,
2011-09,70,
2011-10,77,
2011-11,81,
2011-12,78,
2012-01,75,
2012-02,75,
2012-03,73,
2012-04,71,
2012-05,55,
2012-06,73,
2012-07,101,
2012-08,72,
2012-09,57,
2012-10,70,
2012-11,74,
2012-12,64,
2013-01,76,
2013-02,59,
2013-03,70,
2013-04,76,
2013-05,55,
2013-06,77,
2013-07,102,
2013-08,89,
2013-09,65,
2013-10,56,
2013-11,54,
2013-12,68,
2014-01,70,
2014-02,51,
2014-03,69,
2014-04,69,
2014-05,65,
2014-06,61,
2014-07,101,
2014-08,61,
2014-09,63,
2014-10,91,
2014-11,69,
2014-12,98,Provisional value
"","General: Estimated. The volume of new business is extrapolated to form the underlying total using the Horvitz-Thompson estimator. The amount refers to the single loan transaction considered as new business. For the purpose of MFI interest rate statistics, a loan is considered to be secured if collateral (inter alia financial collateral, real estate collateral, debt securities) in at least the same value as the loan amount has been posted, pledged or assigned. p = Provisional",
