"",BBK01.SUD121,BBK01.SUD121_FLAGS
"",Effective interest rates of German banks / New business / Loans for other purposes to households with an initial rate fixation of over 1 year and up to 5 years,
unit,% p.a. (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-03 10:27:10,
2003-01,5.53,
2003-02,5.70,
2003-03,5.35,
2003-04,5.27,
2003-05,5.43,
2003-06,5.00,
2003-07,4.94,
2003-08,4.96,
2003-09,4.94,
2003-10,5.00,
2003-11,5.14,
2003-12,4.93,
2004-01,5.08,
2004-02,5.04,
2004-03,5.11,
2004-04,4.92,
2004-05,4.85,
2004-06,5.00,
2004-07,4.90,
2004-08,5.07,
2004-09,4.88,
2004-10,4.80,
2004-11,4.84,
2004-12,4.54,
2005-01,4.64,
2005-02,4.68,
2005-03,4.72,
2005-04,4.79,
2005-05,4.75,
2005-06,4.69,
2005-07,4.62,
2005-08,4.64,
2005-09,4.61,
2005-10,4.60,
2005-11,4.51,
2005-12,4.69,
2006-01,4.75,
2006-02,4.86,
2006-03,4.91,
2006-04,4.97,
2006-05,5.19,
2006-06,5.24,
2006-07,5.36,
2006-08,5.38,
2006-09,5.30,
2006-10,5.03,
2006-11,5.20,
2006-12,5.21,
2007-01,5.39,
2007-02,5.21,
2007-03,5.60,
2007-04,5.58,
2007-05,5.66,
2007-06,5.76,
2007-07,5.77,
2007-08,5.89,
2007-09,5.84,
2007-10,5.93,
2007-11,5.94,
2007-12,5.75,
2008-01,5.91,
2008-02,5.78,
2008-03,5.68,
2008-04,5.71,
2008-05,5.77,
2008-06,6.09,
2008-07,6.19,
2008-08,6.30,
2008-09,6.24,
2008-10,6.05,
2008-11,5.90,
2008-12,5.51,
2009-01,5.24,
2009-02,5.08,
2009-03,4.82,
2009-04,4.65,
2009-05,4.78,
2009-06,4.66,
2009-07,4.73,
2009-08,4.62,
2009-09,4.61,
2009-10,4.65,
2009-11,4.47,
2009-12,4.41,
2010-01,4.43,
2010-02,4.62,
2010-03,4.48,
2010-04,4.12,
2010-05,4.26,
2010-06,4.10,
2010-07,4.18,
2010-08,4.47,
2010-09,4.15,
2010-10,4.33,
2010-11,4.31,
2010-12,4.15,
2011-01,4.13,
2011-02,4.56,
2011-03,4.56,
2011-04,4.56,
2011-05,4.71,
2011-06,4.42,
2011-07,4.68,
2011-08,4.81,
2011-09,4.69,
2011-10,4.54,
2011-11,4.59,
2011-12,4.51,
2012-01,4.42,
2012-02,4.17,
2012-03,4.35,
2012-04,4.31,
2012-05,4.26,
2012-06,4.32,
2012-07,4.07,
2012-08,3.97,
2012-09,4.19,
2012-10,3.69,
2012-11,3.86,
2012-12,3.78,
2013-01,3.77,
2013-02,3.54,
2013-03,3.80,
2013-04,3.57,
2013-05,3.62,
2013-06,3.65,
2013-07,3.30,
2013-08,3.55,
2013-09,3.56,
2013-10,3.48,
2013-11,3.61,
2013-12,3.45,
2014-01,3.38,
2014-02,3.32,
2014-03,3.50,
2014-04,3.47,
2014-05,3.52,
2014-06,3.46,
2014-07,3.33,
2014-08,3.51,
2014-09,3.48,
2014-10,3.26,
2014-11,3.21,
2014-12,2.88,Provisional value
"","General: Volume-weighted average rates of all new agreements concluded during the reporting month. The effective interest rates are calculated either as annualised agreed interest rates or as narrowly defined effective rates. Both calculation methods cover all interest payments on deposits and loans but not any other related charges which may occur for enquiries, administration, preparation of the documents, guarantees and credit insurance. For the purpose of these statistics, other loans are loans granted for other purposes such as business, debt consolidation, education etc. p = Provisional",
