"",BBK01.PQ0193,BBK01.PQ0193_FLAGS
"",Instalment credit to domestic employees and other individuals / Total / Big banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:27:10,
1980-10,5.248,
1981-01,5.124,
1981-04,5.151,
1981-07,5.199,
1981-10,5.052,
1982-01,5.001,
1982-04,5.074,
1982-07,5.100,
1982-10,5.030,
1983-01,4.982,
1983-04,5.067,
1983-07,5.041,
1983-10,5.033,
1984-01,4.998,
1984-04,5.106,
1984-07,5.158,
1984-10,4.972,
1985-01,4.867,
1985-04,4.915,
1985-07,5.023,
1985-10,4.975,
1986-01,4.880,
1986-04,4.931,
1986-07,5.081,
1986-10,5.111,
1987-01,5.153,
1987-04,5.282,
1987-07,5.486,
1987-10,5.388,
1988-01,5.314,
1988-04,5.643,
1988-07,5.826,
1988-10,5.840,
1989-01,5.878,
1989-04,6.068,
1989-07,6.297,
1989-10,6.590,
1990-01,6.689,
1990-04,6.841,
1990-07,6.950,
1990-10,7.075,
1991-01,7.390,
1991-04,7.983,
1991-07,8.277,
1991-10,8.507,
1992-01,8.521,
1992-04,8.519,
1992-07,8.481,
1992-10,8.233,
1993-01,7.978,
1993-04,7.778,
1993-07,7.551,
1993-10,7.238,
1994-01,6.954,
1994-04,6.781,
1994-07,6.345,
1994-10,6.153,
1995-01,5.986,
1995-04,5.976,
1995-07,5.935,
1995-10,5.816,
1996-01,5.750,
1996-04,5.796,
1996-07,5.809,
1996-10,5.724,
1997-01,5.661,
1997-04,5.749,
1997-07,5.767,
1997-10,5.668,
1998-01,5.671,
1998-04,5.860,
1998-07,5.889,
1998-10,5.964,
1999-01,5.770,
1999-04,5.956,
1999-07,3.669,
1999-10,3.525,
2000-01,3.507,
2000-04,3.366,
2000-07,3.307,
2000-10,3.121,
2001-01,3.055,
2001-04,2.982,
2001-07,2.918,
2001-10,2.736,
2002-01,2.631,
2002-04,2.579,
2002-07,2.432,
2002-10,2.278,
2003-01,2.306,
2003-04,2.070,
2003-07,2.243,
2003-10,2.408,
2004-01,2.421,
2004-04,2.664,
2004-07,2.791,
2004-10,3.792,
2005-01,3.946,
2005-04,4.154,
2005-07,4.230,
2005-10,4.241,
2006-01,4.243,
2006-04,4.315,
2006-07,4.474,
2006-10,4.411,
2007-01,4.442,
2007-04,4.500,
2007-07,4.562,
2007-10,4.561,
2008-01,4.701,
2008-04,4.901,
2008-07,5.030,
2008-10,5.039,
2009-01,5.107,
2009-04,5.180,
2009-07,5.224,
2009-10,5.496,
2010-01,5.518,
2010-04,5.904,
2010-07,5.688,
2010-10,5.505,
2011-01,5.322,
2011-04,5.396,
2011-07,5.384,
2011-10,5.488,
2012-01,5.473,
2012-04,5.452,
2012-07,5.502,
2012-10,5.520,
2013-01,5.532,
2013-04,5.626,
2013-07,5.776,
2013-10,5.770,
2014-01,5.816,
2014-04,5.979,
2014-07,6.123,
2014-10,5.640,
