"",BBK01.SUD118,BBK01.SUD118_FLAGS
"",Effective interest rates of German banks / New business / Housing loans to households with an initial rate fixation of over 5 years and up to 10 years,
unit,% p.a. (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-03 10:27:02,
2003-01,5.39,
2003-02,5.19,
2003-03,5.05,
2003-04,5.03,
2003-05,4.97,
2003-06,4.80,
2003-07,4.70,
2003-08,4.81,
2003-09,4.96,
2003-10,5.00,
2003-11,5.07,
2003-12,5.14,
2004-01,5.15,
2004-02,5.06,
2004-03,4.99,
2004-04,4.91,
2004-05,4.91,
2004-06,4.96,
2004-07,4.92,
2004-08,5.04,
2004-09,4.96,
2004-10,4.89,
2004-11,4.78,
2004-12,4.63,
2005-01,4.56,
2005-02,4.51,
2005-03,4.47,
2005-04,4.50,
2005-05,4.39,
2005-06,4.22,
2005-07,4.17,
2005-08,4.10,
2005-09,4.11,
2005-10,4.11,
2005-11,4.14,
2005-12,4.19,
2006-01,4.29,
2006-02,4.28,
2006-03,4.39,
2006-04,4.45,
2006-05,4.58,
2006-06,4.66,
2006-07,4.67,
2006-08,4.71,
2006-09,4.71,
2006-10,4.65,
2006-11,4.65,
2006-12,4.60,
2007-01,4.64,
2007-02,4.78,
2007-03,4.78,
2007-04,4.80,
2007-05,4.87,
2007-06,5.01,
2007-07,5.14,
2007-08,5.18,
2007-09,5.12,
2007-10,5.08,
2007-11,5.08,
2007-12,5.03,
2008-01,5.04,
2008-02,4.94,
2008-03,4.89,
2008-04,4.90,
2008-05,4.96,
2008-06,5.06,
2008-07,5.21,
2008-08,5.27,
2008-09,5.17,
2008-10,5.15,
2008-11,5.03,
2008-12,4.83,
2009-01,4.73,
2009-02,4.58,
2009-03,4.40,
2009-04,4.37,
2009-05,4.35,
2009-06,4.39,
2009-07,4.45,
2009-08,4.46,
2009-09,4.37,
2009-10,4.34,
2009-11,4.35,
2009-12,4.29,
2010-01,4.27,
2010-02,4.22,
2010-03,4.09,
2010-04,4.07,
2010-05,4.01,
2010-06,3.89,
2010-07,3.79,
2010-08,3.80,
2010-09,3.65,
2010-10,3.58,
2010-11,3.61,
2010-12,3.70,
2011-01,3.85,
2011-02,4.02,
2011-03,4.10,
2011-04,4.18,
2011-05,4.23,
2011-06,4.19,
2011-07,4.13,
2011-08,4.01,
2011-09,3.80,
2011-10,3.61,
2011-11,3.58,
2011-12,3.54,
2012-01,3.48,
2012-02,3.37,
2012-03,3.29,
2012-04,3.28,
2012-05,3.17,
2012-06,3.04,
2012-07,2.98,
2012-08,2.88,
2012-09,2.85,
2012-10,2.84,
2012-11,2.82,
2012-12,2.78,
2013-01,2.75,
2013-02,2.74,
2013-03,2.77,
2013-04,2.74,
2013-05,2.64,
2013-06,2.57,
2013-07,2.67,
2013-08,2.74,
2013-09,2.82,
2013-10,2.91,
2013-11,2.91,
2013-12,2.85,
2014-01,2.86,
2014-02,2.81,
2014-03,2.73,
2014-04,2.71,
2014-05,2.63,
2014-06,2.55,
2014-07,2.48,
2014-08,2.40,
2014-09,2.31,
2014-10,2.22,
2014-11,2.15,
2014-12,2.12,Provisional value
"","General: Volume-weighted average rates of all new agreements concluded during the reporting month. The effective interest rates are calculated either as annualised agreed interest rates or as narrowly defined effective rates. Both calculation methods cover all interest payments on deposits and loans but not any other related charges which may occur for enquiries, administration, preparation of the documents, guarantees and credit insurance. Secured and unsecured loans for home purchase, including building and home improvements; including loans granted by building and loan associations and interim credits as well as transmitted loans granted by the reporting agents in their own name and for their ownaccount. p = Provisional",
