"",BBK01.CEL610,BBK01.CEL610_FLAGS
"","Insurance, pension and standardised guarantees debtor: Non-financial corporations                creditor: Total",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:46:56,
1999-01,1.0,
1999-04,1.0,
1999-07,1.0,
1999-10,1.0,
2000-01,3.2,
2000-04,3.2,
2000-07,3.2,
2000-10,3.2,
2001-01,2.2,
2001-04,2.2,
2001-07,2.2,
2001-10,2.1,
2002-01,1.8,
2002-04,1.8,
2002-07,1.8,
2002-10,1.8,
2003-01,1.7,
2003-04,1.7,
2003-07,1.7,
2003-10,1.7,
2004-01,1.1,
2004-04,1.1,
2004-07,1.1,
2004-10,1.1,
2005-01,1.3,
2005-04,1.3,
2005-07,1.3,
2005-10,1.3,
2006-01,2.0,
2006-04,2.0,
2006-07,2.0,
2006-10,2.0,
2007-01,0.5,
2007-04,0.5,
2007-07,0.5,
2007-10,0.5,
2008-01,0.5,
2008-04,0.5,
2008-07,0.5,
2008-10,0.5,
2009-01,1.8,
2009-04,1.8,
2009-07,1.8,
2009-10,1.8,
2010-01,1.2,
2010-04,1.2,
2010-07,1.2,
2010-10,1.2,
2011-01,1.6,
2011-04,1.6,
2011-07,1.6,
2011-10,1.6,
2012-01,1.9,
2012-04,1.9,
2012-07,1.9,
2012-10,1.9,
2013-01,1.5,
2013-04,1.5,
2013-07,1.5,
2013-10,1.5,
2014-01,1.5,
2014-04,1.5,
2014-07,1.5,
