"",BBK01.CEB0B0,BBK01.CEB0B0_FLAGS
"",Liabilities debtor: Insurance corporations                    creditor: All sectors,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:19:29,
1991-01,575.7,
1991-04,582.7,
1991-07,590.2,
1991-10,595.6,
1992-01,627.5,
1992-04,636.5,
1992-07,626.1,
1992-10,637.7,
1993-01,667.4,
1993-04,687.3,
1993-07,719.1,
1993-10,741.2,
1994-01,732.8,
1994-04,764.6,
1994-07,773.3,
1994-10,785.8,
1995-01,808.3,
1995-04,838.2,
1995-07,860.4,
1995-10,872.8,
1996-01,906.2,
1996-04,929.2,
1996-07,954.5,
1996-10,951.5,
1997-01,1015.1,
1997-04,1052.8,
1997-07,1099.1,
1997-10,1111.0,
1998-01,1181.1,
1998-04,1222.1,
1998-07,1208.0,
1998-10,1233.2,
1999-01,1263.8,
1999-04,1269.2,
1999-07,1275.9,
1999-10,1390.3,
2000-01,1493.2,
2000-04,1433.8,
2000-07,1491.0,
2000-10,1432.7,
2001-01,1476.7,
2001-04,1502.6,
2001-07,1406.4,
2001-10,1460.4,
2002-01,1538.7,
2002-04,1524.5,
2002-07,1415.5,
2002-10,1379.2,
2003-01,1394.1,
2003-04,1451.3,
2003-07,1468.1,
2003-10,1494.4,
2004-01,1510.9,
2004-04,1520.2,
2004-07,1522.7,
2004-10,1545.1,
2005-01,1568.8,
2005-04,1574.2,
2005-07,1617.1,
2005-10,1657.4,
2006-01,1671.7,
2006-04,1669.4,
2006-07,1710.2,
2006-10,1745.7,
2007-01,1765.8,
2007-04,1790.5,
2007-07,1797.2,
2007-10,1803.7,
2008-01,1783.6,
2008-04,1773.5,
2008-07,1762.3,
2008-10,1733.2,
2009-01,1721.9,
2009-04,1733.0,
2009-07,1772.2,
2009-10,1785.4,
2010-01,1819.3,
2010-04,1822.7,
2010-07,1841.1,
2010-10,1868.0,
2011-01,1886.8,
2011-04,1892.3,
2011-07,1877.6,
2011-10,1895.9,
2012-01,1943.5,
2012-04,1951.7,
2012-07,1989.0,
2012-10,2034.8,
2013-01,2075.4,
2013-04,2091.0,
2013-07,2106.7,
2013-10,2149.3,
2014-01,2179.1,
