"",BBK01.WZ3469,BBK01.WZ3469_FLAGS
"","Yields, derived from the term structure of interest rates, on Pfandbriefe with annual coupon payments / residual maturity of 5 years / moving averages",
unit,Prozent (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-02 10:11:11,
2004-12,4.40,
2005-01,4.37,
2005-02,4.33,
2005-03,4.30,
2005-04,4.26,
2005-05,4.21,
2005-06,4.16,
2005-07,4.11,
2005-08,4.07,
2005-09,4.02,
2005-10,3.98,
2005-11,3.95,
2005-12,3.92,
2006-01,3.89,
2006-02,3.87,
2006-03,3.85,
2006-04,3.83,
2006-05,3.82,
2006-06,3.80,
2006-07,3.79,
2006-08,3.78,
2006-09,3.77,
2006-10,3.76,
2006-11,3.75,
2006-12,3.74,
2007-01,3.73,
2007-02,3.71,
2007-03,3.70,
2007-04,3.69,
2007-05,3.68,
2007-06,3.68,
2007-07,3.69,
2007-08,3.69,
2007-09,3.70,
2007-10,3.70,
2007-11,3.71,
2007-12,3.73,
2008-01,3.74,
2008-02,3.75,
2008-03,3.75,
2008-04,3.77,
2008-05,3.80,
2008-06,3.83,
2008-07,3.85,
2008-08,3.87,
2008-09,3.88,
2008-10,3.89,
2008-11,3.89,
2008-12,3.88,
2009-01,3.88,
2009-02,3.88,
2009-03,3.88,
2009-04,3.88,
2009-05,3.88,
2009-06,3.87,
2009-07,3.87,
2009-08,3.86,
2009-09,3.85,
2009-10,3.85,
2009-11,3.84,
2009-12,3.84,
2010-01,3.84,
2010-02,3.83,
2010-03,3.82,
2010-04,3.81,
2010-05,3.80,
2010-06,3.79,
2010-07,3.79,
2010-08,3.77,
2010-09,3.76,
2010-10,3.75,
2010-11,3.74,
2010-12,3.73,
2011-01,3.72,
2011-02,3.71,
2011-03,3.71,
2011-04,3.70,
2011-05,3.68,
2011-06,3.66,
2011-07,3.64,
2011-08,3.62,
2011-09,3.59,
2011-10,3.56,
2011-11,3.54,
2011-12,3.51,
2012-01,3.47,
2012-02,3.43,
2012-03,3.39,
2012-04,3.35,
2012-05,3.30,
2012-06,3.25,
2012-07,3.19,
2012-08,3.14,
2012-09,3.08,
2012-10,3.02,
2012-11,2.97,
2012-12,2.91,
2013-01,2.86,
2013-02,2.81,
2013-03,2.76,
2013-04,2.70,
2013-05,2.64,
2013-06,2.58,
2013-07,2.52,
2013-08,2.46,
2013-09,2.41,
2013-10,2.36,
2013-11,2.31,
2013-12,2.28,
2014-01,2.24,
2014-02,2.19,
2014-03,2.15,
2014-04,2.11,
2014-05,2.07,
2014-06,2.02,
2014-07,1.98,
2014-08,1.94,
2014-09,1.89,
2014-10,1.85,
2014-11,1.81,
2014-12,1.76,
2015-01,1.72,
"","General: Moving averages from end-of-month levels; calculated from end-of-month levels of 12 months in the case of a residual maturity of one year; end-of-month levels of 24 months in the case of a residual maturity of two years, ... , end-of-months levels of 120 months in the case of a residual maturity of ten years; this includes the end-of-month-level of the reporting month and the end-of-month-levels of the preceding months.",
