"",BBK01.TYI308,BBK01.TYI308_FLAGS
1993-05,0,
1993-06,0,
1993-07,0,
1993-08,0,
1993-09,0,
1993-10,0,
1993-11,0,
1993-12,0,
1994-01,0,
1994-02,0,
1994-03,0,
1994-04,0,
1994-05,0,
1994-06,0,
1994-07,0,
1994-08,0,
1994-09,729,
1994-10,1248,
1994-11,2243,
1994-12,11771,
1995-01,-835,
1995-02,-1141,
1995-03,-811,
1995-04,201,
1995-05,368,
1995-06,390,
1995-07,285,
1995-08,215,
1995-09,56,
1995-10,578,
1995-11,927,
1995-12,3777,
1996-01,-267,
1996-02,771,
1996-03,-162,
1996-04,-61,
1996-05,-285,
1996-06,-588,
1996-07,-660,
1996-08,-375,
1996-09,-275,
1996-10,90,
1996-11,-525,
1996-12,-261,
1997-01,-664,
1997-02,-30,
1997-03,-423,
1997-04,-191,
1997-05,-258,
1997-06,-461,
1997-07,216,
1997-08,129,
1997-09,-337,
1997-10,-575,
1997-11,-361,
1997-12,-126,
1998-01,246,
1998-02,1213,
1998-03,330,
1998-04,11,
1998-05,85,
1998-06,138,
1998-07,211,
1998-08,668,
1998-09,-56,
1998-10,404,
1998-11,-43,
1998-12,-180,
1999-01,1343,
1999-02,628,
1999-03,88,
1999-04,679,
1999-05,867,
1999-06,464,
1999-07,656,
1999-08,625,
1999-09,476,
1999-10,-118,
1999-11,-986,
1999-12,-1238,
2000-01,1710,
2000-02,1051,
2000-03,56,
2000-04,-577,
2000-05,-465,
2000-06,-893,
2000-07,-597,
2000-08,40,
2000-09,-797,
2000-10,-352,
2000-11,-134,
2000-12,-567,
2001-01,1195,
2001-02,1053,
2001-03,1019,
2001-04,632,
2001-05,2,
2001-06,339,
2001-07,865,
2001-08,1399,
2001-09,1579,
2001-10,663,
2001-11,636,
2001-12,1659,
2002-01,1192,
2002-02,485,
2002-03,-217,
2002-04,-309,
2002-05,415,
2002-06,-558,
2002-07,240,
2002-08,1482,
2002-09,577,
2002-10,561,
2002-11,-160,
2002-12,-413,
2003-01,2493,
2003-02,1285,
2003-03,528,
2003-04,-30,
2003-05,497,
2003-06,-483,
2003-07,-398,
2003-08,-426,
2003-09,-45,
2003-10,-1194,
2003-11,-447,
2003-12,188,
2004-01,-458,
2004-02,-258,
2004-03,-504,
2004-04,51,
2004-05,337,
2004-06,-108,
2004-07,3879,
2004-08,1256,
2004-09,-2326,
2004-10,-1303,
2004-11,-1878,
2004-12,-3860,
2005-01,-244,
2005-02,294,
2005-03,1589,
2005-04,444,
2005-05,-485,
2005-06,212,
2005-07,1394,
2005-08,151,
2005-09,-471,
2005-10,-2427,
2005-11,-1017,
2005-12,-5,
2006-01,-643,
2006-02,594,
2006-03,-94,
2006-04,-74,
2006-05,445,
2006-06,901,
2006-07,-715,
2006-08,-187,
2006-09,-598,
2006-10,43,
2006-11,-208,
2006-12,-220,
2007-01,194,
2007-02,-747,
2007-03,1229,
2007-04,-26,
2007-05,332,
2007-06,1467,
2007-07,-389,
2007-08,-3833,
2007-09,-3654,
2007-10,-957,
2007-11,-8,
2007-12,-361,
2008-01,-37,
2008-02,472,
2008-03,-1532,
2008-04,-1544,
2008-05,-583,
2008-06,-124,
2008-07,-49,
2008-08,-330,
2008-09,-408,
2008-10,-3885,
2008-11,-752,
2008-12,-817,
2009-01,-340,
2009-02,841,
2009-03,-594,
2009-04,-137,
2009-05,-306,
2009-06,-245,
2009-07,-1137,
2009-08,-50,
2009-09,138,
2009-10,-116,
2009-11,-234,
2009-12,-620,
2010-01,730,
2010-02,-237,
2010-03,-540,
2010-04,-231,
2010-05,372,
2010-06,-693,
2010-07,536,
2010-08,-336,
2010-09,-177,
2010-10,-136,
2010-11,307,
2010-12,101,
2011-01,73,
2011-02,-57,
2011-03,130,
2011-04,-159,
2011-05,-342,
2011-06,-177,
2011-07,-2549,
2011-08,389,
2011-09,148,
2011-10,-17,
2011-11,-873,
2011-12,-94,
2012-01,-295,
2012-02,-169,
2012-03,-221,
2012-04,39,
2012-05,15,
2012-06,182,
2012-07,49,
2012-08,-423,
2012-09,-225,
2012-10,398,
2012-11,-49,
2012-12,176,
2013-01,53,
2013-02,261,
2013-03,70,
2013-04,643,
2013-05,-44,
2013-06,-504,
2013-07,-23,
2013-08,27,
2013-09,-463,
2013-10,-303,
2013-11,-81,
2013-12,-19,
2014-01,139,
2014-02,-47,
2014-03,-210,
2014-04,5,
2014-05,-67,
2014-06,-65,
2014-07,-9,
2014-08,-259,
2014-09,37,
2014-10,-8,
2014-11,-34,
2014-12,17,
2015-01,23,
