"",BBK01.CEH402,BBK01.CEH402_FLAGS
"",Loans\n debtor: All sectors                    creditor: Domestic financial corporations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:18:09,
1991-01,31.8,
1991-04,40.9,
1991-07,40.2,
1991-10,55.3,
1992-01,21.4,
1992-04,38.4,
1992-07,23.1,
1992-10,30.4,
1993-01,19.4,
1993-04,34.1,
1993-07,35.6,
1993-10,58.5,
1994-01,21.5,
1994-04,28.1,
1994-07,29.5,
1994-10,56.0,
1995-01,19.5,
1995-04,46.7,
1995-07,46.3,
1995-10,69.5,
1996-01,37.1,
1996-04,38.3,
1996-07,34.0,
1996-10,84.1,
1997-01,39.1,
1997-04,36.7,
1997-07,39.6,
1997-10,62.6,
1998-01,37.8,
1998-04,37.6,
1998-07,44.9,
1998-10,64.2,
1999-01,62.2,
1999-04,61.3,
1999-07,32.3,
1999-10,78.3,
2000-01,35.2,
2000-04,65.8,
2000-07,-11.8,
2000-10,25.8,
2001-01,108.9,
2001-04,-21.3,
2001-07,16.6,
2001-10,-9.7,
2002-01,27.5,
2002-04,-21.9,
2002-07,30.9,
2002-10,10.3,
2003-01,29.7,
2003-04,-23.1,
2003-07,13.5,
2003-10,25.0,
2004-01,32.8,
2004-04,-51.8,
2004-07,50.6,
2004-10,-9.9,
2005-01,7.8,
2005-04,-12.4,
2005-07,35.4,
2005-10,-10.8,
2006-01,6.9,
2006-04,0.3,
2006-07,57.0,
2006-10,-58.1,
2007-01,53.7,
2007-04,32.5,
2007-07,57.5,
2007-10,22.1,
2008-01,83.4,
2008-04,32.9,
2008-07,45.3,
2008-10,-11.1,
2009-01,32.1,
2009-04,40.4,
2009-07,-22.1,
2009-10,-29.2,
2010-01,27.7,
2010-04,93.9,
2010-07,31.3,
2010-10,71.3,
2011-01,-8.4,
2011-04,16.3,
2011-07,161.5,
2011-10,-26.7,
2012-01,193.8,
2012-04,113.1,
2012-07,-11.8,
2012-10,-75.1,
2013-01,-47.4,
2013-04,6.0,
2013-07,-47.7,
2013-10,-72.2,
2014-01,-17.1,
