"",BBK01.BU1132,BBK01.BU1132_FLAGS
1956-11,-,Nothing exists
1956-12,-,Nothing exists
1957-01,-,Nothing exists
1957-02,-,Nothing exists
1957-03,-,Nothing exists
1957-04,-,Nothing exists
1957-05,-,Nothing exists
1957-06,-,Nothing exists
1957-07,-,Nothing exists
1957-08,-,Nothing exists
1957-09,-,Nothing exists
1957-10,-,Nothing exists
1957-11,-,Nothing exists
1957-12,-,Nothing exists
1958-01,-,Nothing exists
1958-02,-,Nothing exists
1958-03,-,Nothing exists
1958-04,-,Nothing exists
1958-05,-,Nothing exists
1958-06,-,Nothing exists
1958-07,-,Nothing exists
1958-08,-,Nothing exists
1958-09,-,Nothing exists
1958-10,-,Nothing exists
1958-11,-,Nothing exists
1958-12,-,Nothing exists
1959-01,-,Nothing exists
1959-02,-,Nothing exists
1959-03,-,Nothing exists
1959-04,-,Nothing exists
1959-05,-,Nothing exists
1959-06,-,Nothing exists
1959-07,-,Nothing exists
1959-08,-,Nothing exists
1959-09,-,Nothing exists
1959-10,-,Nothing exists
1959-11,-,Nothing exists
1959-12,-,Nothing exists
1960-01,-,Nothing exists
1960-02,-,Nothing exists
1960-03,-,Nothing exists
1960-04,-,Nothing exists
1960-05,-,Nothing exists
1960-06,-,Nothing exists
1960-07,-,Nothing exists
1960-08,-,Nothing exists
1960-09,-,Nothing exists
1960-10,-,Nothing exists
1960-11,-,Nothing exists
1960-12,-,Nothing exists
1961-01,-,Nothing exists
1961-02,-,Nothing exists
1961-03,-,Nothing exists
1961-04,-,Nothing exists
1961-05,-,Nothing exists
1961-06,-,Nothing exists
1961-07,-,Nothing exists
1961-08,-,Nothing exists
1961-09,-,Nothing exists
1961-10,-,Nothing exists
1961-11,-,Nothing exists
1961-12,-,Nothing exists
1962-01,-,Nothing exists
1962-02,-,Nothing exists
1962-03,-,Nothing exists
1962-04,-,Nothing exists
1962-05,-,Nothing exists
1962-06,-,Nothing exists
1962-07,-,Nothing exists
1962-08,-,Nothing exists
1962-09,-,Nothing exists
1962-10,-,Nothing exists
1962-11,-,Nothing exists
1962-12,-,Nothing exists
1963-01,-,Nothing exists
1963-02,-,Nothing exists
1963-03,-,Nothing exists
1963-04,-,Nothing exists
1963-05,-,Nothing exists
1963-06,-,Nothing exists
1963-07,-,Nothing exists
1963-08,-,Nothing exists
1963-09,-,Nothing exists
1963-10,-,Nothing exists
1963-11,-,Nothing exists
1963-12,-,Nothing exists
1964-01,-,Nothing exists
1964-02,-,Nothing exists
1964-03,-,Nothing exists
1964-04,-,Nothing exists
1964-05,-,Nothing exists
1964-06,-,Nothing exists
1964-07,-,Nothing exists
1964-08,-,Nothing exists
1964-09,-,Nothing exists
1964-10,-,Nothing exists
1964-11,-,Nothing exists
1964-12,-,Nothing exists
1965-01,-,Nothing exists
1965-02,-,Nothing exists
1965-03,-,Nothing exists
1965-04,-,Nothing exists
1965-05,-,Nothing exists
1965-06,-,Nothing exists
1965-07,-,Nothing exists
1965-08,-,Nothing exists
1965-09,-,Nothing exists
1965-10,-,Nothing exists
1965-11,-,Nothing exists
1965-12,-,Nothing exists
1966-01,-,Nothing exists
1966-02,-,Nothing exists
1966-03,-,Nothing exists
1966-04,-,Nothing exists
1966-05,-,Nothing exists
1966-06,-,Nothing exists
1966-07,-,Nothing exists
1966-08,-,Nothing exists
1966-09,-,Nothing exists
1966-10,-,Nothing exists
1966-11,-,Nothing exists
1966-12,-,Nothing exists
1967-01,-,Nothing exists
1967-02,-,Nothing exists
1967-03,-,Nothing exists
1967-04,-,Nothing exists
1967-05,-,Nothing exists
1967-06,-,Nothing exists
1967-07,-,Nothing exists
1967-08,-,Nothing exists
1967-09,-,Nothing exists
1967-10,-,Nothing exists
1967-11,-,Nothing exists
1967-12,-,Nothing exists
1968-01,-,Nothing exists
1968-02,-,Nothing exists
1968-03,-,Nothing exists
1968-04,-,Nothing exists
1968-05,-,Nothing exists
1968-06,-,Nothing exists
1968-07,-,Nothing exists
1968-08,-,Nothing exists
1968-09,-,Nothing exists
1968-10,-,Nothing exists
1968-11,-,Nothing exists
1968-12,-,Nothing exists
1969-01,-,Nothing exists
1969-02,-,Nothing exists
1969-03,-,Nothing exists
1969-04,-,Nothing exists
1969-05,-,Nothing exists
1969-06,-,Nothing exists
1969-07,-,Nothing exists
1969-08,-,Nothing exists
1969-09,-,Nothing exists
1969-10,-,Nothing exists
1969-11,-,Nothing exists
1969-12,-,Nothing exists
1970-01,-,Nothing exists
1970-02,-,Nothing exists
1970-03,-,Nothing exists
1970-04,-,Nothing exists
1970-05,-,Nothing exists
1970-06,-,Nothing exists
1970-07,-,Nothing exists
1970-08,-,Nothing exists
1970-09,-,Nothing exists
1970-10,-,Nothing exists
1970-11,-,Nothing exists
1970-12,-,Nothing exists
1971-01,-,Nothing exists
1971-02,-,Nothing exists
1971-03,-,Nothing exists
1971-04,-,Nothing exists
1971-05,-,Nothing exists
1971-06,-,Nothing exists
1971-07,-,Nothing exists
1971-08,-,Nothing exists
1971-09,-,Nothing exists
1971-10,-,Nothing exists
1971-11,-,Nothing exists
1971-12,-,Nothing exists
1972-01,-,Nothing exists
1972-02,-,Nothing exists
1972-03,-,Nothing exists
1972-04,-,Nothing exists
1972-05,-,Nothing exists
1972-06,-,Nothing exists
1972-07,-,Nothing exists
1972-08,-,Nothing exists
1972-09,-,Nothing exists
1972-10,-,Nothing exists
1972-11,-,Nothing exists
1972-12,-,Nothing exists
1973-01,-,Nothing exists
1973-02,-,Nothing exists
1973-03,-,Nothing exists
1973-04,-,Nothing exists
1973-05,-,Nothing exists
1973-06,-,Nothing exists
1973-07,-,Nothing exists
1973-08,-,Nothing exists
1973-09,-,Nothing exists
1973-10,-,Nothing exists
1973-11,-,Nothing exists
1973-12,-,Nothing exists
1974-01,-,Nothing exists
1974-02,-,Nothing exists
1974-03,-,Nothing exists
1974-04,-,Nothing exists
1974-05,-,Nothing exists
1974-06,-,Nothing exists
1974-07,-,Nothing exists
1974-08,-,Nothing exists
1974-09,-,Nothing exists
1974-10,-,Nothing exists
1974-11,-,Nothing exists
1974-12,-,Nothing exists
1975-01,-,Nothing exists
1975-02,-,Nothing exists
1975-03,-,Nothing exists
1975-04,-,Nothing exists
1975-05,-,Nothing exists
1975-06,-,Nothing exists
1975-07,-,Nothing exists
1975-08,-,Nothing exists
1975-09,-,Nothing exists
1975-10,-,Nothing exists
1975-11,-,Nothing exists
1975-12,-,Nothing exists
1976-01,-,Nothing exists
1976-02,-,Nothing exists
1976-03,-,Nothing exists
1976-04,-,Nothing exists
1976-05,-,Nothing exists
1976-06,-,Nothing exists
1976-07,-,Nothing exists
1976-08,-,Nothing exists
1976-09,-,Nothing exists
1976-10,-,Nothing exists
1976-11,-,Nothing exists
1976-12,-,Nothing exists
1977-01,-,Nothing exists
1977-02,-,Nothing exists
1977-03,-,Nothing exists
1977-04,-,Nothing exists
1977-05,-,Nothing exists
1977-06,-,Nothing exists
1977-07,-,Nothing exists
1977-08,-,Nothing exists
1977-09,-,Nothing exists
1977-10,-,Nothing exists
1977-11,-,Nothing exists
1977-12,-,Nothing exists
1978-01,-,Nothing exists
1978-02,-,Nothing exists
1978-03,-,Nothing exists
1978-04,-,Nothing exists
1978-05,-,Nothing exists
1978-06,-,Nothing exists
1978-07,-,Nothing exists
1978-08,-,Nothing exists
1978-09,-,Nothing exists
1978-10,-,Nothing exists
1978-11,-,Nothing exists
1978-12,-,Nothing exists
1979-01,-,Nothing exists
1979-02,-,Nothing exists
1979-03,-,Nothing exists
1979-04,-,Nothing exists
1979-05,-,Nothing exists
1979-06,-,Nothing exists
1979-07,-,Nothing exists
1979-08,-,Nothing exists
1979-09,-,Nothing exists
1979-10,-,Nothing exists
1979-11,-,Nothing exists
1979-12,302.7,
1980-01,482.8,
1980-02,618.4,
1980-03,740.8,
1980-04,2088.5,
1980-05,2643.5,
1980-06,2984.0,
1980-07,3326.4,
1980-08,3723.7,
1980-09,3753.1,
1980-10,4332.0,
1980-11,4377.2,
1980-12,4418.1,
1981-01,5585.7,
1981-02,5722.1,
1981-03,6836.9,
1981-04,7169.4,
1981-05,7302.2,
1981-06,7832.6,
1981-07,8044.6,
1981-08,8263.9,
1981-09,8905.7,
1981-10,9499.4,
1981-11,9978.8,
1981-12,10251.2,
1982-01,10552.2,
1982-02,10878.9,
1982-03,11865.9,
1982-04,12458.6,
1982-05,12602.6,
1982-06,12628.7,
1982-07,13233.9,
1982-08,14212.5,
1982-09,14731.0,
1982-10,16096.9,
1982-11,16355.2,
1982-12,17536.5,
1983-01,18694.5,
1983-02,19056.4,
1983-03,20063.2,
1983-04,20167.8,
1983-05,20318.3,
1983-06,21180.5,
1983-07,21780.0,
1983-08,22287.3,
1983-09,22731.8,
1983-10,23399.5,
1983-11,23530.2,
1983-12,24160.9,
1984-01,24936.2,
1984-02,25949.3,
1984-03,26388.9,
1984-04,26996.8,
1984-05,27194.1,
1984-06,27519.2,
1984-07,27876.2,
1984-08,28590.9,
1984-09,29740.8,
1984-10,30972.0,
1984-11,31430.8,
1984-12,31313.7,
1985-01,31604.2,
1985-02,31833.3,
1985-03,31784.6,
1985-04,31905.4,
1985-05,32934.5,
1985-06,32853.6,
1985-07,33790.6,
1985-08,34869.0,
1985-09,35056.4,
1985-10,34576.4,
1985-11,36355.0,
1985-12,36789.8,
1986-01,36025.0,
1986-02,37354.8,
1986-03,37468.2,
1986-04,39220.9,
1986-05,39434.7,
1986-06,39081.8,
1986-07,40283.2,
1986-08,40172.4,
1986-09,40443.6,
1986-10,40018.2,
1986-11,40056.6,
1986-12,40957.0,
1987-01,40957.9,
1987-02,42495.5,
1987-03,43513.3,
1987-04,43392.3,
1987-05,44064.4,
1987-06,44289.2,
1987-07,43806.5,
1987-08,44398.7,
1987-09,44151.3,
1987-10,43729.7,
1987-11,43741.1,
1987-12,43161.8,
1988-01,41954.8,
1988-02,43156.8,
1988-03,43859.2,
1988-04,44156.0,
1988-05,44184.2,
1988-06,43319.3,
1988-07,43633.8,
1988-08,44127.0,
1988-09,45006.4,
1988-10,45779.3,
1988-11,46162.2,
1988-12,45865.5,
1989-01,44398.5,
1989-02,44712.7,
1989-03,44578.8,
1989-04,44987.4,
1989-05,45239.9,
1989-06,46553.0,
1989-07,46095.5,
1989-08,46315.6,
1989-09,45882.2,
1989-10,45913.1,
1989-11,47189.3,
1989-12,47995.2,
1990-01,49193.7,
1990-02,50203.2,
1990-03,49677.6,
1990-04,49827.2,
1990-05,53255.9,
1990-06,53672.9,
1990-07,55275.6,
1990-08,56816.0,
1990-09,57113.7,
1990-10,59692.4,
1990-11,60842.8,
1990-12,62896.2,
1991-01,63797.3,
1991-02,67194.5,
1991-03,67798.8,
1991-04,66481.3,
1991-05,65790.8,
1991-06,66405.7,
1991-07,67463.4,
1991-08,67886.9,
1991-09,68300.1,
1991-10,67963.4,
1991-11,69591.2,
1991-12,68340.7,
1992-01,73478.3,
1992-02,71690.1,
1992-03,72269.5,
1992-04,72314.1,
1992-05,73092.2,
1992-06,73776.6,
1992-07,75111.6,
1992-08,74402.0,
1992-09,77847.4,
1992-10,78201.5,
1992-11,77203.3,
1992-12,78649.3,
1993-01,84348.4,
1993-02,86528.3,
1993-03,88594.4,
1993-04,90163.6,
1993-05,90348.3,
1993-06,92726.3,
1993-07,95387.5,
1993-08,93629.3,
1993-09,94794.8,
1993-10,94599.1,
1993-11,95482.8,
1993-12,96515.1,
1994-01,95091.2,
1994-02,95172.6,
1994-03,95818.3,
1994-04,93119.9,
1994-05,93920.8,
1994-06,94344.7,
1994-07,93483.2,
1994-08,94086.9,
1994-09,92450.4,
1994-10,94095.8,
1994-11,94995.5,
1994-12,92920.6,
1995-01,91956.2,
1995-02,90527.3,
1995-03,88490.6,
1995-04,89579.0,
1995-05,85856.4,
1995-06,86715.7,
1995-07,83470.1,
1995-08,86239.7,
1995-09,87896.7,
1995-10,83182.1,
1995-11,86157.9,
1995-12,87287.4,
1996-01,83326.5,
1996-02,80785.5,
1996-03,82677.5,
1996-04,78938.3,
1996-05,81744.4,
1996-06,83449.4,
1996-07,85047.7,
1996-08,87955.6,
1996-09,85531.4,
1996-10,86137.0,
1996-11,89060.1,
1996-12,90071.3,
1997-01,87695.9,
1997-02,94001.7,
1997-03,91720.0,
1997-04,93342.0,
1997-05,98369.1,
1997-06,99926.9,
1997-07,95030.9,
1997-08,98713.9,
1997-09,96052.1,
1997-10,90085.4,
1997-11,95176.4,
1997-12,90867.2,
1998-01,86523.0,
1998-02,87101.0,
1998-03,88156.4,
1998-04,89026.4,
1998-05,92183.2,
1998-06,92608.5,
1998-07,93067.2,
1998-08,95832.6,
1998-09,96733.0,
1998-10,96013.9,
1998-11,100312.1,
1998-12,101887.2,
1999-01,103276.3,
1999-02,105561.0,
1999-03,106040.3,
1999-04,106532.3,
1999-05,107365.1,
1999-06,107736.7,
1999-07,112332.0,comment
1999-08,116834.3,
1999-09,114404.9,
1999-10,114741.1,
1999-11,119111.4,
1999-12,120497.7,
2000-01,118311.4,
2000-02,123723.1,
2000-03,121222.5,
2000-04,122229.4,
2000-05,122534.3,
2000-06,122593.4,
2000-07,122603.9,
2000-08,120794.1,
2000-09,121600.9,
2000-10,122118.0,
2000-11,122671.9,
2000-12,123641.8,
2001-01,123881.2,
2001-02,120948.7,
2001-03,121605.4,
2001-04,121645.9,
2001-05,122903.8,
2001-06,123758.0,
2001-07,124059.3,
2001-08,119537.4,
2001-09,120824.6,
2001-10,121162.3,
2001-11,119745.6,
2001-12,119911.4,
2002-01,119372.6,
2002-02,122523.5,
2002-03,123286.5,
2002-04,123500.4,
2002-05,123015.1,
2002-06,123155.0,
2002-07,123144.3,
2002-08,124333.6,
2002-09,125316.4,
2002-10,125953.5,
2002-11,126471.9,
2002-12,127483.5,
2003-01,127785.7,
2003-02,129054.5,
2003-03,132987.1,
2003-04,133377.3,
2003-05,134237.9,
2003-06,140441.8,
2003-07,141110.1,
2003-08,135192.2,
2003-09,136544.0,
2003-10,142837.6,
2003-11,143574.2,
2003-12,143425.4,
2004-01,143815.2,
2004-02,143859.0,
2004-03,149807.4,
2004-04,149873.1,
2004-05,152810.3,
2004-06,152788.5,
2004-07,153264.5,
2004-08,155813.4,
2004-09,156940.0,
2004-10,161709.1,
2004-11,160019.5,
2004-12,159272.4,
2005-01,169268.7,comment
2005-02,162503.8,
2005-03,162592.4,
2005-04,168825.6,
2005-05,166045.3,
2005-06,170337.6,
2005-07,171179.0,
2005-08,156949.8,
2005-09,163284.3,
2005-10,168448.0,
2005-11,169537.3,
2005-12,174371.4,
2006-01,175014.3,
2006-02,161161.3,
2006-03,167352.3,
2006-04,172470.4,
2006-05,173593.2,
2006-06,177668.5,
2006-07,177693.1,
2006-08,164141.5,
2006-09,171840.9,
2006-10,175433.4,
2006-11,176504.2,
2006-12,179888.5,
2007-01,179465.1,
2007-02,161865.6,
2007-03,166568.5,
2007-04,166642.4,
2007-05,170694.1,
2007-06,175515.7,
2007-07,176238.3,comment
2007-08,156709.4,
2007-09,162292.4,
2007-10,165928.0,
2007-11,175068.3,
2007-12,177393.7,
2008-01,178118.3,
2008-02,164350.0,
2008-03,173295.0,
2008-04,159936.7,
2008-05,164390.0,
2008-06,168937.9,
2008-07,170737.1,
2008-08,171128.4,
2008-09,177594.4,
2008-10,168233.1,
2008-11,171979.3,
2008-12,172036.5,
2009-01,171770.7,
2009-02,171672.3,
2009-03,177859.1,comment
2009-04,160933.6,
2009-05,166919.3,
2009-06,174146.4,
2009-07,175549.8,comment
2009-08,175873.7,
2009-09,181325.5,
2009-10,168280.1,
2009-11,173301.9,
2009-12,174219.4,
2010-01,179975.9,
2010-02,185603.8,
2010-03,191721.6,
2010-04,185165.1,
2010-05,191670.5,
2010-06,192682.3,
2010-07,197590.9,
2010-08,197906.9,
2010-09,203056.1,
2010-10,186373.1,
2010-11,190865.2,
2010-12,195534.2,
2011-01,201946.6,
2011-02,206575.6,
2011-03,211820.6,
2011-04,201453.4,
2011-05,207745.9,
2011-06,208669.3,
2011-07,214220.0,
2011-08,214820.9,
2011-09,219784.9,
2011-10,203179.9,
2011-11,209304.8,
2011-12,214210.9,
2012-01,218335.0,
2012-02,222222.9,
2012-03,226485.9,
2012-04,214329.6,
2012-05,219241.5,
2012-06,224606.9,
2012-07,228609.1,
2012-08,232830.9,
2012-09,237745.9,
2012-10,226037.6,
2012-11,233419.9,
2012-12,234355.2,
2013-01,239269.7,
2013-02,244436.0,
2013-03,248588.8,
2013-04,225930.7,
2013-05,230814.7,
2013-06,234611.8,
2013-07,239669.4,
2013-08,243427.6,
2013-09,247941.6,
2013-10,236899.1,
2013-11,241360.2,
2013-12,245372.1,
2014-01,249986.7,
2014-02,254612.3,
2014-03,259343.5,
2014-04,243935.3,
2014-05,249559.2,
2014-06,253524.4,
2014-07,258457.4,
2014-08,261348.1,
2014-09,265789.0,
2014-10,253028.4,
2014-11,256584.5,
"","General: Including inflation-indexed obligations of central government. On 1 July 1999, central government assumed joint responsibility for the debts of the Redemption Fund for Inherited Liabilities, the Federal Railways Fund and the Equalisation Fund for Safeguarding the Use of Coal. On 1 January 2005, central government assumed joint responsibility for the German Unity Fund. On 1 July 2007, central government assumed joint responsibility for the debts of the ERP Special Fund. On 1 March 2009, central government assumed joint responsibility for the debts of the Investment and Repayment Fund. On 1 July 2009, central government assumed joint responsibility for the debts of the Financial Market Stabilisation Fund (SoFFin).",
"","Comment on 1999-07: On 1 July 1999, central government assumed joint responsibility for the debts of the Re-demption Fund for Inherited Liabilities, the Federal Railways Fund and the Equalisation Fund for Safeguarding the Use of Coal.",
"","Comment on 2007-07: On 1 July 2007, central government assumed joint responsibility for the debts of the ERP Special Fund.",
"","Comment on 2009-03: On 1 March 2009, central government assumed joint responsibility for the debts of the Investment and Repayment Fund.",
"","Comment on 2009-07: On 1 July 2009, central government assumed joint responsibility for the debts of the Financial Market Stabilisation Fund (SoFFin).",
